CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-1-1,30,21,12,19,12,3,67,59,51,30.30,29.97,29.72,10,10,10,21,11,30,0.00,7,,199
2009-1-2,28,21,14,18,6,0,74,58,41,30.11,29.91,29.70,10,10,10,23,10,35,0.00,2,,284
2009-1-3,35,25,14,28,19,4,75,64,53,30.13,30.04,29.86,10,10,10,24,14,30,0.01,7,Rain,105
2009-1-4,35,25,14,32,23,0,96,73,49,30.29,30.00,29.80,10,6,0,23,12,31,0.21,7,Rain-Thunderstorm,295
2009-1-5,29,20,10,11,6,-1,67,53,39,30.30,30.14,29.93,10,10,10,17,11,23,0.00,0,,238
2009-1-6,34,24,13,28,22,9,92,72,51,29.91,29.62,29.43,10,6,2,20,7,25,0.11,7,Snow,135
2009-1-7,31,24,17,28,20,9,92,78,63,29.53,29.33,29.22,8,3,1,21,10,29,0.10,8,Snow,287
2009-1-8,21,18,14,12,8,3,80,68,56,30.05,29.82,29.55,10,10,7,20,10,26,0.00,3,,285
2009-1-9,30,22,13,24,16,3,88,73,58,30.17,30.08,30.02,10,5,0,16,7,21,0.29,8,Fog-Snow,70
2009-1-10,28,24,19,20,16,10,75,69,63,30.18,30.14,30.09,10,7,1,22,12,26,0.02,8,Snow,22
2009-1-11,23,18,12,14,9,7,84,73,62,30.17,30.11,30.04,10,8,2,10,5,14,T,5,Snow,249
2009-1-12,24,15,5,21,14,2,84,79,73,30.18,30.02,29.86,7,2,0,15,5,20,0.10,7,Fog-Snow,224
2009-1-13,22,11,0,16,1,-10,84,69,54,30.24,30.08,29.85,10,7,2,22,10,30,0.01,5,Snow,313
2009-1-14,11,5,-1,2,-2,-13,83,69,54,30.45,30.14,30.03,10,4,0,25,13,31,0.07,7,Snow,330
2009-1-15,0,-5,-10,-15,-18,-21,58,52,46,30.67,30.59,30.47,10,9,6,20,14,28,0.00,1,,290
2009-1-16,5,-3,-12,-11,-17,-21,65,55,44,30.71,30.60,30.36,10,10,10,15,10,21,0.00,0,,246
2009-1-17,22,10,-2,16,8,-9,80,70,60,30.30,29.80,29.61,10,4,1,21,12,28,0.04,8,Snow,230
2009-1-18,19,14,8,9,4,0,80,66,51,29.85,29.81,29.77,10,10,8,16,10,21,0.00,3,,297
2009-1-19,24,19,13,10,9,6,80,69,57,29.98,29.90,29.84,10,10,9,15,10,21,0.00,3,,316
2009-1-20,24,19,13,9,7,5,73,62,50,30.17,30.09,29.99,10,10,10,14,9,20,0.00,2,,303
2009-1-21,27,22,16,16,12,7,74,66,57,30.02,29.93,29.86,10,9,5,17,10,24,0.00,3,,240
2009-1-22,28,22,15,20,15,10,92,78,63,29.96,29.89,29.78,8,4,1,9,4,13,T,5,Snow,235
2009-1-23,29,21,12,22,13,-1,84,69,53,30.38,29.97,29.71,10,6,2,24,12,35,T,4,Snow,311
2009-1-24,12,7,1,-3,-9,-12,62,50,38,30.51,30.45,30.37,10,10,10,15,10,21,0.00,1,,287
2009-1-25,15,8,1,-6,-9,-12,57,47,36,30.42,30.40,30.37,10,10,10,15,8,20,0.00,4,,278
2009-1-26,16,10,4,0,-6,-9,62,49,36,30.51,30.47,30.43,10,10,7,12,6,16,T,6,Snow,280
2009-1-27,19,12,4,1,-5,-10,60,44,28,30.53,30.37,30.13,10,10,7,8,4,10,T,6,Snow,319
2009-1-28,20,15,10,5,3,-1,73,61,49,30.10,29.98,29.86,10,7,2,16,9,21,0.01,5,Snow,288
2009-1-29,28,20,12,18,12,2,74,64,54,29.94,29.85,29.76,10,7,4,17,10,23,T,7,Snow,261
2009-1-30,15,11,6,1,-2,-4,63,55,46,30.15,30.07,29.95,10,10,10,17,10,23,0.00,1,,281
2009-1-31,40,23,6,29,15,-5,70,65,59,30.08,29.78,29.55,10,10,8,31,16,37,0.00,4,,229
