MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-2-1,45,34,22,20,15,9,68,45,21,30.24,30.07,29.78,10,10,10,23,9,29,0.00,4,,109
2009-2-2,53,39,25,17,10,4,43,31,18,30.21,30.10,30.01,10,10,10,25,13,31,0.00,5,,266
2009-2-3,56,41,25,22,19,17,58,40,22,30.34,30.24,30.13,10,10,10,17,9,22,0.00,2,,238
2009-2-4,66,49,31,19,8,-7,52,29,5,30.30,30.17,30.04,10,10,10,17,12,22,0.00,0,,204
2009-2-5,68,47,26,10,4,-5,32,19,6,30.12,29.98,29.80,10,10,10,16,8,18,0.00,3,,218
2009-2-6,62,48,33,19,12,7,44,28,12,29.88,29.71,29.60,10,10,10,35,16,44,0.00,4,,251
2009-2-7,55,40,24,24,19,13,63,46,28,30.19,30.04,29.81,10,10,10,24,14,29,0.00,4,,141
2009-2-8,48,37,25,33,27,19,89,74,58,30.12,29.81,29.47,10,9,4,23,8,28,0.01,6,,184
2009-2-9,54,42,30,31,23,7,100,58,16,29.44,29.36,29.20,10,5,0,31,16,41,T,6,Fog-Snow,269
2009-2-10,43,34,24,29,18,9,92,64,35,29.83,29.63,29.46,10,10,7,22,11,28,T,5,Snow,341
2009-2-11,48,33,17,27,14,6,96,58,19,30.01,29.90,29.80,10,10,7,32,13,39,T,3,,231
2009-2-12,47,30,13,25,14,7,67,46,25,30.08,29.94,29.82,10,9,1,28,10,35,T,4,Snow,183
2009-2-13,31,26,20,25,21,16,96,80,63,30.13,30.00,29.84,10,8,2,18,7,22,T,7,Snow,2
2009-2-14,33,25,16,22,19,14,92,75,58,30.09,29.92,29.82,10,6,0,16,7,21,0.00,6,Fog,281
2009-2-15,49,30,10,20,12,1,92,53,14,30.23,30.10,30.00,10,6,0,24,11,36,0.00,3,Fog,189
2009-2-16,61,40,18,22,11,1,74,42,9,29.99,29.83,29.66,10,10,10,17,7,22,0.00,3,,187
2009-2-17,53,39,24,14,11,0,50,31,12,29.70,29.54,29.42,10,10,9,44,17,52,0.00,4,,246
2009-2-18,48,34,19,23,14,7,84,52,19,30.17,29.94,29.69,10,10,10,26,9,30,0.00,4,,131
2009-2-19,50,37,23,15,8,4,68,42,16,30.31,30.19,30.09,10,10,10,23,8,29,0.00,1,,251
2009-2-20,56,34,11,18,7,-8,91,50,8,30.25,30.04,29.81,10,7,1,38,17,46,0.03,5,Snow,20
2009-2-21,49,25,1,20,10,-2,87,54,21,30.34,30.27,30.15,10,10,10,14,9,17,0.00,1,,158
2009-2-22,61,42,22,18,12,3,65,38,11,30.27,30.17,30.06,10,10,5,15,7,17,0.00,4,,198
2009-2-23,67,47,26,32,22,15,58,41,24,30.10,29.98,29.88,10,10,10,26,7,35,0.00,6,,286
2009-2-24,68,50,32,31,21,10,70,42,14,29.90,29.82,29.72,10,10,10,32,11,40,0.00,3,,263
2009-2-25,67,50,32,22,19,13,47,32,16,29.92,29.77,29.62,10,10,10,38,17,47,0.00,5,,218
2009-2-26,59,45,30,28,20,10,72,44,15,29.83,29.73,29.66,10,10,10,36,15,44,0.00,3,,296
2009-2-27,43,29,14,21,12,-3,92,54,16,30.38,30.01,29.77,10,10,9,36,12,48,T,4,,325
2009-2-28,45,29,12,11,5,-2,80,48,16,30.54,30.46,30.35,10,10,10,16,9,20,0.00,1,,139
