HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-12-1,79,72,65,69,66,63,93,79,64,30.06,30.03,29.97,10,10,10,10,4,14,0.00,2,,109
2012-12-2,79,75,71,73,69,66,90,82,74,30.06,29.98,29.90,10,8,5,18,4,22,T,2,,136
2012-12-3,82,78,73,75,73,69,94,84,74,30.01,29.95,29.92,10,10,7,15,6,18,T,5,,224
2012-12-4,82,76,70,74,71,67,93,84,74,30.07,30.00,29.95,10,10,8,14,5,16,0.01,5,Rain-Thunderstorm,123
2012-12-5,81,77,73,73,72,69,100,87,74,30.10,30.04,29.99,10,10,8,14,5,16,T,4,Rain-Thunderstorm,59
2012-12-6,82,75,67,69,68,65,97,80,62,30.02,29.96,29.90,10,10,10,13,4,16,T,3,,158
2012-12-7,82,77,71,70,68,64,90,76,62,30.01,29.94,29.85,10,10,9,17,5,20,0.00,3,,320
2012-12-8,83,76,68,68,66,65,90,73,55,29.99,29.94,29.88,10,10,10,17,7,23,T,4,Rain,64
2012-12-9,83,78,72,68,66,64,79,69,58,30.00,29.95,29.89,10,10,10,21,11,31,T,4,,69
2012-12-10,83,78,72,67,64,61,79,63,47,30.05,30.00,29.95,10,10,10,30,16,38,0.00,3,,65
2012-12-11,82,78,73,65,63,61,73,64,54,30.11,30.05,30.01,10,10,10,29,17,39,T,3,,60
2012-12-12,82,78,73,65,63,61,73,62,51,30.12,30.07,30.02,10,10,10,29,18,38,T,4,,64
2012-12-13,81,76,71,67,64,63,79,69,58,30.14,30.11,30.06,10,10,10,28,18,35,T,4,Rain,61
2012-12-14,81,76,70,67,64,62,84,69,54,30.16,30.11,30.07,10,10,10,29,19,36,T,4,Rain,58
2012-12-15,82,76,70,66,64,61,79,65,51,30.14,30.10,30.04,10,10,10,26,15,33,T,4,,61
2012-12-16,83,77,71,69,65,60,93,74,54,30.12,30.09,30.02,10,10,10,30,17,38,T,5,Rain,57
2012-12-17,78,74,70,70,66,63,90,77,64,30.14,30.09,30.05,10,9,5,28,19,38,T,5,Rain,59
2012-12-18,81,75,69,67,65,63,90,74,58,30.10,30.06,30.01,10,10,10,28,16,37,T,3,Rain,60
2012-12-19,81,77,72,69,65,63,84,73,62,30.07,30.03,29.97,10,10,9,25,17,32,T,3,Rain,58
2012-12-20,79,75,71,66,64,61,79,69,58,30.08,30.03,29.98,10,10,8,29,16,38,T,4,Rain,54
2012-12-21,80,75,70,65,62,60,84,69,54,30.07,30.03,29.99,10,10,10,25,14,32,T,3,,61
2012-12-22,82,75,68,63,61,58,78,62,45,30.07,30.02,29.94,10,10,10,18,9,22,0.00,3,,67
2012-12-23,81,73,65,64,61,56,93,69,45,30.04,29.99,29.92,10,10,10,15,5,18,0.00,2,,351
2012-12-24,82,75,67,69,63,58,84,69,54,30.04,29.98,29.92,10,10,10,12,4,18,T,3,Rain,15
2012-12-25,78,75,71,70,66,64,84,76,67,30.07,30.03,29.99,10,10,7,16,7,21,T,4,Rain,53
2012-12-26,82,76,70,65,64,62,79,67,54,30.06,30.02,29.96,10,10,10,18,11,23,0.00,3,,65
2012-12-27,82,75,68,64,63,60,79,65,51,30.06,30.00,29.93,10,10,10,17,8,24,0.00,2,,56
2012-12-28,78,71,64,67,65,63,93,79,64,30.01,29.96,29.91,10,10,10,13,5,16,0.00,3,,72
2012-12-29,81,72,63,66,64,62,100,79,58,30.04,29.98,29.92,10,10,10,15,5,23,0.00,2,,6
2012-12-30,83,73,63,71,67,63,100,81,62,30.05,30.00,29.94,10,10,7,10,4,14,T,3,Rain,322
2012-12-31,78,71,64,71,67,64,93,79,64,30.10,30.03,29.99,10,10,10,12,4,14,T,4,,123
