MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-3-1,80,63,46,31,21,15,42,26,10,30.31,30.23,30.15,10,10,10,13,3,15,0.00,0,,39
2013-3-2,85,68,51,33,29,22,48,30,11,30.25,30.14,30.03,10,10,10,10,4,13,0.00,1,,118
2013-3-3,77,66,54,39,33,27,47,32,16,30.06,29.95,29.84,10,10,10,12,4,14,0.00,5,,108
2013-3-4,77,65,53,39,34,30,55,37,19,30.00,29.89,29.81,10,10,10,20,6,24,0.00,3,,256
2013-3-5,81,69,57,37,33,25,47,30,13,30.07,29.99,29.91,10,10,10,16,7,22,0.00,5,,123
2013-3-6,82,69,55,38,33,27,51,33,14,29.99,29.90,29.82,10,10,10,10,4,15,0.00,3,,99
2013-3-7,81,67,53,35,31,26,47,31,15,29.92,29.85,29.80,10,10,10,13,5,17,0.00,2,,123
2013-3-8,68,57,46,52,45,24,86,53,19,29.94,29.82,29.72,10,8,1,36,12,41,0.84,7,Rain-Hail-Thunderstorm,182
2013-3-9,58,51,44,43,40,35,89,68,47,30.09,30.02,29.95,10,10,10,14,5,16,0.01,6,Rain,95
2013-3-10,71,58,44,44,40,36,89,59,28,30.18,30.11,30.04,10,10,10,14,3,16,0.00,0,,156
2013-3-11,76,62,48,43,34,22,71,42,13,30.16,30.07,29.98,10,10,10,9,3,13,0.00,1,,114
2013-3-12,83,67,51,44,35,23,71,41,11,30.06,30.00,29.94,10,10,10,9,4,16,0.00,0,,85
2013-3-13,89,73,57,46,34,16,64,36,7,30.10,30.02,29.96,10,10,10,16,4,21,0.00,0,,90
2013-3-14,95,77,59,45,33,19,53,30,7,30.06,29.99,29.91,10,10,10,15,4,20,0.00,1,,86
2013-3-15,92,77,62,45,34,14,48,27,6,29.96,29.88,29.80,10,10,10,13,6,17,0.00,4,,116
2013-3-16,88,75,61,43,32,13,49,28,7,29.85,29.75,29.67,10,10,10,16,7,20,0.00,3,,106
2013-3-17,87,73,58,40,26,8,47,26,5,29.85,29.76,29.71,10,10,10,17,8,22,0.00,1,,210
2013-3-18,86,72,58,36,30,22,40,25,10,29.94,29.87,29.81,10,10,10,14,5,18,0.00,3,,114
2013-3-19,84,73,62,40,33,21,43,27,10,29.96,29.90,29.84,10,10,10,10,5,14,0.00,6,,76
2013-3-20,85,74,62,38,33,27,39,26,13,29.99,29.89,29.75,10,10,10,12,4,15,0.00,8,,106
2013-3-21,86,76,65,41,34,23,40,26,11,29.74,29.68,29.62,10,10,10,16,6,21,0.00,7,,316
2013-3-22,84,72,60,41,33,21,46,29,11,29.74,29.66,29.62,10,10,10,18,7,25,0.00,1,,194
2013-3-23,80,68,55,30,0,-31,38,20,1,29.95,29.85,29.72,10,10,10,23,7,26,0.00,0,,283
2013-3-24,81,67,53,16,4,-15,22,13,3,29.97,29.90,29.81,10,10,10,15,6,20,0.00,0,,255
2013-3-25,84,70,55,28,16,7,30,18,6,29.97,29.89,29.84,10,10,10,10,4,15,0.00,2,,98
2013-3-26,89,76,62,27,22,14,25,16,6,29.90,29.82,29.73,10,10,10,14,6,16,0.00,5,,117
2013-3-27,87,74,61,31,25,16,30,19,8,29.92,29.84,29.80,10,10,10,15,7,20,0.00,6,,85
2013-3-28,88,74,60,33,27,22,32,21,10,29.99,29.93,29.88,10,10,10,12,6,17,0.00,6,,91
2013-3-29,89,75,60,34,26,17,36,22,7,30.03,29.98,29.92,10,10,10,13,5,16,0.00,4,,92
2013-3-30,88,78,67,33,28,22,25,17,9,30.04,29.94,29.87,10,10,10,12,5,14,0.00,5,,112
2013-3-31,90,75,60,38,31,22,36,23,9,30.01,29.89,29.81,10,10,10,18,6,28,0.00,2,,204
