MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-9-1,105,95,84,66,63,59,55,40,25,29.83,29.76,29.68,10,10,10,15,6,19,0.00,1,,352
2013-9-2,103,95,87,70,64,62,46,38,29,29.84,29.76,29.68,10,10,3,28,6,35,T,4,Thunderstorm,195
2013-9-3,109,97,85,67,59,54,51,35,18,29.82,29.76,29.69,10,10,10,15,6,19,0.00,3,,202
2013-9-4,110,99,88,62,57,49,41,27,13,29.86,29.78,29.70,10,10,10,14,6,19,0.00,4,,165
2013-9-5,111,100,88,60,52,45,37,24,11,29.83,29.76,29.69,10,10,3,17,6,22,0.00,3,,140
2013-9-6,111,100,89,60,55,48,36,25,13,29.84,29.77,29.67,10,10,10,24,8,34,T,4,Rain-Thunderstorm,141
2013-9-7,94,89,83,65,61,57,51,41,30,29.89,29.83,29.75,10,10,10,21,7,25,T,6,,264
2013-9-8,89,81,73,71,67,61,87,63,38,29.89,29.77,29.69,10,9,3,21,5,25,0.36,6,Rain-Thunderstorm,115
2013-9-9,84,79,73,72,69,64,87,71,55,29.82,29.73,29.68,10,9,4,20,7,23,0.50,7,Rain,103
2013-9-10,86,80,74,69,66,62,82,65,48,29.84,29.78,29.73,10,10,10,26,8,32,T,4,Rain,223
2013-9-11,94,84,74,67,62,53,79,54,28,29.93,29.85,29.79,10,10,10,13,5,17,0.00,1,,247
2013-9-12,100,88,75,63,55,44,58,37,16,29.83,29.75,29.65,10,10,10,13,5,22,0.00,1,,252
2013-9-13,101,91,80,63,58,53,46,34,21,29.70,29.63,29.53,10,10,10,14,4,16,0.00,1,,86
2013-9-14,105,95,85,62,58,53,44,32,20,29.65,29.59,29.53,10,10,10,16,9,21,0.00,2,,63
2013-9-15,105,94,82,59,55,47,43,29,15,29.72,29.65,29.61,10,10,10,15,4,18,0.00,1,,106
2013-9-16,106,97,88,58,55,50,36,27,18,29.75,29.68,29.61,10,10,10,17,8,21,0.00,2,,80
2013-9-17,108,98,88,59,56,46,39,29,18,29.70,29.62,29.52,10,10,10,20,9,27,0.00,2,,132
2013-9-18,107,96,84,52,39,24,32,19,6,29.66,29.60,29.54,10,10,10,20,9,24,0.00,2,,360
2013-9-19,103,91,78,46,37,27,32,20,7,29.71,29.65,29.60,10,10,10,13,6,19,0.00,0,,246
2013-9-20,105,91,77,50,43,31,30,21,12,29.74,29.68,29.62,10,10,10,15,6,19,0.00,1,,235
2013-9-21,103,92,81,57,52,47,43,30,16,29.76,29.66,29.56,10,10,10,15,7,20,0.00,1,,123
2013-9-22,91,82,73,60,40,14,40,23,6,29.69,29.62,29.57,10,10,10,25,12,32,0.00,2,,260
2013-9-23,94,81,67,37,30,24,30,19,8,29.84,29.78,29.70,10,10,10,10,4,13,0.00,0,,154
2013-9-24,99,85,70,42,35,29,36,23,9,29.89,29.80,29.70,10,10,10,12,5,15,0.00,0,,110
2013-9-25,97,85,72,44,38,28,35,22,9,29.72,29.64,29.54,10,10,10,17,7,21,0.00,0,,144
2013-9-26,97,85,72,47,36,26,25,18,11,29.68,29.60,29.53,10,10,9,28,13,32,0.00,2,,196
2013-9-27,87,78,69,29,24,15,22,15,8,29.87,29.79,29.68,10,10,10,15,7,26,0.00,2,,244
2013-9-28,92,78,63,35,26,19,31,20,8,30.01,29.94,29.88,10,10,10,15,3,24,0.00,0,,241
2013-9-29,94,81,67,41,33,28,31,21,11,30.01,29.93,29.87,10,10,10,12,4,17,0.00,0,,243
2013-9-30,95,82,68,43,36,28,37,24,10,29.91,29.84,29.76,10,10,10,13,5,16,0.00,0,,144
