MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-11-1,59,48,36,36,31,26,70,54,37,30.17,30.07,30.00,10,10,10,15,8,16,0.00,3,,182
2009-11-2,43,37,30,34,32,29,96,79,62,30.41,30.33,30.12,10,8,3,16,7,18,0.00,5,,299
2009-11-3,68,49,30,35,28,19,92,54,16,30.29,30.17,30.04,10,9,4,17,8,23,0.00,3,,139
2009-11-4,60,44,27,34,30,24,92,64,36,30.44,30.31,30.15,10,10,8,24,6,28,0.00,1,,216
2009-11-5,77,60,43,33,23,17,53,32,11,30.13,30.02,29.87,10,10,10,22,11,26,0.00,3,,211
2009-11-6,75,58,40,30,23,16,39,26,12,29.86,29.79,29.67,10,10,10,22,10,25,0.00,4,,204
2009-11-7,73,55,37,33,30,25,64,42,19,29.93,29.79,29.66,10,10,9,26,10,31,0.00,4,,186
2009-11-8,58,49,39,34,30,27,76,53,30,30.20,29.97,29.71,10,10,10,17,7,20,0.00,6,,152
2009-11-9,60,49,37,31,28,24,70,49,27,30.27,30.21,30.13,10,10,10,30,10,36,0.00,4,,189
2009-11-10,64,48,32,36,32,29,89,60,30,30.29,30.21,30.12,10,10,9,12,6,13,0.00,4,,214
2009-11-11,71,51,30,31,26,14,78,45,11,30.21,30.03,29.75,10,10,10,22,8,32,0.00,5,,187
2009-11-12,73,59,45,27,25,22,38,27,15,29.70,29.52,29.37,10,10,10,20,12,37,0.00,5,,215
2009-11-13,51,41,30,36,32,28,100,71,42,29.81,29.68,29.49,10,7,0,29,8,36,0.16,7,Fog-Snow-Thunderstorm,84
2009-11-14,40,34,28,30,28,21,100,78,56,29.99,29.88,29.77,10,6,0,18,11,25,0.23,8,Fog-Snow,102
2009-11-15,30,24,17,27,24,14,92,84,75,30.41,30.18,29.97,10,4,0,21,10,24,0.10,7,Snow,353
2009-11-16,38,27,16,21,11,7,84,65,46,30.43,30.37,30.29,10,10,10,20,12,23,0.00,0,,209
2009-11-17,50,34,17,33,22,8,75,60,45,30.30,30.17,29.99,10,10,10,17,9,18,0.00,0,,195
2009-11-18,57,44,30,32,25,20,85,57,28,29.97,29.87,29.77,10,10,10,14,6,18,0.00,0,,226
2009-11-19,47,37,26,26,24,21,85,62,38,30.24,30.12,29.86,10,10,10,13,6,15,0.00,1,,108
2009-11-20,58,41,24,27,21,11,84,50,15,30.22,30.07,29.78,10,10,10,18,10,24,0.00,1,,197
2009-11-21,62,46,30,26,19,9,69,41,12,29.85,29.73,29.60,10,10,10,20,8,24,0.00,5,,212
2009-11-22,53,39,24,28,23,17,88,57,26,30.00,29.86,29.74,10,10,10,20,9,25,0.00,4,,178
2009-11-23,41,32,23,28,18,10,81,59,37,30.28,30.06,29.77,10,10,6,30,11,37,T,4,Snow,313
2009-11-24,46,32,17,13,8,4,59,40,20,30.29,30.23,30.12,10,10,10,18,8,24,0.00,1,,203
2009-11-25,46,35,23,24,21,12,88,62,35,30.40,30.27,30.14,10,10,10,16,8,20,0.00,2,,164
2009-11-26,66,45,24,22,18,14,81,47,13,30.25,30.13,29.97,10,10,10,18,9,22,0.00,1,,209
2009-11-27,69,51,33,19,9,-2,56,31,6,29.99,29.85,29.73,10,10,10,20,9,31,0.00,1,,217
2009-11-28,50,41,32,26,19,11,72,49,26,30.06,29.90,29.73,10,10,10,20,10,24,0.00,7,,323
2009-11-29,45,34,23,27,20,13,92,61,29,30.25,30.14,30.06,10,9,5,14,6,31,0.00,3,,136
2009-11-30,62,42,21,25,18,7,77,44,11,30.21,30.04,29.79,10,10,10,21,10,95,0.00,2,,211
