MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2008-2-1,48,36,23,23,17,10,68,46,23,29.92,29.75,29.64,10,10,5,22,8,29,T,5,Snow,116
2008-2-2,36,23,10,25,17,8,88,70,51,30.01,29.92,29.80,10,10,2,21,9,26,T,4,Snow,179
2008-2-3,49,30,11,19,13,5,88,55,22,29.86,29.57,29.38,10,10,10,25,10,31,0.00,5,,209
2008-2-4,32,24,16,24,19,13,92,78,63,30.04,29.74,29.40,10,4,0,17,8,21,0.03,8,Fog-Snow,25
2008-2-5,26,14,2,16,11,-1,92,71,50,30.16,30.05,29.93,10,5,1,15,9,18,0.10,6,Snow,335
2008-2-6,41,22,2,20,9,-1,87,60,33,30.04,29.89,29.69,10,10,10,29,12,33,0.00,4,,261
2008-2-7,43,25,6,24,11,-3,72,53,34,30.05,29.82,29.65,10,10,10,24,12,29,0.00,5,,255
2008-2-8,38,30,22,19,11,4,63,44,25,29.91,29.84,29.70,10,10,10,38,15,48,0.00,3,,285
2008-2-9,53,39,25,23,15,8,66,44,22,30.15,30.01,29.90,10,10,10,30,11,37,0.00,3,,262
2008-2-10,56,41,26,29,20,16,74,48,22,30.24,30.06,29.88,10,10,10,22,8,28,0.00,4,,220
2008-2-11,52,39,26,27,18,14,64,43,22,30.06,29.92,29.75,10,9,2,36,15,43,T,7,Snow,322
2008-2-12,46,36,26,23,20,17,85,61,36,30.10,30.04,29.93,10,10,10,22,10,30,0.00,4,,146
2008-2-13,65,47,29,30,22,16,82,49,15,29.89,29.55,29.32,10,10,10,26,11,33,0.00,4,,160
2008-2-14,32,23,13,28,18,10,92,83,74,30.22,29.95,29.59,10,6,2,23,9,28,0.02,7,Snow,19
2008-2-15,40,28,15,25,20,13,92,73,54,30.32,30.20,30.10,10,8,5,13,4,24,0.00,3,,164
2008-2-16,56,40,23,29,20,11,88,52,16,30.04,29.79,29.62,10,10,7,23,9,28,0.00,3,,253
2008-2-17,32,26,19,25,17,6,81,59,36,30.09,29.94,29.72,10,7,0,30,13,37,T,7,Fog-Snow,15
2008-2-18,47,34,20,19,11,4,77,47,17,30.07,30.02,29.94,10,10,10,16,8,21,0.00,4,,241
2008-2-19,61,43,24,21,13,8,69,42,14,30.03,29.93,29.81,10,10,10,14,8,18,0.00,2,,167
2008-2-20,43,33,22,27,23,17,92,71,50,29.98,29.88,29.81,10,10,10,13,6,15,0.00,5,,307
2008-2-21,47,35,22,29,24,20,92,65,38,29.87,29.82,29.77,10,9,7,15,7,23,0.00,5,,129
2008-2-22,52,39,26,25,21,13,92,57,21,29.87,29.78,29.69,10,10,10,16,7,20,0.00,2,,197
2008-2-23,52,41,29,27,24,21,75,55,35,30.06,29.84,29.65,10,10,10,20,9,29,T,4,,285
2008-2-24,63,44,25,31,23,18,74,48,22,30.01,29.81,29.60,10,10,10,25,10,33,0.00,4,,206
2008-2-25,46,37,28,32,28,22,100,72,43,30.30,30.06,29.60,10,5,0,24,11,35,0.02,7,Rain-Snow,32
2008-2-26,41,32,23,27,23,20,100,74,48,30.43,30.32,30.21,10,7,1,15,7,18,0.01,5,Snow,107
2008-2-27,57,39,21,25,20,14,84,52,19,30.24,30.06,29.81,10,10,10,16,7,25,0.00,3,,161
2008-2-28,59,45,31,25,21,16,64,43,21,30.01,29.86,29.74,10,10,10,25,10,31,0.00,4,,81
2008-2-29,63,45,26,28,20,5,85,48,10,30.23,30.10,29.98,10,10,10,21,10,26,0.00,2,,168
