CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-2-1,26,14,2,14,5,-4,79,67,54,30.50,30.36,30.16,10,10,9,16,9,20,0.00,4,,197
2013-2-2,45,35,25,31,24,13,75,65,55,30.23,30.16,30.09,10,10,10,16,8,22,0.00,5,,273
2013-2-3,46,38,30,29,21,14,70,51,31,30.29,30.11,29.85,10,10,10,21,10,32,0.00,3,,243
2013-2-4,42,32,21,28,24,18,81,65,49,30.00,29.93,29.80,10,10,6,18,7,22,0.00,3,,331
2013-2-5,57,39,20,30,25,18,92,62,32,30.11,30.00,29.92,10,9,5,16,8,22,0.00,1,,252
2013-2-6,61,47,32,38,32,25,75,55,35,30.10,29.99,29.88,10,10,10,21,13,25,0.00,4,,155
2013-2-7,52,42,31,45,38,25,96,78,59,30.22,29.96,29.87,10,7,0,23,11,26,0.34,7,Fog-Rain,315
2013-2-8,42,36,29,27,25,24,85,70,55,30.37,30.30,30.22,10,10,7,16,8,20,0.00,7,,61
2013-2-9,47,38,28,36,29,24,85,67,49,30.24,30.03,29.75,10,8,6,23,15,29,T,6,Rain,141
2013-2-10,52,44,36,46,33,21,100,71,42,29.89,29.61,29.44,10,9,4,32,22,49,0.07,7,Rain,216
2013-2-11,47,39,30,24,21,20,69,52,34,30.17,30.10,29.91,10,10,10,24,10,35,0.00,1,,288
2013-2-12,42,34,25,26,22,18,81,63,45,30.18,30.08,29.97,10,10,8,9,5,10,0.00,4,,196
2013-2-13,55,39,23,25,22,19,81,54,27,29.95,29.87,29.80,10,10,9,20,9,25,0.00,1,,240
2013-2-14,50,42,34,29,25,20,70,52,33,30.18,30.01,29.83,10,10,9,22,10,25,0.00,5,,299
2013-2-15,37,28,19,26,15,6,78,57,35,30.40,30.32,30.19,10,9,3,22,10,28,T,5,Snow,338
2013-2-16,34,26,17,21,18,15,92,72,51,30.33,30.23,30.08,10,10,8,15,8,22,0.00,6,,219
2013-2-17,57,41,25,31,25,18,75,55,35,30.07,29.89,29.65,10,10,10,23,12,31,0.00,4,,147
2013-2-18,58,42,26,43,28,14,70,54,38,30.09,29.73,29.53,10,10,9,30,19,44,T,4,Rain,286
2013-2-19,33,25,16,15,6,-1,74,50,26,30.38,30.27,30.10,10,10,8,24,11,32,0.00,0,,315
2013-2-20,25,19,13,11,6,1,67,59,50,30.43,30.32,30.23,10,10,10,15,10,,0.00,6,,70
2013-2-21,24,22,20,21,17,10,91,77,62,30.22,29.91,29.76,10,3,0,30,18,38,0.59,8,Fog-Snow,76
2013-2-22,27,21,15,21,15,9,96,76,55,30.10,29.99,29.82,10,9,5,17,9,22,T,5,Snow,281
2013-2-23,33,17,1,18,12,-1,95,73,51,30.09,30.02,29.97,10,8,2,12,7,14,0.00,1,,210
2013-2-24,41,29,16,24,20,13,88,67,46,30.05,30.00,29.95,10,9,5,16,8,18,0.00,3,,102
2013-2-25,36,32,27,32,27,21,96,80,63,29.99,29.88,29.71,10,6,0,25,14,31,0.27,8,Fog-Snow,41
2013-2-26,33,32,30,34,29,27,100,89,78,29.86,29.68,29.58,6,2,0,33,19,40,0.41,8,Fog-Snow,352
2013-2-27,35,32,28,27,24,21,92,74,56,30.05,29.93,29.82,10,4,1,22,14,28,0.11,7,Snow,306
2013-2-28,33,30,27,25,23,21,81,74,66,30.22,30.16,30.03,10,9,7,22,11,30,0.00,8,,323
