EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,50,48,45,49,42,27,100,71,42,30.11,30.03,29.96,10,5,0,12,5,17,0.35,8,Rain,206
2013-1-2,50,48,46,48,44,37,100,83,66,30.16,30.03,29.90,10,6,0,13,5,18,0.14,8,Fog-Rain,59
2013-1-3,46,39,31,40,37,29,96,84,71,30.28,30.19,30.12,10,7,3,10,5,13,T,7,,42
2013-1-4,51,37,22,30,23,18,100,66,32,30.36,30.30,30.24,10,10,9,12,5,16,0.00,0,,313
2013-1-5,50,36,22,34,23,19,81,57,32,30.41,30.33,30.24,10,10,9,10,3,13,T,6,Rain,271
2013-1-6,52,44,35,40,36,29,89,74,58,30.24,30.15,30.06,10,10,7,13,5,22,0.01,6,Rain,228
2013-1-7,53,40,26,29,28,25,85,62,38,30.43,30.35,30.21,10,9,7,14,5,20,0.00,1,,34
2013-1-8,54,40,25,38,33,24,100,75,50,30.47,30.41,30.37,10,8,5,9,2,10,0.00,6,,345
2013-1-9,64,50,36,50,44,37,96,74,48,30.46,30.41,30.38,10,9,7,6,4,,0.00,6,,296
2013-1-10,70,57,44,52,47,42,100,74,47,30.50,30.43,30.37,10,9,2,14,5,17,0.03,7,Rain,87
2013-1-11,54,51,48,52,50,47,100,97,93,30.38,30.26,30.17,10,2,0,12,5,22,0.03,8,Fog-Rain,88
2013-1-12,73,61,48,61,55,48,100,82,64,30.18,30.14,30.09,10,4,0,9,4,15,T,7,Fog-Rain,200
2013-1-13,75,64,53,60,57,54,100,81,61,30.14,30.09,30.05,10,8,4,16,8,24,0.00,8,,195
2013-1-14,68,64,60,63,61,57,97,91,84,30.14,30.10,30.07,10,8,2,13,7,15,0.13,8,Rain,185
2013-1-15,64,54,43,61,49,42,100,97,93,30.19,30.12,30.07,10,3,0,14,8,23,0.05,8,Fog-Rain,30
2013-1-16,51,47,42,49,45,41,100,97,93,30.06,30.02,29.99,10,3,0,13,4,17,0.17,8,Fog-Rain,23
2013-1-17,52,44,35,52,45,34,100,93,86,30.17,29.96,29.81,10,3,0,29,12,39,2.38,8,Rain-Snow,28
2013-1-18,49,40,30,34,26,19,100,66,31,30.52,30.42,30.23,10,10,10,14,6,17,0.00,0,,2
2013-1-19,54,39,23,29,26,22,92,61,29,30.49,30.37,30.18,10,10,10,12,4,16,0.00,2,,224
2013-1-20,65,50,34,32,28,26,75,50,25,30.17,30.09,30.02,10,10,10,14,4,17,0.00,3,,272
2013-1-21,61,44,26,32,25,14,92,59,25,30.08,30.02,29.93,10,10,10,20,6,31,0.00,1,,258
2013-1-22,44,35,26,14,5,-4,43,29,14,30.27,30.17,30.01,10,10,10,17,8,25,0.00,0,,328
2013-1-23,47,33,19,27,13,-2,74,51,27,30.37,30.25,30.07,10,10,10,14,5,18,0.00,1,,187
2013-1-24,51,39,27,32,16,2,85,54,23,30.50,30.23,29.99,10,10,10,22,9,29,0.00,2,,25
2013-1-25,27,24,21,25,15,3,92,65,37,30.51,30.30,30.12,10,8,2,13,5,16,0.11,8,Rain,186
2013-1-26,47,35,22,33,27,21,100,79,58,30.37,30.20,30.10,10,6,0,9,2,13,0.00,7,Fog,70
2013-1-27,45,36,27,30,25,21,89,67,45,30.58,30.49,30.38,10,10,6,14,6,18,0.00,6,,87
2013-1-28,50,42,34,47,36,29,89,74,59,30.47,30.38,30.27,10,8,5,12,6,17,0.02,8,Rain,194
2013-1-29,72,56,40,58,51,41,100,79,57,30.25,30.16,30.04,10,7,2,15,8,23,0.00,3,,196
2013-1-30,77,64,51,63,60,46,93,74,54,30.04,29.72,29.44,10,9,2,33,19,45,0.83,8,Rain,191
2013-1-31,51,43,35,45,26,16,86,58,29,30.04,29.86,29.56,10,10,7,23,11,33,0.03,3,Rain,264
