MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-1-1,19,11,2,-1,-7,-11,56,47,37,30.18,30.08,29.93,10,10,10,18,10,21,0.00,4,,217
2011-1-2,37,25,13,10,4,-5,57,43,29,30.10,30.02,29.91,10,10,10,21,9,25,0.00,3,,197
2011-1-3,29,18,7,15,8,2,84,66,47,30.20,30.05,29.94,10,10,10,17,10,23,0.00,2,,148
2011-1-4,38,23,7,21,11,3,84,65,46,30.12,30.03,29.93,10,10,7,12,6,13,0.00,2,,210
2011-1-5,43,32,20,21,14,6,65,49,33,30.10,30.00,29.91,10,10,10,21,10,28,0.00,4,,262
2011-1-6,54,39,24,21,17,10,60,44,28,30.09,30.00,29.88,10,10,10,20,11,25,0.00,4,,244
2011-1-7,40,33,25,27,23,19,85,67,48,30.01,29.92,29.81,10,10,9,15,10,18,0.00,2,,154
2011-1-8,51,35,19,30,25,17,92,64,36,29.79,29.65,29.53,10,8,5,13,5,15,T,4,Rain,262
2011-1-9,37,25,12,29,19,7,92,86,80,30.07,29.76,29.55,4,1,0,20,9,26,0.43,8,Fog-Rain-Snow,34
2011-1-10,12,5,-3,7,-1,-6,95,78,60,30.42,30.24,30.01,10,6,1,18,9,23,0.08,5,Snow,286
2011-1-11,13,5,-3,3,-6,-10,79,61,42,30.64,30.52,30.40,10,10,2,17,8,20,0.00,2,,192
2011-1-12,32,14,-5,17,4,-8,86,68,49,30.62,30.44,30.23,10,9,3,15,7,18,0.00,5,,227
2011-1-13,49,37,25,29,22,15,70,56,42,30.25,30.15,29.99,10,10,10,20,10,23,0.00,5,,204
2011-1-14,51,39,27,27,23,20,78,54,29,30.28,30.15,29.98,10,10,9,15,8,17,0.00,4,,194
2011-1-15,47,38,29,26,22,17,78,56,34,30.20,30.12,30.01,10,10,10,15,9,20,0.00,5,,215
2011-1-16,51,38,25,27,23,18,75,54,33,30.06,29.84,29.67,10,10,10,22,11,29,0.00,6,,215
2011-1-17,57,48,38,36,29,22,76,56,35,29.80,29.65,29.55,10,10,10,23,9,30,0.01,5,Rain,296
2011-1-18,50,39,28,29,21,15,85,57,28,29.93,29.86,29.76,10,10,10,17,8,25,0.00,5,,175
2011-1-19,41,30,19,27,19,9,92,73,54,30.25,29.88,29.69,10,6,0,36,9,44,0.01,7,Fog-Snow,323
2011-1-20,37,22,6,19,13,2,84,64,44,30.38,30.14,29.82,10,10,10,16,8,20,0.00,5,,198
2011-1-21,45,35,24,18,15,11,68,47,25,30.04,29.93,29.76,10,10,10,26,10,36,0.00,3,,316
2011-1-22,47,39,31,21,15,9,44,37,30,30.06,29.76,29.57,10,10,10,29,17,38,0.00,5,,321
2011-1-23,48,33,18,18,9,0,84,49,14,30.12,29.95,29.83,10,10,10,18,10,23,0.00,4,,231
2011-1-24,40,28,16,18,9,2,73,47,21,30.21,30.11,29.87,10,10,10,29,12,37,0.00,4,,24
2011-1-25,45,30,14,27,10,-8,73,42,11,30.21,30.10,29.98,10,9,5,17,8,21,0.00,5,Snow,293
2011-1-26,46,38,30,27,19,8,85,57,28,30.27,30.17,30.07,10,10,8,17,7,22,0.00,5,,262
2011-1-27,56,44,32,18,13,8,44,30,16,30.15,30.08,29.97,10,10,10,20,9,23,0.00,4,,215
2011-1-28,67,49,31,20,14,10,48,30,11,29.99,29.90,29.80,10,10,10,21,12,24,0.00,2,,193
2011-1-29,56,42,27,23,19,15,75,48,20,30.03,29.88,29.74,10,10,10,24,11,30,0.00,3,,169
2011-1-30,42,33,24,26,23,20,88,71,54,29.98,29.89,29.80,10,8,0,13,5,15,0.00,5,Fog,330
2011-1-31,26,12,-3,25,5,-9,92,86,79,30.49,30.13,29.89,9,2,0,23,11,31,0.05,8,Fog-Rain-Snow,34
