EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-2-1,38,34,30,38,30,28,100,96,92,30.06,29.91,29.50,3,1,0,24,9,29,1.01,8,Rain,51
2011-2-2,49,36,22,45,20,14,100,82,63,30.46,30.14,29.49,10,6,2,35,16,45,0.04,8,Rain-Snow,253
2011-2-3,30,20,9,19,15,10,96,77,58,30.58,30.50,30.42,10,9,3,12,3,15,0.01,3,Snow,253
2011-2-4,37,26,14,22,18,12,88,72,56,30.41,30.22,29.94,10,9,6,8,2,10,0.00,5,,174
2011-2-5,36,33,29,32,28,22,92,77,61,29.91,29.72,29.56,10,6,0,25,9,35,0.27,8,Rain-Snow,196
2011-2-6,41,36,30,32,28,25,85,75,65,29.99,29.95,29.91,10,10,5,17,7,21,0.00,8,,197
2011-2-7,40,35,29,34,31,19,100,85,70,29.99,29.90,29.81,10,4,0,21,8,24,0.11,8,Rain-Snow,310
2011-2-8,29,22,14,24,14,8,81,66,50,30.39,30.24,30.01,10,9,5,24,12,29,T,5,Snow,304
2011-2-9,20,16,11,11,7,5,84,68,51,30.40,30.30,30.22,10,10,7,10,4,13,0.00,7,,274
2011-2-10,28,16,4,9,3,-1,86,60,33,30.28,30.21,30.16,10,10,9,13,7,18,0.00,2,,252
2011-2-11,38,26,13,12,8,5,80,54,27,30.20,30.12,30.06,10,10,9,18,10,25,0.00,4,,212
2011-2-12,45,37,29,26,20,13,70,52,33,30.22,30.14,30.03,10,10,10,20,10,25,0.00,6,,242
2011-2-13,57,46,35,29,27,26,70,52,33,30.12,29.96,29.81,10,10,10,22,14,33,0.00,3,,211
2011-2-14,53,42,31,32,29,25,75,55,35,30.34,30.02,29.77,10,10,9,35,16,41,0.00,4,,281
2011-2-15,46,36,26,25,23,20,84,63,41,30.44,30.33,30.18,10,10,10,16,8,20,0.00,5,,110
2011-2-16,67,52,36,43,33,24,64,50,36,30.16,30.11,30.05,10,10,8,18,10,24,T,6,Rain,198
2011-2-17,65,58,50,48,43,39,66,57,48,30.07,29.96,29.87,10,10,9,31,15,44,0.00,7,,199
2011-2-18,65,54,43,52,35,15,75,47,18,30.27,30.07,29.89,10,10,10,25,14,31,T,4,Rain,275
2011-2-19,53,43,32,24,18,11,66,44,21,30.37,30.33,30.27,10,10,10,14,7,20,0.00,2,,335
2011-2-20,55,44,32,44,28,20,76,62,48,30.31,30.04,29.66,10,9,3,21,10,23,0.08,7,Rain,125
2011-2-21,62,47,31,52,43,29,100,83,65,29.87,29.67,29.54,10,5,0,25,12,32,1.63,8,Rain,37
2011-2-22,33,31,28,30,26,23,100,89,78,30.27,30.11,29.91,10,6,2,14,6,16,0.01,8,Snow,341
2011-2-23,43,35,26,32,26,21,81,69,57,30.33,30.23,30.05,10,8,6,12,6,16,0.00,7,,117
2011-2-24,45,41,37,40,37,31,100,87,73,30.04,29.92,29.62,10,4,0,24,9,30,1.37,8,Rain,65
2011-2-25,38,34,30,38,31,24,100,85,69,30.22,29.86,29.41,10,6,1,29,11,37,0.47,8,Rain-Snow,347
2011-2-26,38,34,30,32,28,25,85,78,70,30.16,30.04,29.88,10,9,6,13,5,17,T,8,,159
2011-2-27,61,49,37,57,45,32,93,75,57,29.95,29.81,29.57,10,6,2,20,9,28,0.43,8,Rain-Thunderstorm,165
2011-2-28,68,50,31,58,44,23,90,80,69,30.26,29.78,29.48,10,7,1,41,15,55,0.32,8,Rain-Thunderstorm,323
