CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-2-1,24,22,19,19,17,13,88,81,71,30.25,30.03,29.69,10,3,0,41,23,58,0.20,8,Fog-Snow-Thunderstorm,54
2011-2-2,24,18,10,18,13,3,88,75,55,30.52,30.07,29.65,10,4,0,32,24,50,0.09,7,Fog-Snow,345
2011-2-3,17,8,0,1,-4,-7,77,57,36,30.57,30.49,30.34,10,10,10,20,8,21,0.00,0,,231
2011-2-4,27,17,7,8,1,-5,59,51,45,30.33,30.13,29.90,10,10,10,16,11,25,0.00,0,,215
2011-2-5,28,20,12,20,11,5,81,65,47,29.88,29.75,29.65,10,10,7,12,5,,0.00,5,,217
2011-2-6,32,29,26,27,25,21,88,84,75,30.01,29.88,29.80,10,4,1,9,6,,0.10,8,Snow,198
2011-2-7,32,28,23,23,20,16,88,77,54,30.10,30.02,29.95,10,5,0,13,9,,0.03,8,Snow,334
2011-2-8,21,12,3,18,3,-8,86,64,45,30.45,30.32,30.06,10,9,3,20,10,26,0.00,5,Snow,294
2011-2-9,12,6,1,-3,-6,-9,66,58,49,30.42,30.32,30.26,10,10,10,15,11,,0.00,6,,255
2011-2-10,15,5,-5,5,-4,-12,76,63,47,30.29,30.17,30.05,10,10,10,16,8,25,0.00,1,,220
2011-2-11,30,20,10,23,12,2,80,68,53,30.07,29.98,29.89,10,8,2,16,7,23,0.00,8,Snow,218
2011-2-12,37,32,27,28,24,21,81,70,59,30.16,30.05,29.91,10,10,7,15,11,24,0.00,5,,231
2011-2-13,48,41,34,29,27,25,70,59,46,29.89,29.72,29.55,10,10,10,28,14,37,0.00,4,,226
2011-2-14,42,37,28,30,28,24,82,66,51,30.39,30.02,29.62,10,10,10,24,16,36,0.00,4,,306
2011-2-15,39,33,27,29,20,14,75,58,40,30.40,30.25,30.04,10,10,7,18,10,23,0.03,6,Rain,162
2011-2-16,52,44,37,44,36,28,82,71,59,30.04,29.97,29.83,10,10,8,13,7,,0.00,7,,193
2011-2-17,57,54,50,50,46,43,80,76,67,29.83,29.70,29.25,10,10,9,20,15,30,0.00,7,,196
2011-2-18,50,43,35,29,25,20,68,51,35,30.30,30.09,29.78,10,10,10,23,15,31,0.00,2,,268
2011-2-19,36,32,28,24,17,11,82,58,46,30.46,30.41,30.31,10,10,10,12,10,,0.00,3,,31
2011-2-20,37,32,28,34,30,21,100,84,60,30.31,29.87,29.65,10,6,2,17,11,25,0.90,8,Rain,102
2011-2-21,34,30,26,33,26,20,100,87,78,30.00,29.84,29.69,10,6,2,18,15,25,0.03,8,Rain-Snow,68
2011-2-22,27,26,24,20,18,17,84,75,69,30.33,30.20,30.02,10,8,1,13,8,,0.00,8,Snow,88
2011-2-23,34,29,24,30,24,18,89,79,69,30.32,30.15,30.01,10,7,2,14,7,20,0.02,8,Rain,157
2011-2-24,37,35,33,32,28,25,92,78,62,30.13,30.03,29.87,10,6,1,24,8,30,0.00,8,Snow,2
2011-2-25,36,33,30,28,24,19,93,73,50,30.20,30.08,29.90,10,7,2,21,14,30,0.00,8,Snow,25
2011-2-26,34,30,26,31,26,21,93,85,74,30.15,29.99,29.82,7,3,1,10,4,,0.05,8,Snow,239
2011-2-27,37,32,26,32,27,21,93,81,64,29.91,29.78,29.55,10,6,1,20,8,31,0.25,7,Rain-Thunderstorm,301
2011-2-28,37,32,27,28,23,19,87,71,51,30.33,30.03,29.64,10,9,4,18,13,25,0.04,4,Rain-Snow,5
