MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-2-1,46,37,27,32,28,25,100,73,45,30.08,30.04,30.01,10,10,10,12,5,13,0.00,4,,163
2010-2-2,45,36,27,26,22,18,92,64,36,30.03,29.97,29.90,10,10,10,10,4,13,0.00,5,,103
2010-2-3,44,36,28,28,26,24,85,65,45,29.89,29.84,29.77,10,10,10,13,5,15,0.00,6,,294
2010-2-4,47,37,27,31,27,24,92,69,45,29.94,29.90,29.84,10,10,8,10,4,12,T,4,,37
2010-2-5,45,37,28,36,32,25,92,78,64,30.02,29.96,29.89,10,8,2,15,5,18,0.02,7,Rain-Snow,228
2010-2-6,48,41,33,39,35,30,100,83,65,29.98,29.92,29.81,10,3,1,12,4,13,0.04,7,Rain,323
2010-2-7,45,37,29,34,29,24,96,75,53,29.86,29.78,29.73,10,8,2,18,6,21,0.00,5,,304
2010-2-8,39,32,24,26,23,20,88,68,48,30.04,29.99,29.87,10,10,10,13,5,15,0.00,2,,342
2010-2-9,42,33,23,27,22,17,88,66,44,30.09,30.03,29.97,10,10,9,14,6,17,0.00,4,,180
2010-2-10,42,34,26,27,24,21,84,69,54,30.04,30.01,29.97,10,10,9,10,4,13,0.00,5,,314
2010-2-11,44,38,31,34,30,27,100,79,57,30.12,30.05,29.96,10,5,0,10,2,11,0.12,7,Snow,349
2010-2-12,50,42,34,34,31,28,89,68,46,30.15,30.10,30.05,10,10,2,13,8,13,0.01,6,Snow,115
2010-2-13,45,42,38,37,33,28,92,76,60,30.24,30.17,30.09,10,10,10,17,5,21,0.02,8,Rain,99
2010-2-14,49,41,33,35,32,29,92,71,50,30.29,30.23,30.20,10,10,4,12,5,17,0.00,5,,329
2010-2-15,43,38,33,38,34,29,100,88,75,30.22,30.19,30.15,10,8,0,9,5,10,0.03,7,Fog-Rain-Snow,77
2010-2-16,47,39,30,36,33,30,100,80,60,30.29,30.24,30.20,10,6,0,13,4,16,0.00,6,Fog,326
2010-2-17,43,38,32,36,33,30,92,81,70,30.23,30.16,30.03,10,8,2,10,2,13,0.00,7,,334
2010-2-18,45,38,31,36,32,27,100,79,57,30.03,29.99,29.94,10,6,0,16,4,18,0.03,7,Fog-Rain,325
2010-2-19,37,33,29,32,29,23,92,81,70,29.92,29.87,29.84,10,9,1,12,5,15,T,7,Snow,336
2010-2-20,38,31,24,25,21,18,88,66,44,29.88,29.84,29.78,10,10,10,16,6,18,0.00,5,,324
2010-2-21,34,30,25,25,22,19,85,73,61,30.01,29.90,29.84,10,8,2,14,4,16,T,7,Snow,308
2010-2-22,36,28,20,20,16,12,91,63,35,30.32,30.18,30.01,10,10,10,18,7,23,0.00,2,,316
2010-2-23,42,32,21,19,14,11,68,49,29,30.42,30.32,30.17,10,10,10,15,7,17,0.00,2,,153
2010-2-24,42,37,31,34,27,17,92,70,47,30.14,30.02,29.95,10,9,1,28,10,36,0.15,8,Rain-Snow,165
2010-2-25,46,39,31,35,32,27,100,77,53,30.26,30.14,30.04,10,8,4,15,5,20,0.08,6,Rain-Snow,358
2010-2-26,51,40,28,28,24,18,92,59,26,30.30,30.17,29.96,10,10,10,22,11,28,0.00,5,,160
2010-2-27,57,47,36,32,21,15,76,48,20,29.94,29.77,29.65,10,10,10,29,15,35,0.00,7,,171
2010-2-28,48,39,30,34,31,28,92,74,56,30.12,29.89,29.73,10,10,10,17,7,23,0.00,4,,317
