MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2008-9-1,96,87,78,68,64,59,62,46,30,29.77,29.72,29.66,10,10,10,16,4,20,0.00,3,,147
2008-9-2,103,93,82,68,61,50,63,41,18,29.81,29.74,29.67,10,10,10,12,5,18,0.00,1,,160
2008-9-3,103,93,82,61,57,50,47,33,19,29.82,29.75,29.67,10,10,10,14,5,21,0.00,1,,130
2008-9-4,105,94,82,64,54,39,55,34,12,29.79,29.71,29.62,10,10,10,12,5,20,0.00,1,,104
2008-9-5,106,93,80,57,48,32,43,26,8,29.75,29.68,29.62,10,10,10,12,4,18,0.00,0,,121
2008-9-6,108,95,82,54,45,33,31,20,8,29.74,29.67,29.61,10,10,10,13,5,14,0.00,1,,129
2008-9-7,106,94,82,56,47,39,35,23,11,29.72,29.65,29.57,10,10,10,14,6,21,0.00,4,,109
2008-9-8,102,94,86,56,52,49,35,27,18,29.78,29.69,29.62,10,10,8,18,7,24,T,5,Rain,92
2008-9-9,101,91,81,60,57,54,49,36,23,29.77,29.71,29.63,10,10,10,21,5,26,T,3,Rain-Thunderstorm,114
2008-9-10,98,88,78,66,60,53,54,40,26,29.81,29.71,29.60,10,10,10,23,7,28,T,4,Thunderstorm,143
2008-9-11,97,87,76,65,57,48,69,46,22,29.81,29.72,29.59,10,9,2,39,6,51,0.00,3,,237
2008-9-12,95,84,73,58,54,47,57,38,19,29.82,29.74,29.68,10,10,10,17,5,22,0.00,1,,210
2008-9-13,99,88,76,55,48,39,50,32,14,29.81,29.73,29.67,10,10,10,14,4,18,0.00,1,,275
2008-9-14,103,89,75,58,44,28,45,26,7,29.86,29.79,29.73,10,10,10,15,4,20,0.00,0,,125
2008-9-15,99,89,79,53,48,44,42,29,16,29.95,29.87,29.80,10,10,10,21,11,26,0.00,1,,100
2008-9-16,96,88,79,60,52,49,40,30,20,29.99,29.92,29.82,10,10,10,23,10,28,0.00,2,,110
2008-9-17,97,87,77,62,53,45,60,39,18,29.97,29.89,29.82,10,10,10,10,4,16,0.00,3,,113
2008-9-18,99,88,77,57,51,45,42,30,17,29.91,29.84,29.77,10,10,10,10,4,14,0.00,2,,139
2008-9-19,101,89,77,55,51,46,40,28,16,29.88,29.80,29.74,10,10,10,14,4,20,0.00,2,,141
2008-9-20,100,90,79,58,54,50,40,32,24,29.85,29.78,29.71,10,10,10,12,5,15,0.00,2,,138
2008-9-21,101,90,79,59,52,44,52,34,16,29.83,29.76,29.69,10,10,10,17,6,23,0.00,1,,173
2008-9-22,101,89,76,55,52,46,43,30,17,29.86,29.79,29.74,10,10,10,16,7,25,0.00,2,,173
2008-9-23,100,90,79,57,51,44,44,28,15,29.94,29.86,29.81,10,10,10,9,4,,0.00,1,,68
2008-9-24,105,92,78,55,46,40,39,22,11,29.91,29.83,29.75,10,10,10,15,4,20,0.00,1,,117
2008-9-25,102,92,82,53,44,35,30,20,10,29.89,29.82,29.75,10,10,10,20,9,29,0.00,1,,108
2008-9-26,100,90,81,57,53,51,39,29,19,29.89,29.82,29.75,10,10,10,10,5,,0.00,2,,118
2008-9-27,99,89,79,57,52,46,45,29,18,29.88,29.82,29.74,10,10,7,21,6,36,0.00,2,,80
2008-9-28,100,90,80,53,42,32,38,21,10,29.90,29.83,29.76,10,10,10,15,7,24,0.00,1,,91
2008-9-29,99,89,79,47,39,35,30,18,11,29.91,29.86,29.79,10,10,10,20,10,30,0.00,1,,94
2008-9-30,99,88,77,48,42,37,31,19,13,30.02,29.92,29.85,10,10,10,15,7,20,0.00,1,,74
