HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-8-1,87,81,74,67,65,62,79,62,45,30.10,30.07,30.02,10,10,10,24,15,32,T,4,Rain,64
2013-8-2,88,81,74,67,65,63,74,59,43,30.06,30.03,29.99,10,10,10,22,12,30,T,3,,61
2013-8-3,87,81,75,67,65,62,74,60,45,30.05,30.02,29.97,10,10,10,22,12,29,T,3,Rain,60
2013-8-4,88,81,73,67,65,63,74,60,45,30.04,30.00,29.96,10,10,10,21,11,33,T,4,Rain,55
2013-8-5,87,80,73,68,66,64,79,64,48,30.03,30.00,29.96,10,10,10,23,10,29,0.00,3,,57
2013-8-6,88,82,76,67,64,61,74,57,40,30.04,30.01,29.97,10,10,10,21,12,30,T,3,,58
2013-8-7,88,81,73,65,63,59,73,57,40,30.07,30.03,29.99,10,10,10,21,9,26,0.00,3,,49
2013-8-8,88,82,75,65,63,57,69,53,37,30.08,30.04,30.00,10,10,10,20,11,29,0.00,2,,62
2013-8-9,88,80,72,70,65,62,73,58,43,30.06,30.02,29.97,10,10,10,20,8,29,0.00,3,Rain,49
2013-8-10,85,79,73,72,69,67,87,73,59,30.04,30.01,29.97,10,10,6,20,10,25,0.01,6,Rain,48
2013-8-11,88,83,77,71,68,66,82,66,50,30.05,30.02,29.99,10,10,10,24,14,32,T,5,,59
2013-8-12,88,82,76,68,64,62,71,57,43,30.07,30.04,30.01,10,10,10,22,14,40,0.00,5,,55
2013-8-13,86,81,76,69,65,63,74,63,51,30.05,30.01,29.96,10,10,10,22,11,29,0.01,5,Rain,57
2013-8-14,89,82,74,68,64,60,79,60,40,30.04,29.99,29.94,10,10,10,28,14,35,0.00,2,,66
2013-8-15,87,81,75,67,65,63,74,59,43,30.04,30.01,29.98,10,10,10,25,14,40,0.00,2,Rain,64
2013-8-16,90,82,74,67,65,63,79,62,44,30.05,30.01,29.97,10,10,10,25,14,35,0.01,3,Rain,53
2013-8-17,89,83,77,66,64,60,64,52,40,30.04,30.01,29.96,10,10,10,26,17,36,0.00,3,,58
2013-8-18,89,83,76,67,64,63,69,56,43,30.04,30.01,29.97,10,10,10,20,12,26,0.00,4,,51
2013-8-19,88,81,73,66,63,56,74,54,34,30.03,29.99,29.95,10,10,10,16,7,23,0.00,3,,49
2013-8-20,88,80,72,71,67,65,79,66,53,30.00,29.96,29.91,10,10,10,18,6,23,T,3,,101
2013-8-21,87,81,75,70,68,66,79,69,59,29.99,29.95,29.91,10,10,10,13,6,17,0.00,4,,106
2013-8-22,89,81,73,69,67,65,84,64,44,30.01,29.95,29.90,10,10,10,14,7,21,0.00,2,,49
2013-8-23,87,81,75,68,66,62,79,61,43,30.02,29.98,29.93,10,10,10,13,8,23,0.00,3,,42
2013-8-24,88,82,76,67,65,62,74,60,46,30.05,30.00,29.95,10,10,10,21,12,28,T,4,,62
2013-8-25,88,82,76,66,65,63,69,56,43,30.09,30.04,30.01,10,10,10,24,13,31,0.00,2,,60
2013-8-26,88,83,77,66,64,61,69,56,43,30.11,30.07,30.03,10,10,10,24,15,30,0.00,3,,63
2013-8-27,89,83,76,65,63,59,64,52,39,30.11,30.06,30.01,10,10,10,20,13,26,T,2,,49
2013-8-28,86,80,73,69,65,62,73,61,48,30.03,29.97,29.92,10,10,10,14,8,18,0.00,3,Rain,353
2013-8-29,89,81,72,69,66,62,87,65,43,29.97,29.93,29.88,10,10,7,18,8,30,0.04,3,Rain,54
2013-8-30,89,81,73,69,65,59,79,59,39,30.04,29.98,29.94,10,10,10,18,9,24,0.00,3,,60
2013-8-31,88,81,74,69,65,62,79,61,43,30.06,30.01,29.96,10,10,10,26,11,33,0.00,3,,52
