MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-12-1,32,28,23,26,23,17,96,81,69,30.45,30.33,30.24,10,9,6,10,3,,0.00,7,Snow,324
2010-12-2,36,26,16,29,24,15,100,88,75,30.31,30.19,30.04,8,5,1,10,4,13,0.00,5,,302
2010-12-3,37,34,31,31,30,28,92,84,76,30.22,30.11,29.99,6,5,2,15,5,17,T,8,Rain,288
2010-12-4,36,33,30,34,32,29,100,95,89,30.26,30.22,30.18,5,4,2,8,1,12,0.03,8,Rain,287
2010-12-5,37,34,31,36,33,31,100,96,92,30.31,30.27,30.22,3,1,0,8,2,9,0.00,7,Fog,189
2010-12-6,45,38,30,39,34,30,100,88,76,30.33,30.23,30.16,10,6,0,18,6,22,0.04,7,Fog-Rain,311
2010-12-7,47,39,31,37,34,29,100,83,65,30.45,30.41,30.34,10,8,6,6,1,9,0.00,4,,273
2010-12-8,43,36,29,35,31,27,100,81,62,30.35,30.24,30.14,10,10,7,15,5,17,0.00,5,,177
2010-12-9,44,39,33,36,34,32,96,85,73,30.18,30.14,30.09,10,9,6,15,5,18,0.02,7,Rain,209
2010-12-10,46,42,37,39,36,34,100,83,65,30.20,30.08,29.95,10,9,6,32,8,43,0.20,8,Rain,205
2010-12-11,44,40,35,36,33,29,100,81,62,30.37,30.30,30.21,10,10,10,8,3,10,0.01,7,Rain,135
2010-12-12,55,48,40,38,35,31,79,65,51,30.40,30.33,30.27,10,10,10,15,7,16,T,5,Rain,146
2010-12-13,53,44,35,39,35,32,92,73,54,30.20,30.09,29.95,10,10,10,14,6,16,0.00,4,,148
2010-12-14,55,44,32,36,33,23,100,66,32,29.93,29.76,29.64,10,9,2,26,8,31,0.04,7,Rain-Snow,292
2010-12-15,37,33,29,32,27,19,100,80,59,30.06,29.91,29.70,10,7,1,28,10,32,0.22,5,Snow,324
2010-12-16,31,24,17,21,18,14,91,77,63,30.14,30.10,30.03,10,10,10,13,4,15,0.00,1,,239
2010-12-17,32,25,17,25,18,12,84,71,58,30.11,30.04,29.92,10,10,8,13,5,15,T,5,Snow,325
2010-12-18,35,31,27,33,29,24,100,93,85,29.95,29.83,29.75,10,5,1,15,5,21,0.04,8,Rain-Snow,358
2010-12-19,51,42,32,43,40,31,100,86,71,29.75,29.54,29.37,10,8,5,24,11,32,0.59,8,Rain,179
2010-12-20,44,38,32,41,32,29,100,88,75,29.85,29.75,29.50,10,5,1,29,5,33,0.36,8,Rain-Snow,245
2010-12-21,35,33,31,33,32,30,100,96,92,30.04,29.92,29.82,10,3,1,7,2,12,0.32,8,Snow,337
2010-12-22,40,36,32,39,35,32,100,96,92,30.02,29.94,29.83,10,4,0,12,4,14,0.57,8,Rain,304
2010-12-23,40,37,34,37,35,33,100,93,85,30.30,30.11,29.93,10,6,0,15,7,17,0.06,8,Rain,292
2010-12-24,38,36,33,34,32,30,100,88,76,30.41,30.36,30.29,10,6,0,9,4,10,0.00,8,,268
2010-12-25,40,36,31,31,29,27,92,78,64,30.38,30.23,30.02,10,8,5,8,3,12,0.00,6,,231
2010-12-26,35,31,26,32,29,25,100,93,85,30.25,30.11,30.00,10,3,0,16,4,17,0.07,6,Fog-Snow,204
2010-12-27,38,31,24,31,27,24,100,88,75,30.34,30.29,30.23,10,8,0,12,5,13,0.00,5,Fog,181
2010-12-28,37,30,23,27,24,20,100,81,61,30.25,30.06,29.58,10,7,1,26,9,35,0.00,6,,146
2010-12-29,38,31,24,34,30,22,100,76,52,29.55,29.33,29.13,10,6,0,36,21,47,0.26,8,Fog-Rain-Snow,192
2010-12-30,25,21,16,21,17,9,96,81,65,29.74,29.53,29.44,10,6,1,21,12,25,0.10,8,Snow,334
2010-12-31,18,16,14,11,9,2,88,78,67,30.30,30.00,29.75,10,4,1,15,8,16,0.03,7,Snow,328
