PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,40,32,23,30,26,22,100,78,56,30.48,30.45,30.37,10,5,0,20,7,25,0.00,3,Fog,327
2013-1-2,41,37,32,24,22,21,72,59,46,30.36,30.30,30.24,10,10,10,30,18,36,0.00,1,,94
2013-1-3,40,36,32,30,23,20,64,56,48,30.28,30.21,30.17,10,10,10,29,18,35,T,4,Rain,107
2013-1-4,42,38,34,34,31,26,100,85,70,30.38,30.29,30.21,10,8,3,21,9,25,0.02,7,Rain,123
2013-1-5,38,36,34,30,28,26,82,76,70,30.25,30.21,30.19,10,10,7,29,12,33,0.02,8,Rain,123
2013-1-6,40,37,34,38,34,30,92,87,82,30.27,30.20,30.09,10,7,3,16,7,18,0.19,8,Rain,116
2013-1-7,53,46,39,48,45,37,93,85,77,30.23,30.11,29.99,10,10,5,25,12,32,0.07,8,Rain,199
2013-1-8,55,50,44,48,46,42,100,86,71,30.21,30.08,29.93,10,8,2,21,11,26,0.14,8,Rain,153
2013-1-9,53,45,36,44,39,34,92,82,71,30.00,29.89,29.71,10,10,6,22,8,30,0.22,7,Rain,211
2013-1-10,40,37,33,36,34,33,92,86,79,30.12,30.08,30.01,10,9,4,8,2,9,0.16,8,Rain-Snow,207
2013-1-11,40,35,29,34,30,26,100,80,59,30.32,30.23,30.13,10,5,0,8,2,9,0.00,6,Fog,260
2013-1-12,34,30,26,29,27,25,92,87,82,30.43,30.37,30.33,7,4,2,9,2,12,0.00,6,,285
2013-1-13,34,30,26,28,26,23,100,85,69,30.52,30.48,30.43,10,7,2,9,2,12,T,6,,298
2013-1-14,34,32,29,33,28,25,100,89,78,30.59,30.56,30.52,8,3,1,9,3,10,0.03,8,Rain-Snow,137
2013-1-15,38,36,34,34,33,32,100,93,85,30.69,30.65,30.59,10,6,0,9,3,10,0.01,8,Rain,313
2013-1-16,37,36,34,34,33,32,100,95,89,30.68,30.60,30.52,10,4,1,6,1,7,0.00,8,,291
2013-1-17,44,38,31,32,30,26,100,81,62,30.51,30.43,30.35,10,9,2,10,3,12,0.00,4,,97
2013-1-18,46,36,26,31,28,24,92,75,58,30.35,30.32,30.28,10,8,4,6,1,7,0.00,2,,155
2013-1-19,37,31,25,32,28,23,100,91,82,30.37,30.34,30.30,7,1,0,8,2,8,0.00,4,Fog,288
2013-1-20,42,35,27,30,27,24,100,82,64,30.39,30.35,30.27,10,3,0,7,2,9,0.00,4,Fog,345
2013-1-21,42,33,23,28,25,21,96,75,54,30.30,30.23,30.18,10,9,6,18,5,23,0.00,0,,122
2013-1-22,42,33,24,26,23,21,88,70,51,30.18,30.07,29.96,10,9,7,16,7,21,0.00,5,,117
2013-1-23,36,34,32,32,28,22,96,78,59,30.23,30.03,29.92,10,7,2,18,9,22,0.21,8,Rain,118
2013-1-24,44,39,34,41,36,32,100,88,76,30.26,30.19,30.13,10,3,0,16,3,20,0.26,8,Rain,122
2013-1-25,46,41,36,44,39,36,100,96,92,30.14,30.04,29.98,10,4,0,15,9,18,0.24,7,Fog-Rain,112
2013-1-26,47,43,38,40,38,37,100,86,71,30.10,30.01,29.96,10,9,0,18,6,21,0.03,7,Rain,176
2013-1-27,43,40,37,39,38,36,92,87,82,30.17,30.10,30.06,10,10,9,14,5,20,0.15,8,Rain,196
2013-1-28,45,43,40,43,40,37,100,93,86,30.22,30.16,30.11,10,7,4,8,3,12,1.00,8,Rain,220
2013-1-29,48,46,43,45,43,41,96,91,86,30.47,30.38,30.22,10,6,2,15,7,18,0.47,8,Rain,205
2013-1-30,50,47,44,46,44,41,93,87,80,30.48,30.45,30.43,10,8,2,18,6,23,0.27,8,Rain,207
2013-1-31,52,48,43,46,44,42,100,89,77,30.46,30.41,30.35,10,6,0,10,3,12,T,8,Fog-Rain,91
