MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2008-2-1,36,27,18,27,23,12,92,70,47,30.12,29.95,29.84,10,6,0,33,8,41,0.12,7,Fog-Snow,206
2008-2-2,31,24,16,19,17,12,84,69,53,30.09,29.99,29.73,10,10,10,21,10,25,0.00,6,,175
2008-2-3,39,34,29,30,28,18,92,73,53,29.68,29.47,29.33,10,6,1,36,18,43,0.09,8,Snow,191
2008-2-4,31,24,16,27,22,12,92,78,63,30.22,29.89,29.62,10,6,1,17,8,21,0.04,7,Snow,332
2008-2-5,27,17,7,17,12,6,88,72,55,30.44,30.35,30.23,10,10,10,14,4,16,0.00,3,,37
2008-2-6,31,26,20,22,17,12,88,69,49,30.33,30.19,30.04,10,6,0,18,7,23,0.04,7,Fog-Snow,126
2008-2-7,42,33,23,31,23,12,85,71,57,30.29,30.07,29.91,10,9,2,28,13,35,T,7,Rain-Snow,145
2008-2-8,40,32,24,23,20,18,81,65,48,30.26,30.21,30.14,10,10,10,21,9,25,0.00,5,,170
2008-2-9,45,38,31,29,25,21,75,62,49,30.37,30.31,30.23,10,10,10,13,8,15,0.00,5,,143
2008-2-10,49,39,29,32,27,23,85,65,45,30.32,30.24,30.16,10,10,7,16,8,18,0.00,3,,154
2008-2-11,47,39,30,30,28,24,85,65,45,30.29,30.22,30.14,10,10,8,17,6,21,0.00,4,,337
2008-2-12,48,40,32,34,29,26,82,64,45,30.38,30.26,30.07,10,10,10,14,6,12,0.00,5,,144
2008-2-13,43,35,27,36,30,23,100,78,55,30.00,29.70,29.57,10,6,0,22,12,,0.16,6,Snow,304
2008-2-14,35,27,18,27,18,13,100,69,38,30.19,29.88,29.62,10,8,1,14,9,15,0.11,5,Snow,314
2008-2-15,31,23,15,20,15,10,81,67,53,30.38,30.34,30.20,10,10,10,12,4,14,0.00,0,,194
2008-2-16,37,28,18,23,18,13,75,62,48,30.32,30.25,30.17,10,9,6,14,6,16,0.00,4,,135
2008-2-17,37,30,22,26,22,18,88,72,56,30.29,30.23,30.14,10,9,5,10,5,14,0.00,3,,347
2008-2-18,41,32,22,25,21,17,81,66,50,30.32,30.28,30.24,10,10,9,13,6,15,0.00,1,,118
2008-2-19,42,32,22,28,21,17,81,65,49,30.24,30.16,30.07,10,10,8,12,5,13,0.00,2,,163
2008-2-20,39,31,23,31,27,19,89,77,64,30.05,29.96,29.88,10,6,2,9,3,12,0.02,8,Rain-Snow,330
2008-2-21,42,36,30,32,29,27,92,81,70,29.96,29.91,29.86,7,2,0,7,2,8,0.17,7,Fog-Snow,139
2008-2-22,43,37,30,36,32,28,92,83,73,29.86,29.79,29.73,10,8,0,20,8,23,T,7,Fog-Rain,172
2008-2-23,44,38,31,36,31,28,92,77,62,30.09,29.96,29.80,10,5,1,18,4,22,0.06,7,Rain-Snow,186
2008-2-24,54,44,33,37,33,27,96,70,44,30.00,29.87,29.74,10,9,2,38,16,48,0.30,7,Rain-Snow,176
2008-2-25,47,40,33,36,34,30,92,76,60,30.39,30.22,30.03,10,10,5,21,5,23,0.13,7,Rain,148
2008-2-26,49,39,29,36,30,27,92,73,53,30.52,30.44,30.39,10,9,0,13,4,15,0.00,3,Fog,162
2008-2-27,52,40,28,35,29,25,92,67,41,30.40,30.24,30.11,10,10,4,13,4,16,0.00,5,,148
2008-2-28,51,41,30,35,31,27,92,71,50,30.25,30.17,30.12,10,10,10,10,3,17,0.00,2,,316
2008-2-29,58,45,31,40,31,24,89,60,30,30.27,30.19,30.07,10,9,5,14,5,16,0.00,3,,183
