EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-3-1,30,28,26,27,23,21,92,87,81,30.07,30.01,29.92,10,4,1,22,15,29,0.04,8,Snow,345
2013-3-2,27,25,23,23,22,20,92,84,75,30.06,30.03,29.99,10,6,2,17,12,22,0.06,8,Snow,351
2013-3-3,26,24,22,21,18,15,92,80,68,30.09,30.03,29.99,10,5,1,17,10,21,0.08,8,Snow,305
2013-3-4,34,25,15,22,18,13,92,75,58,30.18,30.13,30.07,10,10,10,16,6,20,T,4,,262
2013-3-5,36,29,21,27,23,17,88,75,61,30.15,29.96,29.73,10,10,8,20,9,23,0.00,5,,47
2013-3-6,43,37,30,31,28,26,92,75,57,30.21,30.01,29.73,10,10,8,18,12,25,T,6,,21
2013-3-7,36,33,29,32,30,26,96,86,75,30.41,30.31,30.20,10,6,2,14,7,17,0.03,8,Snow,319
2013-3-8,37,30,23,29,26,22,92,81,70,30.51,30.47,30.41,10,10,9,12,5,14,T,4,,331
2013-3-9,52,37,22,32,28,21,100,72,44,30.46,30.32,30.12,10,9,7,16,5,20,T,4,,145
2013-3-10,67,57,47,37,34,29,56,44,32,30.10,30.00,29.87,10,10,10,23,13,30,T,7,,173
2013-3-11,62,51,40,48,43,34,100,68,36,29.87,29.73,29.56,10,8,2,30,15,39,0.92,8,Rain,199
2013-3-12,40,36,31,33,30,25,89,82,75,30.01,29.90,29.78,10,10,4,20,15,30,T,8,Snow,242
2013-3-13,32,30,28,27,22,16,85,69,53,30.20,30.03,29.91,10,8,1,29,15,41,T,7,Snow,266
2013-3-14,38,31,23,22,19,14,75,62,48,30.28,30.23,30.14,10,10,10,21,11,27,0.00,3,,284
2013-3-15,44,37,30,34,29,21,100,83,66,30.13,29.96,29.87,10,8,2,18,9,25,0.09,8,Rain,229
2013-3-16,35,32,29,33,30,24,100,89,78,30.06,29.82,29.70,10,5,0,24,10,29,0.17,8,Rain-Snow,53
2013-3-17,32,30,27,27,22,18,92,78,63,30.27,30.19,30.04,10,10,10,18,12,24,0.00,8,,358
2013-3-18,46,37,27,44,32,17,93,78,63,30.19,29.80,29.58,10,8,2,26,15,31,0.23,8,Rain-Snow,147
2013-3-19,37,32,26,36,22,17,82,70,58,29.99,29.84,29.71,10,9,2,35,20,43,T,7,Snow,247
2013-3-20,30,26,21,20,18,11,81,67,53,30.00,29.95,29.91,10,6,1,21,13,26,0.05,7,Snow,273
2013-3-21,29,23,17,25,18,11,92,82,71,29.96,29.91,29.88,10,4,1,22,13,28,0.13,8,Snow,254
2013-3-22,36,31,25,23,21,18,88,72,56,30.06,29.99,29.92,10,7,2,18,9,23,0.02,7,Snow,271
2013-3-23,38,29,20,28,23,19,92,76,59,30.12,30.09,30.04,10,9,6,13,6,16,0.00,3,,8
2013-3-24,35,31,27,25,22,20,81,69,56,30.06,29.84,29.55,10,10,10,22,12,27,T,6,,61
2013-3-25,33,32,30,32,30,25,100,89,78,29.86,29.59,29.46,10,3,1,23,13,29,0.34,8,Snow,29
2013-3-26,41,37,32,32,30,28,89,77,64,30.14,30.03,29.88,10,8,2,22,9,29,0.01,8,Snow,288
2013-3-27,43,38,32,31,29,25,89,69,49,30.21,30.16,30.10,10,9,2,24,14,32,0.01,7,Snow,273
2013-3-28,43,39,34,30,28,26,75,66,57,30.30,30.26,30.18,10,10,9,24,8,29,T,8,Snow,276
2013-3-29,48,40,31,30,25,19,82,58,34,30.31,30.28,30.23,10,10,10,16,7,21,0.00,2,,251
2013-3-30,56,41,26,27,24,21,75,53,30,30.27,30.17,30.01,10,10,10,16,6,25,0.00,3,,173
2013-3-31,53,47,41,44,35,23,80,61,42,29.98,29.78,29.69,10,10,7,21,11,27,0.04,7,Rain,204
