MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-4-1,59,56,52,45,39,35,71,54,37,29.98,29.88,29.81,10,9,3,29,10,35,T,7,Rain,172
2013-4-2,61,52,42,44,40,37,89,68,46,30.03,29.98,29.93,10,10,6,15,6,21,0.19,6,Rain,194
2013-4-3,68,56,43,41,36,27,83,55,26,30.11,30.06,30.02,10,10,10,12,7,15,0.00,3,,155
2013-4-4,73,61,48,39,34,26,61,41,20,30.04,29.93,29.76,10,10,10,25,13,31,0.00,4,,162
2013-4-5,65,56,47,46,37,29,86,57,28,30.03,29.89,29.74,10,9,5,26,10,33,0.16,5,Rain,262
2013-4-6,62,54,45,41,36,32,66,51,36,29.94,29.91,29.88,10,10,10,21,9,26,0.00,6,,173
2013-4-7,64,54,43,40,36,30,82,57,32,29.88,29.71,29.50,10,10,10,14,7,20,0.00,7,,192
2013-4-8,50,46,42,41,37,25,83,69,54,29.57,29.44,29.37,10,9,5,28,10,32,0.59,8,Rain-Snow,340
2013-4-9,43,37,30,22,17,14,63,48,33,30.13,29.90,29.60,10,10,10,35,13,41,0.00,6,,23
2013-4-10,54,42,30,29,22,16,63,46,29,30.19,30.09,29.91,10,10,10,14,4,20,0.00,3,,292
2013-4-11,58,50,42,40,35,27,89,64,39,29.99,29.91,29.86,10,10,4,17,9,23,0.14,6,Rain,193
2013-4-12,61,50,38,34,30,26,70,51,31,29.99,29.89,29.79,10,10,10,10,5,14,0.00,3,,105
2013-4-13,61,54,47,39,30,21,59,44,29,29.76,29.61,29.47,10,10,3,25,11,36,0.01,7,Rain,166
2013-4-14,49,41,32,25,17,11,56,41,26,29.88,29.77,29.61,10,10,10,16,7,21,0.00,6,,333
2013-4-15,49,42,34,36,32,26,96,73,50,29.74,29.68,29.62,10,8,1,14,4,16,0.12,7,Rain-Snow,4
2013-4-16,45,42,39,33,26,16,79,60,40,29.91,29.74,29.61,10,10,9,16,6,22,T,7,Snow,3
2013-4-17,48,39,30,23,18,13,61,45,28,30.20,30.04,29.92,10,10,10,26,11,37,0.00,4,,305
2013-4-18,50,39,27,22,17,11,69,46,23,30.30,30.26,30.20,10,10,10,18,9,28,0.00,1,,338
2013-4-19,56,47,37,42,27,17,48,39,30,30.26,30.12,29.97,10,10,9,15,9,18,0.00,6,Rain,143
2013-4-20,59,52,44,42,38,33,86,67,47,30.13,30.04,29.95,10,10,7,20,7,28,0.20,6,Rain,351
2013-4-21,66,53,39,38,32,26,76,51,25,30.10,30.01,29.88,10,10,10,14,6,23,0.00,3,,146
2013-4-22,56,53,49,38,29,18,59,42,24,30.10,29.99,29.89,10,10,10,22,10,28,0.00,4,,327
2013-4-23,51,41,31,25,18,8,63,43,22,30.25,30.17,30.09,10,10,10,16,7,23,0.00,3,,326
2013-4-24,61,49,37,30,21,14,54,37,19,30.20,30.13,30.05,10,10,10,15,5,18,0.00,2,,328
2013-4-25,65,52,38,27,21,9,59,37,15,30.06,29.99,29.94,10,10,8,15,7,18,0.00,2,,138
2013-4-26,71,56,41,26,23,14,45,32,18,30.17,30.12,30.01,10,10,7,12,7,16,0.00,0,,171
2013-4-27,75,60,45,31,27,20,49,33,16,30.20,30.12,29.98,10,10,9,13,6,17,0.00,1,,141
2013-4-28,76,64,51,40,32,26,45,33,20,30.06,29.91,29.81,10,10,10,17,9,21,0.00,3,,21
2013-4-29,75,61,47,42,34,27,63,42,20,29.88,29.76,29.58,10,10,10,10,5,14,0.00,4,,323
2013-4-30,61,56,50,36,21,7,50,31,12,30.03,29.80,29.65,10,10,10,18,10,26,0.00,3,,339
