HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-2-1,80,72,64,63,60,57,87,68,48,30.14,30.08,30.03,10,10,10,16,7,20,0.00,2,,19
2009-2-2,80,75,69,63,62,61,78,66,54,30.14,30.10,30.04,10,10,10,22,9,26,T,4,Rain,33
2009-2-3,75,72,69,63,60,57,78,70,62,30.10,30.06,30.01,10,10,10,25,14,32,T,3,,50
2009-2-4,78,74,69,63,60,57,73,64,54,30.10,30.06,30.01,10,10,10,23,12,28,0.00,2,,63
2009-2-5,81,76,70,62,61,59,73,63,52,30.13,30.08,30.03,10,10,10,18,11,22,0.00,2,,68
2009-2-6,78,72,65,66,63,61,87,74,60,30.17,30.12,30.09,10,10,10,13,5,15,0.00,2,,357
2009-2-7,82,75,68,65,64,62,84,69,54,30.18,30.14,30.09,10,10,10,17,8,23,0.00,2,,47
2009-2-8,81,76,70,63,62,61,73,62,51,30.18,30.13,30.09,10,10,10,20,12,23,T,2,,56
2009-2-9,80,73,66,65,64,62,87,73,58,30.13,30.10,30.06,10,10,10,13,6,15,0.00,1,,278
2009-2-10,80,73,66,67,64,61,87,73,58,30.12,30.08,30.04,10,10,10,13,5,15,0.00,2,,281
2009-2-11,80,74,67,70,65,63,87,76,64,30.12,30.08,30.04,10,10,7,21,5,25,0.07,2,Rain-Thunderstorm,222
2009-2-12,80,74,68,68,64,61,90,74,58,30.18,30.12,30.06,10,10,8,18,8,23,0.09,3,Rain-Thunderstorm,65
2009-2-13,81,76,71,62,60,58,73,59,45,30.25,30.20,30.15,10,10,10,26,15,32,T,4,Rain,67
2009-2-14,80,76,71,63,59,55,64,56,48,30.23,30.19,30.13,10,10,7,29,18,35,T,4,Rain,59
2009-2-15,82,76,69,59,55,50,61,49,36,30.19,30.16,30.11,10,10,10,28,16,35,T,3,,63
2009-2-16,81,76,70,63,57,53,73,56,39,30.19,30.14,30.09,10,10,9,24,14,29,T,4,Rain,65
2009-2-17,80,76,71,60,58,55,68,55,42,30.16,30.11,30.08,10,10,10,22,15,26,T,5,Rain,61
2009-2-18,81,75,68,64,60,57,87,66,45,30.10,30.06,29.99,10,9,2,23,10,28,0.02,4,Rain,41
2009-2-19,78,73,67,61,58,53,78,64,50,30.07,30.02,29.97,10,10,9,22,11,25,T,3,Rain,29
2009-2-20,78,73,67,59,55,54,73,60,46,30.04,30.00,29.95,10,10,10,23,12,28,T,3,,30
2009-2-21,79,74,68,56,54,52,61,52,42,30.07,30.03,29.99,10,10,10,21,10,24,0.00,3,,38
2009-2-22,79,71,63,56,54,51,68,57,45,30.09,30.04,29.99,10,10,10,18,8,23,0.00,3,,10
2009-2-23,79,70,61,56,55,52,78,61,43,30.12,30.07,30.02,10,10,10,21,9,24,0.00,2,,15
2009-2-24,77,72,66,59,55,51,68,56,43,30.16,30.11,30.07,10,10,10,24,12,29,0.00,2,,56
2009-2-25,78,73,68,59,55,50,70,57,43,30.18,30.13,30.08,10,10,10,24,14,33,T,4,,47
2009-2-26,77,72,67,53,51,48,59,49,38,30.16,30.12,30.08,10,10,10,29,14,35,0.00,2,,28
2009-2-27,78,72,66,52,49,41,58,47,36,30.17,30.12,30.06,10,10,10,26,14,33,T,3,,45
2009-2-28,76,71,65,58,53,51,78,61,43,30.17,30.13,30.07,10,10,8,28,15,33,0.07,4,Rain,45
