MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-1-1,21,13,5,6,4,1,88,70,51,30.47,30.37,30.24,10,10,10,12,6,14,0.00,3,,142
2011-1-2,24,16,7,13,8,3,83,67,50,30.45,30.32,30.19,10,10,10,8,3,9,0.00,6,,219
2011-1-3,26,20,14,16,14,12,92,80,68,30.33,30.25,30.19,10,10,7,9,3,10,0.00,5,,317
2011-1-4,27,21,14,19,17,12,92,83,74,30.45,30.37,30.29,10,6,3,8,3,9,T,6,Snow,329
2011-1-5,30,21,12,18,15,9,92,80,68,30.58,30.52,30.43,10,6,2,9,2,24,0.00,3,,246
2011-1-6,23,18,12,19,16,10,100,90,80,30.62,30.50,30.33,6,2,0,9,4,10,0.00,5,Fog,298
2011-1-7,25,21,17,19,17,15,92,83,74,30.45,30.24,30.07,3,2,0,36,4,69,T,6,Snow,266
2011-1-8,25,22,19,21,19,17,96,85,74,30.10,29.95,29.83,3,2,1,10,4,14,0.04,8,Snow,294
2011-1-9,24,17,10,22,16,7,96,85,74,30.20,30.00,29.87,10,5,0,12,4,13,0.07,6,Fog-Snow,331
2011-1-10,24,18,11,14,12,7,92,76,60,30.50,30.32,30.14,10,7,0,12,6,14,0.03,5,Fog-Snow,157
2011-1-11,25,17,8,9,6,1,84,65,46,30.56,30.49,30.34,10,10,10,13,5,15,0.00,3,,147
2011-1-12,28,20,12,20,14,9,84,70,55,30.60,30.54,30.50,10,10,10,12,2,13,0.00,7,,308
2011-1-13,32,23,14,27,22,12,100,87,74,30.54,30.42,30.32,10,7,2,14,5,16,0.08,7,Rain-Snow,335
2011-1-14,38,33,27,30,27,25,92,84,75,30.57,30.50,30.41,9,6,4,10,3,12,0.01,7,Rain,300
2011-1-15,39,33,26,32,29,25,92,84,76,30.54,30.41,30.25,7,5,3,13,4,15,0.00,7,,189
2011-1-16,40,34,28,37,33,27,100,90,79,30.21,30.16,30.11,10,6,2,14,5,16,0.06,8,Rain,141
2011-1-17,52,45,38,41,36,29,100,78,56,30.15,30.04,29.95,10,10,9,14,6,17,0.03,7,Rain-Thunderstorm,43
2011-1-18,46,38,30,30,27,25,85,67,49,30.21,30.09,29.83,10,10,10,15,8,18,0.00,6,,145
2011-1-19,45,36,26,36,29,22,92,69,45,30.36,30.03,29.80,10,10,6,21,10,24,0.14,6,Rain-Snow,327
2011-1-20,37,30,22,22,20,16,81,64,47,30.49,30.41,30.31,10,10,10,12,4,17,0.00,3,,152
2011-1-21,44,36,28,22,21,17,75,56,36,30.36,30.24,30.04,10,10,10,14,5,16,T,7,Snow,144
2011-1-22,43,38,33,32,28,23,96,74,52,30.33,30.12,30.01,10,9,2,25,7,31,0.02,5,Snow,10
2011-1-23,41,32,23,23,20,17,85,63,40,30.37,30.31,30.22,10,10,10,14,6,17,0.00,3,,155
2011-1-24,43,35,26,26,24,21,92,68,43,30.35,30.29,30.22,10,10,10,9,3,12,0.00,5,,10
2011-1-25,35,32,28,32,28,21,100,78,56,30.39,30.27,30.19,10,6,0,13,6,16,0.08,7,Fog-Snow,134
2011-1-26,39,33,27,31,29,27,100,82,64,30.54,30.45,30.35,10,3,0,7,2,8,0.00,7,Fog,332
2011-1-27,39,32,25,31,27,23,92,81,70,30.54,30.47,30.37,10,7,5,12,4,14,0.00,5,,224
2011-1-28,38,34,29,30,28,27,92,81,70,30.38,30.25,30.11,4,3,2,10,3,14,0.00,7,,299
2011-1-29,38,34,30,31,29,28,100,88,75,30.17,30.08,29.97,3,2,2,12,4,13,0.00,7,,341
2011-1-30,36,32,28,32,29,28,100,91,82,30.02,29.95,29.88,6,2,0,10,5,13,T,8,Fog-Snow,327
2011-1-31,38,34,29,32,27,15,100,77,53,30.14,30.07,29.98,10,5,0,18,9,22,T,7,Fog-Snow,340
