CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,55,48,40,54,45,32,93,80,66,30.28,30.11,29.97,10,7,2,21,13,24,0.19,8,Rain,7
2013-1-2,45,39,32,33,28,26,85,67,49,30.36,30.31,30.25,10,10,10,20,10,24,0.00,7,,11
2013-1-3,47,37,26,30,28,24,92,71,49,30.47,30.42,30.33,10,10,9,18,8,21,T,7,Rain,5
2013-1-4,45,41,37,41,37,29,96,75,53,30.55,30.46,30.40,10,9,4,17,8,21,0.17,8,Rain,5
2013-1-5,54,42,30,41,38,30,100,77,54,30.39,30.33,30.25,10,9,4,10,1,13,0.01,6,Rain,99
2013-1-6,60,43,25,35,30,25,100,65,29,30.41,30.35,30.30,10,8,2,20,6,25,0.00,1,Fog,12
2013-1-7,56,41,25,41,33,22,92,70,47,30.35,30.22,30.08,10,10,9,12,3,14,0.00,6,,77
2013-1-8,53,50,46,53,49,43,100,96,77,30.06,29.97,29.88,10,2,0,17,6,22,0.28,8,Fog-Rain-Thunderstorm,23
2013-1-9,60,53,45,57,54,45,100,94,87,30.02,29.95,29.81,10,5,1,24,7,29,1.85,7,Fog-Rain-Thunderstorm,351
2013-1-10,66,55,43,48,46,42,100,71,42,30.06,30.01,29.97,10,6,0,14,6,20,0.00,3,Fog,223
2013-1-11,71,54,36,66,54,38,100,83,66,30.02,29.91,29.82,10,9,1,24,8,31,T,6,Fog,184
2013-1-12,75,61,47,68,60,34,100,78,56,29.90,29.75,29.64,10,8,2,26,11,31,0.02,8,Rain,186
2013-1-13,53,46,38,34,28,23,70,54,38,30.20,30.10,29.91,10,10,10,24,17,31,T,5,Rain,358
2013-1-14,49,42,35,31,26,21,64,55,46,30.27,30.19,30.11,10,10,10,22,16,26,T,7,Rain,17
2013-1-15,42,39,35,36,32,24,100,80,59,30.29,30.16,30.11,10,7,2,20,13,26,0.05,8,Rain,359
2013-1-16,54,42,29,22,19,12,64,44,23,30.37,30.29,30.21,10,10,10,16,6,24,0.00,1,,309
2013-1-17,66,47,27,33,29,21,82,55,28,30.50,30.42,30.32,10,10,10,16,5,23,0.00,1,,328
2013-1-18,65,46,26,34,31,27,92,60,28,30.54,30.44,30.34,10,10,10,14,3,18,0.00,1,,175
2013-1-19,69,50,30,45,38,29,100,70,39,30.35,30.25,30.16,10,9,2,20,6,24,0.00,3,,210
2013-1-20,72,52,32,51,42,30,100,69,38,30.26,30.18,30.09,10,9,4,14,4,21,0.00,2,Fog,201
2013-1-21,73,55,36,50,44,37,100,72,44,30.25,30.19,30.14,10,9,6,13,3,15,0.00,2,Fog,35
2013-1-22,73,55,37,50,44,36,92,68,44,30.32,30.25,30.20,10,10,10,16,6,23,0.00,2,,195
2013-1-23,75,58,40,57,52,42,100,75,49,30.35,30.27,30.19,10,5,0,18,5,23,0.00,4,Fog,193
2013-1-24,78,62,45,61,57,46,100,78,56,30.25,30.18,30.09,10,9,2,18,10,24,0.00,4,Fog,198
2013-1-25,80,67,54,61,58,46,97,73,48,30.16,30.09,30.00,10,10,9,22,12,26,0.00,6,,192
2013-1-26,70,59,48,58,52,46,100,83,66,30.20,30.13,30.05,10,4,2,14,6,15,T,6,,24
2013-1-27,80,63,46,65,60,45,100,77,54,30.11,30.03,29.94,10,8,0,23,12,30,T,7,Rain,170
2013-1-28,78,74,69,66,65,63,90,77,64,30.03,29.95,29.86,10,10,8,28,15,35,T,8,,167
2013-1-29,85,72,58,67,55,20,84,56,27,29.87,29.70,29.48,10,10,10,29,16,43,0.02,7,Rain-Thunderstorm,197
2013-1-30,60,45,30,28,20,10,56,36,16,30.25,30.06,29.81,10,10,10,24,11,37,0.00,1,,296
2013-1-31,69,48,26,27,21,17,81,48,14,30.31,30.25,30.18,10,10,10,18,6,26,0.00,3,,218
