HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-9-1,90,84,77,71,70,68,76,64,52,30.11,30.07,30.04,10,10,10,22,12,26,0.00,3,,56
2011-9-2,89,83,76,73,67,64,94,70,46,30.10,30.07,30.03,10,10,10,22,13,29,T,3,Rain,58
2011-9-3,88,83,77,67,66,63,69,59,48,30.08,30.04,29.99,10,10,10,24,13,31,T,2,Rain,52
2011-9-4,88,81,73,68,66,62,84,64,43,30.06,30.02,29.97,10,10,10,18,8,25,0.00,3,,26
2011-9-5,88,81,73,71,68,64,84,67,50,30.05,30.01,29.96,10,10,10,18,6,22,0.00,4,,345
2011-9-6,85,78,70,70,68,65,87,71,55,30.04,30.00,29.96,10,10,9,13,5,16,0.03,3,Rain,296
2011-9-7,85,78,70,69,68,67,97,76,55,30.01,29.98,29.93,10,10,10,15,6,18,0.00,3,,266
2011-9-8,87,79,71,70,68,66,90,74,57,30.08,30.01,29.97,10,10,10,17,7,22,T,3,,85
2011-9-9,88,83,77,72,67,63,79,61,43,30.09,30.05,30.00,10,10,7,21,9,25,T,4,Rain,64
2011-9-10,89,81,73,71,66,63,87,65,43,30.04,30.00,29.93,10,10,10,20,8,28,0.01,5,Rain,42
2011-9-11,88,80,72,68,65,62,79,61,43,30.02,29.98,29.91,10,10,10,18,9,25,T,3,,39
2011-9-12,90,82,74,70,67,64,87,66,44,30.06,30.01,29.96,10,10,10,18,7,23,0.00,2,,45
2011-9-13,89,83,76,70,68,67,76,62,47,30.12,30.07,30.02,10,10,10,17,9,25,T,2,,42
2011-9-14,90,82,73,70,68,65,87,67,46,30.12,30.09,30.05,10,10,10,17,8,24,0.00,2,,30
2011-9-15,87,81,74,72,70,69,87,74,61,30.13,30.09,30.04,10,10,10,14,6,17,T,4,Rain,41
2011-9-16,89,83,76,72,68,65,82,64,46,30.13,30.09,30.04,10,10,10,24,12,31,0.00,3,Rain,62
2011-9-17,87,80,73,73,68,65,84,68,51,30.11,30.07,30.02,10,10,10,21,9,25,0.03,4,Rain,53
2011-9-18,89,83,77,69,68,66,74,63,51,30.09,30.05,30.00,10,10,10,22,11,26,T,5,,56
2011-9-19,89,83,77,70,67,65,71,61,50,30.06,30.03,29.98,10,10,10,21,11,25,T,5,Rain,62
2011-9-20,89,84,78,69,66,65,74,60,46,30.08,30.04,30.00,10,10,10,21,13,26,T,3,,55
2011-9-21,88,83,77,68,66,64,71,59,46,30.06,30.03,29.98,10,10,10,23,12,32,T,3,Rain,55
2011-9-22,88,82,75,68,65,61,74,57,40,30.06,30.02,29.97,10,10,10,22,11,28,T,3,,56
2011-9-23,89,82,75,69,64,60,74,56,38,30.10,30.05,30.01,10,10,10,21,10,35,0.00,3,,57
2011-9-24,88,81,74,66,64,62,74,59,43,30.09,30.04,29.99,10,10,10,17,8,24,0.00,2,,37
2011-9-25,90,80,70,67,63,56,84,59,34,30.05,30.00,29.94,10,10,10,16,5,20,0.00,1,,22
2011-9-26,84,79,73,69,66,64,79,65,51,30.04,30.00,29.96,10,10,10,13,6,18,0.00,2,,67
2011-9-27,89,83,76,70,66,59,74,57,39,30.08,30.02,29.99,10,10,10,20,9,28,0.00,3,,57
2011-9-28,89,82,74,72,68,64,87,67,46,30.10,30.05,30.01,10,10,10,18,6,24,T,3,,35
2011-9-29,89,83,76,71,67,65,82,64,46,30.05,30.02,29.98,10,10,10,18,9,25,T,3,,33
2011-9-30,89,82,75,68,66,63,79,62,45,30.04,30.00,29.95,10,10,10,17,8,24,0.00,2,,25
