MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-12-1,58,40,21,22,18,10,63,42,21,30.06,30.01,29.93,10,10,10,26,9,32,0.00,5,,201
2010-12-2,59,42,25,23,20,17,74,48,21,30.09,30.02,29.88,10,10,10,17,8,22,0.00,4,,178
2010-12-3,69,51,33,26,19,13,52,32,12,30.16,29.89,29.75,10,10,10,30,14,38,0.00,6,,156
2010-12-4,44,31,17,23,18,14,92,65,37,30.40,30.29,30.18,10,10,10,18,8,124,0.00,5,,156
2010-12-5,36,29,22,18,17,15,74,63,52,30.45,30.37,30.29,10,10,10,13,6,15,0.00,5,,258
2010-12-6,50,35,20,24,20,15,77,56,34,30.40,30.22,30.04,10,10,9,13,5,70,0.00,5,,291
2010-12-7,50,36,22,25,20,14,64,49,34,30.30,30.17,30.03,10,10,8,32,11,40,0.00,4,,325
2010-12-8,60,41,21,17,12,3,68,40,11,30.23,30.06,29.81,10,10,10,16,7,22,0.00,4,,239
2010-12-9,59,47,35,19,15,3,48,31,13,29.99,29.92,29.82,10,10,10,30,9,38,0.00,4,,73
2010-12-10,60,47,33,34,19,14,44,31,17,29.93,29.79,29.63,10,10,7,24,14,29,0.00,5,Rain,258
2010-12-11,39,25,11,14,9,2,62,41,20,30.40,30.18,29.89,10,10,10,31,12,39,0.00,3,,350
2010-12-12,51,31,10,26,14,3,73,50,27,30.38,30.22,29.96,10,10,10,18,8,27,0.00,4,,235
2010-12-13,63,51,39,22,13,7,43,27,11,29.95,29.87,29.82,10,10,10,25,12,31,0.00,4,,261
2010-12-14,70,53,35,19,10,2,44,26,8,29.85,29.64,29.44,10,10,10,17,8,23,0.00,5,,179
2010-12-15,53,39,24,31,21,9,85,55,24,29.91,29.64,29.40,10,9,3,29,11,33,T,6,Snow,89
2010-12-16,37,26,15,16,11,7,81,60,38,30.14,30.04,29.91,10,10,10,18,9,23,0.00,5,,116
2010-12-17,32,25,17,15,12,9,84,64,43,30.18,30.09,29.95,10,10,7,13,5,21,T,7,Snow,212
2010-12-18,40,26,11,16,12,6,88,61,34,30.02,29.90,29.77,10,9,6,12,5,15,0.00,4,,144
2010-12-19,61,38,15,25,18,11,74,48,21,29.78,29.62,29.41,10,10,8,14,6,16,0.00,5,,210
2010-12-20,50,39,28,31,21,8,64,46,27,29.84,29.58,29.32,10,10,10,24,15,30,0.00,5,,153
2010-12-21,37,28,18,20,15,8,81,64,47,30.27,30.06,29.83,10,10,10,12,6,13,0.00,5,,317
2010-12-22,42,28,13,21,18,8,84,64,43,30.30,30.17,30.01,10,8,5,14,5,15,0.00,5,,225
2010-12-23,50,34,18,28,21,16,92,64,36,30.19,29.98,29.88,10,5,0,12,4,15,0.00,6,Fog,251
2010-12-24,45,32,18,25,20,14,88,64,39,30.40,30.29,30.17,10,10,10,12,8,14,0.00,3,,149
2010-12-25,52,35,17,19,12,6,80,48,16,30.45,30.32,30.11,10,10,10,16,9,20,0.00,1,,195
2010-12-26,51,35,18,16,14,10,74,47,19,30.07,29.95,29.80,10,10,10,13,4,14,0.00,3,,204
2010-12-27,47,32,16,17,12,7,67,46,25,30.13,30.03,29.87,10,10,10,25,10,30,0.00,5,,138
2010-12-28,49,36,23,12,7,2,60,38,15,30.05,29.86,29.57,10,10,10,20,10,26,0.00,4,,193
2010-12-29,55,41,26,12,7,-5,50,33,15,29.52,29.18,29.03,10,10,10,29,12,33,0.00,5,,189
2010-12-30,37,20,3,25,14,-2,84,64,44,29.65,29.35,29.09,10,4,0,24,13,29,0.10,8,Snow,46
2010-12-31,9,5,0,0,-3,-9,87,72,56,29.99,29.73,29.48,10,4,1,22,11,40,0.12,8,Snow,355
