HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,73,69,65,70,66,62,100,87,73,30.12,30.08,30.03,10,10,5,17,9,24,T,5,Rain,12
2013-1-2,73,70,66,68,66,64,100,90,79,30.08,30.04,29.98,10,10,7,20,8,26,T,6,Rain,43
2013-1-3,78,71,64,68,65,61,88,80,64,30.09,30.04,30.00,10,10,2,21,6,30,0.03,7,Rain,36
2013-1-4,78,71,64,67,64,62,84,74,64,30.14,30.08,30.04,10,10,6,31,19,37,T,5,Rain,55
2013-1-5,81,72,62,71,67,64,100,81,62,30.14,30.10,30.06,10,10,7,33,22,44,0.09,5,Rain,64
2013-1-6,83,73,62,66,64,62,79,65,51,30.13,30.08,30.01,10,10,9,30,18,37,T,3,Rain,66
2013-1-7,82,76,70,66,64,62,84,69,54,30.09,30.03,29.98,10,10,10,24,14,31,0.01,3,Rain,59
2013-1-8,82,77,71,66,64,62,84,68,51,30.01,29.96,29.90,10,10,10,26,13,31,T,4,Rain,65
2013-1-9,82,76,70,66,65,64,84,70,55,30.01,29.96,29.91,10,10,10,22,12,30,T,3,,58
2013-1-10,82,77,72,64,62,60,73,62,51,30.01,29.96,29.93,10,10,10,18,11,23,0.00,2,,65
2013-1-11,82,77,71,64,62,60,79,63,47,29.99,29.93,29.87,10,10,10,20,9,25,0.00,2,,39
2013-1-12,80,74,68,69,66,63,87,77,67,29.97,29.93,29.89,10,10,5,15,6,17,0.06,4,Rain,92
2013-1-13,81,74,66,69,66,63,90,74,58,29.99,29.95,29.92,10,10,9,10,3,14,T,4,Rain,144
2013-1-14,78,73,68,72,69,64,100,82,64,29.97,29.93,29.88,10,7,0,28,8,33,0.44,7,Rain,233
2013-1-15,78,71,64,64,61,56,93,75,56,29.96,29.92,29.86,10,10,10,20,6,24,0.00,2,,303
2013-1-16,80,70,59,60,58,54,84,68,52,29.97,29.91,29.84,10,10,10,14,5,20,0.00,2,,328
2013-1-17,79,71,63,62,59,54,87,65,42,29.93,29.89,29.82,10,10,10,15,6,23,0.00,2,,318
2013-1-18,83,73,62,61,58,53,87,64,40,29.96,29.90,29.83,10,10,10,21,8,29,0.00,2,,339
2013-1-19,81,71,60,56,54,50,84,60,36,30.04,29.98,29.92,10,10,10,22,9,31,0.00,2,,330
2013-1-20,80,71,61,57,55,51,84,62,40,30.08,30.04,29.99,10,10,10,21,8,30,0.00,2,,354
2013-1-21,80,74,67,60,58,55,68,58,48,30.13,30.09,30.04,10,10,10,22,11,29,0.00,3,,42
2013-1-22,81,76,70,62,59,57,68,57,45,30.15,30.09,30.05,10,10,10,20,11,25,0.00,3,,55
2013-1-23,81,76,71,65,62,57,79,67,54,30.09,30.05,30.00,10,10,10,18,9,24,T,6,Rain,58
2013-1-24,78,73,68,70,66,63,93,77,60,30.09,30.06,30.01,10,7,1,13,5,15,0.27,6,Rain,6
2013-1-25,78,71,64,69,65,62,93,77,60,30.07,30.04,29.99,10,10,10,10,4,14,T,3,Rain,310
2013-1-26,78,72,65,67,65,63,93,79,64,30.04,29.99,29.93,10,10,8,16,6,22,0.01,4,Rain,163
2013-1-27,79,72,65,69,66,64,100,85,69,29.99,29.94,29.88,10,9,2,22,12,26,0.93,6,Rain,176
2013-1-28,75,70,65,67,65,63,100,85,69,29.99,29.95,29.89,10,9,5,14,5,17,0.56,6,Rain,82
2013-1-29,79,73,66,67,65,63,93,76,58,30.03,29.97,29.92,10,10,10,13,5,20,T,4,,358
2013-1-30,81,73,64,66,64,61,93,74,54,30.08,30.04,30.01,10,10,2,10,5,,0.00,3,,337
2013-1-31,82,74,66,64,63,62,87,69,51,30.11,30.06,30.02,10,10,8,21,9,25,0.00,2,,15
