MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2008-1-1,23,16,9,11,6,3,76,69,61,30.89,30.81,30.70,10,10,10,12,6,14,0.00,4,,105
2008-1-2,26,16,6,15,9,4,88,72,55,30.70,30.51,30.36,10,10,10,7,2,10,0.00,4,,357
2008-1-3,27,18,8,20,13,4,84,76,68,30.36,30.20,29.98,10,9,6,13,4,16,0.00,6,,325
2008-1-4,51,35,19,30,27,17,84,63,42,30.04,29.79,29.47,10,10,10,38,16,45,T,7,,164
2008-1-5,48,38,27,37,29,16,96,65,34,29.75,29.63,29.41,10,7,0,39,11,46,0.40,7,Fog-Rain-Snow,155
2008-1-6,37,29,21,31,27,19,92,78,63,29.86,29.67,29.56,10,6,0,26,9,32,0.16,6,Fog-Rain-Snow,336
2008-1-7,30,23,15,22,18,12,88,78,68,30.18,29.98,29.87,10,10,10,12,6,12,0.00,6,,123
2008-1-8,39,28,16,26,20,15,92,68,44,30.25,30.08,29.92,10,10,10,31,14,38,0.00,6,,167
2008-1-9,39,28,16,30,27,12,92,75,57,30.25,29.99,29.88,10,6,0,22,9,28,0.09,7,Snow,210
2008-1-10,34,25,16,22,18,12,80,68,56,30.25,30.13,29.99,10,10,10,21,8,23,0.00,6,,149
2008-1-11,39,33,27,31,28,20,89,76,63,30.23,30.11,30.00,10,7,2,16,6,20,0.04,7,Snow,156
2008-1-12,38,33,28,28,25,22,92,73,54,30.30,30.26,30.22,10,10,10,12,6,13,0.00,7,,150
2008-1-13,34,26,17,30,26,12,100,85,69,30.59,30.39,30.26,10,2,0,9,4,12,0.05,7,Fog-Snow,348
2008-1-14,33,23,12,25,16,7,96,80,64,30.66,30.53,30.32,10,5,0,15,5,17,0.00,5,Fog,121
2008-1-15,31,22,13,22,15,6,84,67,50,30.38,30.23,30.09,10,9,2,24,10,30,T,5,Snow,337
2008-1-16,20,14,7,11,7,2,80,71,62,30.48,30.43,30.38,10,10,10,14,5,15,0.00,4,,351
2008-1-17,24,17,10,13,8,3,76,65,54,30.45,30.38,30.27,10,10,10,12,6,13,T,7,Snow,156
2008-1-18,28,23,17,20,17,13,84,76,68,30.49,30.41,30.33,10,8,4,10,5,13,0.01,7,Snow,154
2008-1-19,35,29,22,20,19,17,81,67,52,30.48,30.32,30.03,10,10,10,20,10,24,0.00,6,,158
2008-1-20,35,29,23,25,22,18,81,70,58,29.97,29.80,29.68,10,10,7,16,5,20,0.00,7,,299
2008-1-21,30,20,9,27,21,7,92,85,77,30.32,29.87,29.63,10,3,0,16,8,18,0.34,8,Fog-Snow,323
2008-1-22,19,9,-2,11,4,-6,91,79,67,30.48,30.36,30.23,10,6,0,10,4,12,T,5,,334
2008-1-23,19,11,2,12,5,0,87,80,73,30.46,30.29,30.06,10,5,2,8,4,9,T,5,Snow,7
2008-1-24,23,14,5,16,11,1,96,84,71,30.18,29.95,29.81,6,2,0,9,4,13,0.02,7,Fog-Snow,352
2008-1-25,30,19,8,23,15,4,92,83,73,30.35,30.17,29.97,6,3,0,13,3,14,0.00,6,,310
2008-1-26,38,23,8,27,18,5,100,77,54,30.39,30.28,30.09,10,6,0,15,4,18,0.00,2,Fog,327
2008-1-27,45,39,32,34,26,18,67,57,47,30.09,29.77,29.44,10,10,10,37,22,48,T,6,,162
2008-1-28,43,33,22,32,22,10,92,73,53,30.02,29.58,29.32,10,6,0,44,20,53,0.07,7,Fog-Snow,314
2008-1-29,28,23,17,23,14,9,81,64,46,30.14,29.99,29.74,10,9,2,30,14,36,0.01,6,Snow,179
2008-1-30,28,25,21,25,18,13,92,73,53,30.29,29.93,29.71,10,7,0,23,11,30,0.06,7,Fog-Snow,254
2008-1-31,36,27,18,20,15,11,81,60,39,30.32,30.15,29.87,10,10,10,35,17,41,0.00,6,,165
