EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-6-1,82,74,66,66,48,36,70,45,20,30.12,30.07,30.03,10,10,10,33,16,43,0.00,2,,264
2011-6-2,71,63,55,50,44,40,72,57,42,30.27,30.20,30.10,10,10,10,14,6,20,0.00,2,,12
2011-6-3,73,64,54,51,42,28,83,52,20,30.28,30.21,30.13,10,10,10,15,5,20,0.00,5,,140
2011-6-4,92,77,61,70,63,50,84,67,49,30.13,30.00,29.91,10,9,7,21,8,25,0.00,5,,262
2011-6-5,87,76,64,61,57,52,87,60,32,30.10,30.06,30.02,10,9,5,12,4,18,0.00,5,,72
2011-6-6,83,72,61,61,56,53,78,59,39,30.06,29.99,29.91,10,10,9,14,5,17,0.00,3,,159
2011-6-7,95,82,69,74,68,62,78,62,46,29.89,29.84,29.80,10,8,6,20,9,24,0.00,3,,231
2011-6-8,96,85,74,69,65,62,74,54,33,29.88,29.84,29.79,9,8,5,24,13,30,0.00,3,,220
2011-6-9,84,71,58,66,60,50,78,67,55,30.07,29.95,29.84,10,9,2,28,11,37,0.04,8,Rain-Thunderstorm,294
2011-6-10,64,60,56,61,55,47,93,80,67,30.11,30.01,29.94,10,7,2,16,7,23,0.38,8,Rain-Thunderstorm,43
2011-6-11,81,70,59,65,61,56,93,76,58,29.97,29.88,29.82,10,7,5,14,6,20,0.00,8,,287
2011-6-12,66,61,55,58,50,46,84,68,52,30.07,29.99,29.88,10,10,10,17,9,22,0.00,6,,309
2011-6-13,77,66,55,50,47,42,83,57,31,30.09,30.06,30.01,10,10,10,20,8,26,0.00,3,,334
2011-6-14,77,66,54,54,50,46,83,61,38,30.13,30.07,30.03,10,10,10,15,7,20,0.00,4,,29
2011-6-15,74,64,54,59,54,50,90,70,49,30.05,29.92,29.79,10,9,4,17,7,28,0.08,6,Rain,120
2011-6-16,78,70,61,63,59,55,93,69,45,29.80,29.76,29.73,10,7,2,24,8,30,T,6,Rain,210
2011-6-17,82,71,59,62,58,56,90,67,43,29.90,29.87,29.80,10,9,6,10,3,15,0.00,4,,301
2011-6-18,83,73,62,64,59,55,90,68,45,29.94,29.89,29.85,10,8,3,12,4,17,0.00,6,,61
2011-6-19,81,72,62,61,56,51,73,62,51,29.89,29.84,29.78,10,10,9,14,6,18,0.00,7,,57
2011-6-20,77,69,61,70,62,53,87,74,61,29.88,29.83,29.77,10,9,2,15,5,21,0.09,6,Rain-Thunderstorm,151
2011-6-21,87,78,69,74,69,66,97,80,63,29.85,29.80,29.70,10,6,2,23,6,33,0.03,7,Rain-Thunderstorm,125
2011-6-22,85,77,69,70,66,60,93,74,54,29.75,29.69,29.61,10,9,4,33,12,44,0.13,6,Rain,186
2011-6-23,76,71,65,66,62,58,93,80,66,29.67,29.61,29.57,10,9,4,23,12,28,0.15,7,Rain,201
2011-6-24,71,66,60,63,60,54,93,80,66,29.77,29.66,29.59,10,8,2,18,12,24,0.04,8,Rain,241
2011-6-25,79,69,59,56,55,53,84,63,42,29.96,29.86,29.77,10,10,10,21,10,25,0.00,6,,275
2011-6-26,81,71,61,58,56,54,90,66,42,30.03,29.99,29.95,10,10,7,10,4,15,0.00,6,,90
2011-6-27,80,70,60,66,60,56,84,69,54,30.01,29.91,29.79,10,10,8,17,7,23,0.00,6,,125
2011-6-28,80,72,63,65,57,52,87,62,36,29.98,29.87,29.79,10,10,7,26,13,33,0.00,4,,251
2011-6-29,82,70,58,55,52,46,84,57,30,30.09,30.05,29.98,10,10,10,17,8,24,0.00,2,,278
2011-6-30,87,73,58,62,53,46,86,57,27,30.10,30.05,29.98,10,10,7,12,2,15,0.00,3,,258
