EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-5-1,60,53,45,45,38,30,77,57,36,30.50,30.46,30.39,10,10,10,15,6,17,0.00,1,,111
2013-5-2,70,53,36,47,41,37,82,58,33,30.50,30.44,30.39,10,10,10,25,9,29,T,3,Rain,128
2013-5-3,53,49,44,45,40,34,80,70,60,30.53,30.47,30.38,10,10,10,20,10,24,0.00,2,,42
2013-5-4,52,48,44,43,39,37,82,71,59,30.38,30.36,30.34,10,10,10,16,9,21,0.00,1,,75
2013-5-5,53,47,40,42,40,37,89,76,63,30.34,30.31,30.28,10,10,7,15,9,17,0.00,2,,76
2013-5-6,55,49,43,49,45,42,100,89,77,30.31,30.24,30.17,10,7,0,15,7,17,0.00,5,,128
2013-5-7,72,60,47,56,51,45,93,75,56,30.19,30.16,30.11,10,10,10,18,9,22,0.00,2,,160
2013-5-8,66,60,53,57,54,52,100,89,78,30.23,30.17,30.07,10,6,0,22,11,26,0.37,6,Fog-Rain,89
2013-5-9,63,58,53,59,55,53,100,94,87,30.07,29.97,29.90,10,4,0,14,5,15,0.61,8,Fog-Rain-Thunderstorm,79
2013-5-10,69,63,56,59,56,53,100,82,63,29.96,29.93,29.90,10,7,0,16,7,20,0.06,6,Rain,310
2013-5-11,72,66,59,61,58,53,90,78,66,29.91,29.78,29.71,10,10,7,20,12,43,0.02,7,Rain,203
2013-5-12,73,62,51,59,51,26,97,65,32,29.81,29.65,29.57,10,9,6,25,11,33,0.04,6,Rain,238
2013-5-13,60,53,46,31,27,24,53,40,27,30.03,29.94,29.84,10,10,10,21,12,31,0.00,3,,277
2013-5-14,60,52,44,32,28,24,58,43,28,30.05,30.02,29.98,10,10,10,16,11,24,T,4,,315
2013-5-15,67,56,44,52,39,30,86,59,32,30.06,29.91,29.69,10,10,10,25,11,31,T,4,Rain,211
2013-5-16,82,68,53,51,39,29,93,56,18,29.81,29.68,29.62,10,10,9,25,13,36,0.00,2,,270
2013-5-17,70,62,54,47,41,37,66,49,31,30.22,30.03,29.83,10,10,10,22,12,30,0.00,2,,350
2013-5-18,67,59,51,51,45,41,77,61,44,30.32,30.27,30.23,10,10,10,20,10,23,0.00,3,,190
2013-5-19,63,57,50,54,50,45,93,78,62,30.36,30.31,30.24,10,9,1,20,8,24,0.17,6,Rain,124
2013-5-20,82,69,56,61,58,54,100,76,51,30.24,30.03,29.92,10,9,3,14,7,22,0.03,7,Rain,206
2013-5-21,66,59,52,59,55,50,100,89,78,30.02,29.96,29.90,10,4,0,22,10,26,0.01,6,Fog-Rain,62
2013-5-22,60,56,51,54,52,48,100,90,80,30.06,29.95,29.91,10,8,1,18,8,22,0.05,8,Rain,84
2013-5-23,77,65,53,67,59,53,100,85,69,29.93,29.88,29.82,10,5,0,26,10,32,0.05,8,Fog-Rain,134
2013-5-24,70,61,51,65,60,48,93,86,78,29.82,29.74,29.67,10,8,2,18,10,25,0.57,8,Rain,232
2013-5-25,54,48,42,52,46,37,96,89,82,29.82,29.75,29.70,10,6,2,24,14,31,0.34,8,Rain,337
2013-5-26,60,51,41,39,37,35,86,63,39,30.10,29.86,29.72,10,10,10,26,16,38,0.05,7,Rain,294
2013-5-27,73,60,47,44,36,31,76,49,22,30.18,30.11,30.07,10,10,10,22,10,26,0.00,1,,288
2013-5-28,64,58,51,52,47,39,77,62,46,30.25,30.21,30.17,10,10,10,15,7,18,0.00,5,,83
2013-5-29,70,64,57,63,58,54,100,88,76,30.20,30.09,30.00,10,7,2,18,6,25,0.84,8,Rain-Thunderstorm,168
2013-5-30,88,77,65,65,63,62,87,65,43,30.08,30.04,30.00,10,10,10,20,11,28,0.00,2,,264
2013-5-31,94,83,72,65,63,60,73,53,33,30.09,30.02,29.93,10,10,7,21,11,26,0.00,1,,261
