EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-2-1,31,29,26,27,23,14,85,69,53,30.43,30.29,30.17,10,4,1,18,12,23,0.13,8,Rain-Snow,49
2011-2-2,41,35,28,34,29,18,92,70,48,30.22,29.84,29.64,10,4,0,28,11,37,0.67,7,Rain,31
2011-2-3,36,32,27,19,12,7,53,43,33,30.36,30.26,30.01,10,10,10,25,14,35,0.00,3,,309
2011-2-4,37,32,27,20,12,7,56,46,35,30.33,30.22,30.10,10,10,10,20,10,25,0.00,4,,249
2011-2-5,44,38,31,39,30,19,92,74,56,30.09,29.71,29.36,10,4,0,30,9,40,0.24,8,Rain-Snow,78
2011-2-6,47,43,38,29,26,24,67,55,42,30.04,29.85,29.46,10,10,10,33,12,48,0.00,4,,298
2011-2-7,45,39,33,36,29,25,79,62,45,30.06,29.94,29.71,10,9,2,14,6,20,0.09,7,Rain,171
2011-2-8,43,32,20,38,25,1,85,63,40,30.16,29.71,29.54,10,7,2,36,19,47,0.11,6,Rain,313
2011-2-9,30,23,16,10,4,-1,54,47,39,30.27,30.17,30.04,10,10,10,28,13,36,0.00,5,,255
2011-2-10,30,27,23,10,3,-4,46,36,26,30.16,30.04,29.96,10,10,10,23,13,28,0.00,2,,295
2011-2-11,37,29,21,14,6,-1,45,38,31,30.22,30.13,30.04,10,10,10,18,10,24,0.00,2,,234
2011-2-12,40,35,30,19,15,9,59,44,29,30.10,29.94,29.82,10,10,9,28,15,38,T,4,Snow,257
2011-2-13,46,38,30,29,18,8,60,49,38,30.14,29.98,29.78,10,10,10,21,11,28,0.00,5,,219
2011-2-14,58,48,37,28,25,21,60,44,28,29.83,29.59,29.41,10,10,10,38,20,49,T,5,,256
2011-2-15,37,32,26,21,6,-1,56,40,23,30.42,30.24,29.86,10,10,10,37,18,47,0.00,1,,320
2011-2-16,48,38,27,28,12,-4,53,35,17,30.42,30.29,30.16,10,10,10,16,7,23,0.00,5,,215
2011-2-17,64,55,46,38,31,25,65,49,32,30.16,30.09,29.99,10,10,10,13,5,17,0.00,7,,196
2011-2-18,67,56,44,45,39,6,83,50,16,29.95,29.75,29.60,10,10,9,37,13,47,0.00,6,,232
2011-2-19,54,39,23,22,13,6,52,34,15,30.02,29.78,29.64,10,10,10,44,27,54,0.00,4,,306
2011-2-20,39,30,21,14,10,7,57,43,29,30.18,30.10,30.01,10,10,10,35,16,46,0.00,4,,316
2011-2-21,37,31,24,28,23,7,100,69,37,29.99,29.83,29.73,10,6,0,21,12,24,0.32,8,Fog-Snow,37
2011-2-22,35,26,17,14,7,2,54,46,38,30.26,30.10,29.91,10,10,10,23,13,29,0.00,2,,355
2011-2-23,41,32,23,15,7,1,54,37,20,30.35,30.30,30.27,10,10,10,14,7,17,0.00,0,,358
2011-2-24,42,34,26,36,23,11,85,57,29,30.29,30.17,29.99,10,10,8,16,6,21,0.04,5,Rain,152
2011-2-25,58,46,33,52,39,18,100,78,56,30.00,29.57,29.18,10,6,1,35,14,44,1.29,7,Rain-Snow,207
2011-2-26,43,37,31,29,19,11,70,50,30,30.22,30.12,29.98,10,10,10,23,11,29,0.00,6,,275
2011-2-27,50,43,35,35,29,23,92,64,36,30.12,29.98,29.87,10,10,7,21,10,26,0.00,7,,2
2011-2-28,60,50,39,50,40,25,93,75,57,30.10,29.75,29.48,10,7,2,26,13,37,0.44,8,Rain,178
