EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,43,36,28,29,27,22,78,67,56,30.02,29.98,29.92,10,10,10,10,3,13,0.00,8,,339
2013-1-2,38,33,28,27,18,11,70,55,40,30.25,30.12,30.01,10,10,10,16,8,20,T,6,,343
2013-1-3,39,30,21,19,17,13,77,59,40,30.27,30.21,30.16,10,10,10,10,3,13,0.00,3,,212
2013-1-4,44,33,22,20,18,17,81,60,39,30.22,30.18,30.13,10,10,10,18,7,23,0.00,1,,272
2013-1-5,45,37,28,25,20,17,63,48,33,30.39,30.28,30.16,10,10,10,18,6,23,0.00,4,,278
2013-1-6,51,39,27,30,27,24,92,65,38,30.19,30.12,30.04,10,10,10,16,5,20,T,6,,247
2013-1-7,45,35,24,30,24,21,84,63,41,30.45,30.36,30.17,10,10,8,20,7,24,0.00,4,,314
2013-1-8,53,38,23,31,28,21,88,66,44,30.43,30.39,30.37,10,10,8,12,4,15,0.00,2,,188
2013-1-9,50,38,26,39,32,24,92,73,54,30.39,30.34,30.25,10,9,6,21,3,28,0.02,4,Rain,227
2013-1-10,55,46,37,29,26,23,60,45,29,30.61,30.51,30.40,10,10,10,25,6,31,0.00,5,,348
2013-1-11,45,38,31,41,35,27,96,77,57,30.50,30.27,30.11,10,5,0,10,3,15,0.02,7,Fog-Rain,158
2013-1-12,54,48,41,46,43,40,100,89,77,30.18,30.14,30.11,10,2,0,9,2,12,0.00,7,Fog,202
2013-1-13,57,50,43,56,50,43,100,96,92,30.14,30.05,29.97,0,0,0,12,4,17,0.01,8,Fog-Rain,164
2013-1-14,59,50,40,57,47,34,100,77,54,30.31,30.13,29.96,10,9,4,17,10,23,0.12,8,Rain,325
2013-1-15,40,38,35,37,36,33,92,89,85,30.35,30.27,30.17,10,6,2,12,7,15,0.63,8,Rain,8
2013-1-16,41,38,34,39,35,33,100,96,92,30.16,30.05,29.88,10,6,2,16,4,22,0.29,8,Rain,18
2013-1-17,44,41,37,39,31,26,100,77,53,30.13,30.08,30.01,10,10,7,15,6,20,T,8,,335
2013-1-18,38,34,29,28,17,9,75,54,32,30.49,30.38,30.11,10,10,10,24,9,29,0.00,2,,306
2013-1-19,56,43,29,27,25,21,72,52,32,30.40,30.22,29.96,10,10,10,20,12,26,0.00,0,,195
2013-1-20,58,47,35,30,21,7,70,45,20,30.09,29.93,29.84,10,10,10,29,12,35,0.00,1,,258
2013-1-21,48,39,29,23,17,11,58,46,33,30.10,29.99,29.80,10,10,10,28,9,33,0.00,5,,331
2013-1-22,29,23,16,10,-2,-6,50,39,27,30.30,30.18,29.97,10,10,9,28,14,35,0.00,1,,313
2013-1-23,26,18,9,6,0,-3,66,49,32,30.36,30.27,30.15,10,10,10,18,6,29,T,5,,323
2013-1-24,27,20,13,16,10,-1,84,59,33,30.53,30.26,30.09,10,5,1,28,9,37,0.05,6,Snow,7
2013-1-25,22,17,12,16,9,0,84,63,41,30.53,30.27,30.07,10,8,1,15,4,18,0.03,7,Snow,173
2013-1-26,33,28,22,25,21,17,84,73,61,30.45,30.24,30.10,10,9,2,12,4,14,T,8,Snow,336
2013-1-27,39,30,20,21,17,15,91,66,40,30.61,30.52,30.45,10,10,7,9,3,13,0.00,5,,191
2013-1-28,46,39,31,40,32,21,92,77,61,30.47,30.27,30.06,10,6,2,17,8,23,0.21,7,Rain,185
2013-1-29,70,53,35,51,46,36,96,74,51,30.12,30.05,29.97,10,9,4,13,6,18,0.00,5,,175
2013-1-30,72,64,56,61,56,50,100,84,68,29.94,29.63,29.22,10,8,2,28,12,36,2.00,7,Rain,180
2013-1-31,59,44,29,56,27,12,100,69,38,29.91,29.61,29.16,10,9,4,35,17,46,0.32,5,Rain,282
