CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-12-1,32,25,17,29,22,7,92,71,50,30.48,30.29,30.09,10,7,2,17,10,24,0.04,6,Snow,346
2011-12-2,34,24,14,24,13,7,80,61,41,30.45,30.27,30.07,10,10,10,21,9,26,0.00,2,,176
2011-12-3,34,32,29,29,27,23,92,79,66,30.12,30.01,29.94,9,3,0,18,6,25,0.18,8,Fog-Snow,288
2011-12-4,29,26,22,27,20,15,92,83,74,30.39,30.14,29.93,10,8,2,16,9,22,0.01,8,Snow,312
2011-12-5,22,20,17,16,13,10,77,74,71,30.53,30.48,30.37,10,9,6,16,8,20,T,8,Snow,337
2011-12-6,19,15,10,10,7,2,80,71,61,30.51,30.32,30.06,10,9,3,13,8,17,T,5,Snow,253
2011-12-7,29,22,14,19,12,5,74,66,58,30.11,30.05,29.95,10,10,9,17,7,22,0.00,5,,242
2011-12-8,29,21,12,15,7,1,69,55,40,30.24,30.18,30.12,10,10,10,25,12,32,0.00,2,,261
2011-12-9,17,11,5,1,-1,-4,83,65,47,30.43,30.35,30.24,10,10,10,15,7,18,0.00,0,,248
2011-12-10,27,17,6,17,8,-6,84,69,53,30.41,30.27,30.15,10,8,5,17,7,23,0.00,2,,179
2011-12-11,39,29,19,33,26,16,85,75,64,30.14,30.10,30.05,8,6,3,23,10,31,0.00,4,,184
2011-12-12,40,38,36,36,34,33,92,86,79,30.32,30.19,30.09,9,6,2,10,3,14,0.01,8,Rain,182
2011-12-13,38,37,35,34,33,32,92,89,85,30.35,30.28,30.12,7,6,4,12,5,14,0.01,8,Rain,112
2011-12-14,39,37,35,37,36,34,100,93,85,30.10,29.83,29.63,8,3,1,13,6,16,0.37,8,Rain,115
2011-12-15,37,28,19,35,22,12,92,71,49,30.38,29.96,29.68,10,9,4,32,15,43,T,6,Rain-Snow,296
2011-12-16,26,22,17,17,12,7,80,63,46,30.46,30.40,30.35,10,10,3,10,3,14,T,6,Snow,332
2011-12-17,35,28,20,27,21,18,92,78,64,30.34,30.22,30.08,10,7,2,16,6,22,0.01,5,Snow,208
2011-12-18,47,34,21,33,26,19,92,71,49,30.14,29.86,29.68,10,10,8,16,8,22,0.00,2,,183
2011-12-19,38,32,26,29,21,16,82,68,54,30.31,30.14,29.78,10,10,10,18,10,29,0.00,6,,339
2011-12-20,33,27,20,19,17,15,84,69,54,30.28,30.03,29.76,10,10,8,14,6,17,0.00,1,,196
2011-12-21,31,25,18,27,21,16,92,78,63,30.08,29.80,29.67,10,8,2,18,5,25,T,6,Snow,341
2011-12-22,28,25,21,18,11,5,69,54,38,30.38,30.29,30.11,10,10,9,17,9,22,0.00,4,,310
2011-12-23,37,28,19,23,17,10,81,64,46,30.30,30.11,29.99,10,8,0,22,8,31,0.02,4,Snow,235
2011-12-24,42,30,18,23,19,14,84,65,45,30.21,30.10,30.03,10,10,10,16,8,22,0.00,2,,230
2011-12-25,42,36,30,24,23,20,72,59,45,30.30,30.19,30.01,10,10,10,23,10,30,0.00,1,,269
2011-12-26,52,39,25,30,22,18,81,57,32,30.15,29.84,29.68,10,10,10,28,13,40,0.00,2,,206
2011-12-27,40,32,24,29,18,8,70,58,45,30.06,29.92,29.70,10,10,10,24,12,32,0.00,6,,337
2011-12-28,39,31,23,29,18,8,69,59,48,30.04,29.83,29.53,10,10,10,14,7,17,0.01,6,Rain,144
2011-12-29,37,33,28,30,27,24,92,81,69,29.68,29.58,29.43,10,9,6,17,7,23,0.00,6,,323
2011-12-30,32,30,28,25,23,21,85,74,63,29.88,29.75,29.64,10,8,7,13,6,24,T,8,,59
2011-12-31,43,36,28,36,31,24,96,83,70,29.86,29.70,29.57,10,6,1,23,9,30,0.33,8,Rain-Snow,121
