MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-1-1,43,32,21,23,14,10,75,51,27,30.69,30.62,30.48,10,10,10,10,4,13,0.00,1,,185
2012-1-2,44,32,20,24,20,15,85,62,39,30.64,30.53,30.40,10,10,10,9,2,12,0.00,3,,252
2012-1-3,47,36,24,26,22,20,88,63,37,30.54,30.45,30.36,10,10,9,10,4,13,0.00,3,,268
2012-1-4,48,36,23,26,22,18,88,63,37,30.64,30.55,30.44,10,10,10,10,4,12,0.00,2,,310
2012-1-5,50,36,22,27,22,19,88,61,34,30.46,30.30,30.15,10,10,8,12,5,13,0.00,3,,259
2012-1-6,45,34,23,27,24,20,88,67,45,30.26,30.15,30.02,10,9,7,9,3,10,0.00,4,,259
2012-1-7,35,26,17,30,27,14,92,78,64,30.43,30.11,30.00,10,4,1,20,7,29,0.26,7,Snow,307
2012-1-8,35,26,17,22,18,12,92,78,64,30.53,30.48,30.36,10,10,4,20,7,29,0.26,4,,353
2012-1-9,36,28,20,24,20,16,88,75,61,30.57,30.49,30.39,10,10,10,9,4,10,0.00,3,,110
2012-1-10,37,28,18,26,22,16,92,78,64,30.38,30.27,30.19,10,10,9,12,4,13,0.00,4,,357
2012-1-11,35,28,20,23,16,9,92,66,39,30.47,30.39,30.22,10,10,10,13,6,15,0.00,4,,316
2012-1-12,33,24,15,14,11,7,73,56,39,30.49,30.45,30.40,10,10,10,9,3,9,0.00,2,,146
2012-1-13,38,28,17,16,13,9,77,59,40,30.53,30.46,30.42,10,10,10,13,3,15,0.00,3,,112
2012-1-14,42,29,16,22,16,12,80,55,30,30.40,30.23,29.99,10,10,7,12,3,13,0.00,1,,286
2012-1-15,53,37,21,17,4,-2,81,46,11,29.99,29.76,29.57,10,10,9,30,18,38,0.00,6,,176
2012-1-16,46,32,17,19,15,4,92,56,19,30.31,29.97,29.57,10,6,1,31,10,40,0.04,6,Snow,336
2012-1-17,34,24,13,14,7,3,67,50,32,30.39,30.30,30.20,10,10,10,22,10,29,0.00,3,,169
2012-1-18,45,36,27,34,21,10,64,46,27,30.16,30.09,30.04,10,10,8,21,11,25,0.01,8,Rain,176
2012-1-19,53,46,39,35,31,26,85,60,35,30.03,29.88,29.78,10,10,10,18,9,24,0.03,8,Rain,159
2012-1-20,52,45,37,36,31,23,85,65,44,30.01,29.89,29.72,10,10,10,14,6,17,T,7,Rain,145
2012-1-21,53,43,33,38,31,25,89,62,35,29.81,29.56,29.36,10,6,0,38,15,47,0.87,8,Rain-Snow,210
2012-1-22,40,33,26,26,21,18,85,65,44,30.14,30.05,29.84,10,10,10,24,7,32,0.00,5,,172
2012-1-23,42,37,32,31,28,20,76,61,45,29.98,29.86,29.75,10,4,0,21,10,25,0.05,7,Rain-Snow,246
2012-1-24,42,35,28,30,26,22,92,61,30,30.44,30.22,29.97,10,9,1,12,5,16,0.00,6,,306
2012-1-25,46,39,32,27,25,24,72,57,42,30.48,30.40,30.31,10,10,10,14,9,24,0.00,6,,158
2012-1-26,47,40,32,38,31,25,86,70,53,30.32,30.13,30.01,10,10,5,17,8,22,0.12,6,Rain,134
2012-1-27,39,32,24,30,21,16,82,67,52,30.57,30.39,30.13,10,10,10,20,8,24,0.00,4,,316
2012-1-28,40,30,20,21,17,12,77,59,40,30.66,30.60,30.56,10,10,10,13,6,15,0.00,3,,146
2012-1-29,45,34,23,23,18,9,78,50,22,30.58,30.40,30.18,10,10,10,13,4,14,0.00,3,,154
2012-1-30,47,35,23,27,23,20,88,61,34,30.14,30.09,29.98,10,10,10,15,4,17,0.00,4,,197
2012-1-31,46,34,22,28,23,18,85,61,37,30.24,30.16,30.08,10,10,10,13,4,15,0.00,3,,171
