MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,27,16,5,13,6,1,80,63,46,30.27,30.20,30.00,10,9,5,15,7,15,0.00,3,,206
2013-1-2,32,23,14,9,5,1,67,48,28,30.36,30.27,30.19,10,10,10,21,7,26,0.00,5,,228
2013-1-3,34,23,12,7,-1,-9,67,43,19,30.41,30.33,30.19,10,10,10,18,8,22,0.00,1,,194
2013-1-4,47,31,15,13,4,-2,54,35,16,30.25,30.15,30.03,10,10,10,15,8,18,0.00,0,,220
2013-1-5,37,27,16,16,10,4,67,50,32,30.37,30.25,30.06,10,10,10,15,8,17,0.00,0,,182
2013-1-6,47,30,13,15,8,0,61,40,18,30.31,30.11,29.87,10,10,10,16,7,18,0.00,4,,226
2013-1-7,51,38,24,19,11,4,60,37,14,30.05,29.89,29.76,10,10,10,17,9,20,0.00,6,,180
2013-1-8,53,40,26,20,14,7,63,43,22,30.17,29.95,29.73,10,10,10,26,9,35,0.00,4,,240
2013-1-9,60,41,22,18,14,10,60,37,14,30.33,30.15,29.91,10,10,10,25,13,30,0.00,1,,206
2013-1-10,46,36,25,21,14,6,59,41,23,29.85,29.63,29.37,10,10,9,31,11,38,0.00,5,,221
2013-1-11,43,22,0,23,14,-7,88,59,29,29.91,29.49,29.22,10,5,0,31,16,35,0.08,6,Fog-Snow,69
2013-1-12,10,-1,-12,5,-6,-17,91,77,63,30.25,30.04,29.75,10,6,0,13,7,16,T,4,Fog-Snow,166
2013-1-13,11,1,-10,1,-5,-13,82,73,63,30.33,30.26,30.05,10,9,3,10,6,12,T,5,Snow,162
2013-1-14,12,2,-8,1,-4,-13,87,75,63,30.38,30.21,30.01,10,5,1,10,4,10,T,4,Fog-Snow,245
2013-1-15,35,14,-8,16,2,-14,72,53,34,30.34,30.23,30.02,10,9,7,16,8,18,0.00,5,,217
2013-1-16,48,36,23,25,16,10,69,50,31,30.38,30.24,30.15,10,10,10,15,9,18,0.00,2,,199
2013-1-17,48,35,21,24,17,12,69,50,31,30.49,30.36,30.20,10,10,10,16,9,17,0.00,0,,197
2013-1-18,59,44,29,15,6,-2,53,31,9,30.17,30.09,29.99,10,10,10,17,9,20,0.00,1,,225
2013-1-19,57,41,25,14,6,-4,60,36,11,30.22,30.11,29.99,10,10,10,17,9,23,0.00,2,,202
2013-1-20,46,31,15,18,12,7,84,52,20,30.30,30.20,30.09,10,10,10,23,9,26,0.00,3,,100
2013-1-21,56,37,17,19,7,-3,77,45,12,30.27,30.13,29.99,10,10,10,17,9,22,0.00,1,,238
2013-1-22,64,46,27,6,-5,-21,28,16,3,30.14,30.02,29.94,10,10,10,18,9,21,0.00,3,,212
2013-1-23,58,47,35,14,-1,-10,30,19,7,30.13,30.06,30.02,10,10,10,22,10,24,0.00,6,,208
2013-1-24,66,47,28,23,13,0,53,31,9,30.05,29.97,29.86,10,10,10,38,11,45,0.00,5,,266
2013-1-25,60,44,28,25,23,20,69,46,23,30.10,30.04,29.98,10,10,10,17,10,21,0.00,4,,190
2013-1-26,53,39,25,33,26,20,82,57,32,29.99,29.87,29.68,10,10,7,15,5,15,0.01,6,Rain,270
2013-1-27,57,44,30,37,28,15,89,58,26,29.73,29.67,29.62,10,8,3,21,8,24,0.00,3,,206
2013-1-28,57,41,25,28,23,15,92,59,26,29.73,29.62,29.42,10,7,0,33,14,39,0.19,7,Fog-Snow,50
2013-1-29,30,22,14,18,14,7,88,65,42,30.01,29.77,29.67,10,8,1,31,9,40,0.03,7,Snow,53
2013-1-30,37,20,2,13,7,-2,79,52,25,30.03,29.93,29.87,10,10,10,18,7,21,0.00,5,,216
2013-1-31,43,31,19,26,18,10,84,61,38,30.17,30.06,29.88,10,10,10,18,9,22,0.00,3,,127
