HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2008-6-1,87,81,74,63,60,57,64,51,37,30.14,30.12,30.09,10,10,10,20,13,25,0.00,1,,60
2008-6-2,88,82,76,64,63,60,69,55,40,30.14,30.10,30.06,10,10,10,22,13,25,0.00,2,,61
2008-6-3,87,81,75,66,64,62,74,60,45,30.09,30.06,30.01,10,10,10,21,12,24,T,3,Rain,58
2008-6-4,86,81,75,72,66,64,79,65,51,30.09,30.06,30.03,10,9,2,21,11,25,0.03,4,Rain,62
2008-6-5,87,81,74,66,64,62,74,60,45,30.10,30.07,30.04,10,10,10,22,13,29,T,2,Rain,59
2008-6-6,87,80,73,71,63,60,87,64,40,30.13,30.07,30.04,10,10,10,18,11,23,0.04,2,Rain,68
2008-6-7,88,80,71,70,66,62,93,69,45,30.14,30.10,30.07,10,10,4,20,11,24,0.02,4,Rain,47
2008-6-8,86,81,76,68,65,63,74,61,48,30.11,30.07,30.04,10,10,10,22,14,28,T,4,,63
2008-6-9,87,82,76,65,62,59,69,55,40,30.05,30.01,29.96,10,10,10,22,15,28,0.00,1,,62
2008-6-10,88,82,75,68,64,61,74,58,42,30.00,29.97,29.93,10,10,7,21,12,24,0.01,3,Rain,56
2008-6-11,88,81,73,67,64,62,73,59,45,30.03,29.98,29.95,10,10,10,20,8,23,T,3,,60
2008-6-12,82,78,73,72,68,65,82,70,58,30.04,30.01,29.97,10,8,1,15,6,17,0.44,4,Rain,118
2008-6-13,86,79,71,67,64,60,84,64,44,30.04,30.01,29.96,10,10,10,21,9,26,0.00,2,,48
2008-6-14,87,80,72,65,62,59,73,58,42,30.05,29.99,29.94,10,10,10,17,9,22,T,2,,44
2008-6-15,87,80,72,66,63,59,73,58,42,30.03,29.98,29.94,10,10,10,17,9,21,T,4,Rain,66
2008-6-16,85,80,74,67,64,60,74,61,47,30.04,29.99,29.95,10,10,10,20,9,24,T,4,,92
2008-6-17,84,79,74,68,66,65,79,69,58,30.12,30.05,30.01,10,10,9,15,8,21,T,4,Rain,93
2008-6-18,87,80,73,66,63,61,74,58,42,30.13,30.10,30.06,10,10,10,20,11,24,0.00,1,,56
2008-6-19,87,81,75,67,63,61,71,59,43,30.11,30.08,30.03,10,10,8,17,12,22,0.00,4,Rain,58
2008-6-20,86,80,73,65,63,61,73,59,44,30.09,30.06,30.03,10,10,10,23,12,30,0.01,2,,54
2008-6-21,87,81,74,66,63,60,74,57,40,30.12,30.07,30.04,10,10,10,23,13,28,T,4,Rain,63
2008-6-22,87,81,74,66,63,60,79,62,44,30.13,30.09,30.06,10,10,9,25,13,30,T,4,,62
2008-6-23,87,82,76,67,63,61,69,56,43,30.12,30.09,30.04,10,10,10,23,15,29,T,4,Rain,59
2008-6-24,88,82,75,66,64,62,69,56,43,30.10,30.08,30.05,10,10,10,23,12,29,T,5,Rain,56
2008-6-25,86,81,76,65,63,61,64,53,42,30.08,30.05,30.02,10,10,10,21,12,25,T,3,Rain,59
2008-6-26,88,82,75,66,64,61,69,56,43,30.06,30.03,29.99,10,10,10,22,13,28,0.00,2,,58
2008-6-27,88,82,76,67,65,63,67,57,46,30.07,30.03,29.99,10,10,10,17,11,25,0.00,5,,60
2008-6-28,88,83,78,70,67,65,69,60,50,30.12,30.07,30.04,10,10,10,18,7,21,0.01,5,,111
2008-6-29,88,81,74,69,66,64,79,65,50,30.12,30.08,30.04,10,10,10,15,7,17,0.00,2,,354
2008-6-30,85,79,72,69,67,64,79,67,55,30.08,30.05,30.00,10,10,10,13,6,15,0.00,2,,204
