AST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-6-1,87,82,76,80,77,75,100,89,77,29.99,29.95,29.91,10,9,2,16,3,20,0.92,5,Rain-Thunderstorm,107
2011-6-2,86,81,75,79,77,75,100,87,74,29.97,29.93,29.90,10,7,0,24,4,29,0.98,6,Rain-Thunderstorm,108
2011-6-3,86,81,76,80,78,75,100,90,80,29.96,29.92,29.87,10,9,7,16,4,18,0.10,7,Rain,85
2011-6-4,84,77,70,79,77,76,100,91,82,29.99,29.94,29.90,10,9,4,15,4,20,0.49,6,Rain,56
2011-6-5,84,80,75,79,77,73,100,91,82,29.97,29.93,29.90,10,10,7,13,4,21,0.04,5,Rain-Thunderstorm,94
2011-6-6,84,79,74,80,76,72,100,87,74,29.95,29.92,29.87,10,10,10,13,4,21,0.13,6,Rain,114
2011-6-7,85,81,76,80,77,75,100,87,74,29.95,29.91,29.87,10,10,8,13,4,17,0.11,6,Rain,145
2011-6-8,86,82,78,83,80,73,100,90,79,29.98,29.94,29.90,10,10,8,13,4,16,0.08,5,Rain-Thunderstorm,31
2011-6-9,87,81,74,84,79,73,100,94,88,29.99,29.96,29.92,10,8,2,23,4,31,0.87,6,Rain-Thunderstorm,13
2011-6-10,93,86,78,81,77,74,100,76,52,29.99,29.96,29.93,10,10,10,13,4,22,0.00,4,,129
2011-6-11,90,82,73,82,78,72,100,80,59,29.99,29.96,29.91,10,8,0,17,4,23,2.06,4,Fog-Rain-Thunderstorm,136
2011-6-12,87,82,76,81,79,75,100,87,74,30.01,29.97,29.93,10,9,1,14,4,17,2.95,4,Rain-Thunderstorm,98
2011-6-13,89,83,77,82,79,76,100,84,68,30.02,29.99,29.95,10,9,2,20,6,23,1.83,3,Rain-Thunderstorm,90
2011-6-14,88,83,77,81,80,77,100,88,75,30.02,29.98,29.94,10,10,10,21,7,26,T,3,,80
2011-6-15,92,86,79,79,76,72,100,80,59,30.02,29.96,29.93,10,10,9,17,7,26,0.10,4,Rain,133
2011-6-16,88,80,72,80,77,72,100,88,75,30.08,30.02,29.96,10,8,0,16,3,24,1.97,6,Fog-Rain-Thunderstorm,108
2011-6-17,90,83,75,81,79,78,100,88,75,30.08,30.04,30.01,10,10,10,21,11,24,0.01,3,Rain,83
2011-6-18,87,84,80,80,79,78,100,89,77,30.10,30.06,30.02,10,10,10,21,13,25,T,3,,71
2011-6-19,88,83,78,81,79,75,100,84,68,30.05,30.01,29.97,10,10,10,22,10,28,0.08,4,Rain,79
2011-6-20,88,83,77,81,78,76,100,84,68,30.02,29.99,29.96,10,10,10,22,10,28,0.63,3,Rain,74
2011-6-21,92,85,77,82,79,76,100,80,60,30.05,30.01,29.96,10,10,7,24,11,29,0.06,3,Rain-Thunderstorm,94
2011-6-22,88,83,78,79,77,75,94,81,68,30.06,30.04,29.99,10,9,9,23,12,28,0.00,2,,80
2011-6-23,89,85,80,75,74,73,85,74,63,30.04,30.02,29.99,10,9,9,23,13,29,T,3,,77
2011-6-24,89,84,79,75,74,73,85,74,63,30.02,29.99,29.96,10,10,9,20,11,25,T,3,,79
2011-6-25,88,83,78,76,74,73,85,78,70,30.05,30.01,29.97,10,10,8,20,7,24,0.01,5,Rain-Thunderstorm,88
2011-6-26,89,84,79,76,75,73,85,75,65,30.07,30.03,30.00,10,10,9,21,8,25,T,4,Rain,84
2011-6-27,82,78,73,76,72,66,87,83,79,30.11,30.06,30.01,10,9,3,23,5,32,0.18,6,Rain-Thunderstorm,129
2011-6-28,88,82,75,78,75,70,87,78,68,30.08,30.04,30.01,10,9,8,24,12,30,T,4,,81
2011-6-29,89,85,81,77,75,74,79,74,68,30.05,30.02,29.99,10,9,8,23,15,28,0.00,3,,75
2011-6-30,89,85,80,75,74,72,79,69,59,30.03,29.99,29.95,10,10,9,24,12,29,0.00,3,,85
