EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-6-1,87,80,72,75,73,68,94,79,63,30.07,30.02,29.97,10,8,0,21,5,29,1.16,4,Fog-Rain-Thunderstorm,127
2009-6-2,86,80,74,75,73,71,94,80,65,30.07,30.03,30.00,10,10,7,15,6,17,T,2,Rain,124
2009-6-3,87,82,76,74,72,67,85,75,65,30.04,30.00,29.95,10,10,10,20,9,23,0.00,3,,114
2009-6-4,87,83,78,76,73,71,85,72,59,29.98,29.94,29.88,10,10,10,15,9,18,0.06,1,,142
2009-6-5,90,81,71,75,71,64,94,75,56,29.94,29.89,29.86,10,8,1,33,7,39,0.56,5,Rain-Thunderstorm,177
2009-6-6,88,80,71,74,70,66,90,76,61,30.05,29.97,29.88,10,9,1,22,6,29,0.36,4,Rain-Thunderstorm,211
2009-6-7,89,82,74,73,71,68,93,73,53,30.03,30.00,29.96,10,10,8,20,5,24,T,2,Rain-Thunderstorm,164
2009-6-8,87,80,73,74,72,69,93,79,65,30.01,29.98,29.95,10,10,4,28,6,33,0.19,3,Rain,120
2009-6-9,88,81,74,73,72,70,93,75,57,29.99,29.95,29.92,10,8,1,18,3,22,0.46,4,Rain-Thunderstorm,179
2009-6-10,91,84,76,74,72,69,94,73,52,29.96,29.92,29.88,10,10,10,13,5,16,T,1,Rain,92
2009-6-11,90,83,76,74,72,69,87,70,52,29.96,29.92,29.89,10,10,10,14,5,17,0.00,1,,136
2009-6-12,90,85,79,74,72,69,79,67,55,29.98,29.94,29.91,10,10,10,15,6,17,0.00,1,,171
2009-6-13,92,86,80,75,72,70,79,66,52,30.03,29.99,29.95,10,10,10,16,6,20,0.00,2,,178
2009-6-14,94,87,79,75,73,69,85,67,49,30.02,29.99,29.95,10,9,2,15,5,18,0.13,2,Rain-Thunderstorm,215
2009-6-15,93,86,78,74,72,69,79,64,49,30.02,29.98,29.94,10,10,10,16,4,28,0.00,1,,192
2009-6-16,92,86,80,77,74,70,85,67,49,30.02,29.98,29.95,10,10,5,16,5,20,0.26,3,Rain-Thunderstorm,211
2009-6-17,91,84,77,76,74,72,85,72,59,30.03,29.99,29.95,10,10,10,14,7,17,0.00,2,,21
2009-6-18,92,86,80,75,74,69,85,69,52,29.98,29.94,29.90,10,10,9,15,5,20,0.00,1,,78
2009-6-19,91,85,78,74,72,68,85,69,52,29.95,29.92,29.89,10,10,10,15,4,17,0.00,2,Thunderstorm,164
2009-6-20,94,87,79,75,73,70,79,64,49,29.95,29.92,29.87,10,10,10,16,6,20,0.00,2,,185
2009-6-21,98,89,80,79,75,73,94,71,48,29.91,29.86,29.79,10,10,7,14,7,17,0.00,3,Thunderstorm,247
2009-6-22,100,92,83,79,76,71,88,65,42,29.83,29.78,29.69,10,9,7,20,12,24,0.00,3,,278
2009-6-23,89,81,73,79,73,68,93,81,69,29.83,29.77,29.72,10,7,1,35,9,41,2.00,5,Rain-Thunderstorm,278
2009-6-24,92,84,76,75,73,71,94,75,56,29.87,29.79,29.75,10,9,5,25,8,31,0.08,4,Rain-Thunderstorm,262
2009-6-25,92,85,78,76,72,64,88,67,46,29.94,29.90,29.86,10,10,10,20,7,24,0.00,2,,233
2009-6-26,90,83,76,75,73,71,88,72,56,30.01,29.96,29.91,10,10,4,26,7,33,0.01,3,Rain,218
2009-6-27,91,84,76,79,74,70,91,74,56,30.02,29.97,29.93,10,9,0,20,4,23,0.36,4,Rain-Thunderstorm,207
2009-6-28,89,83,76,77,75,73,94,79,63,29.96,29.92,29.88,10,9,2,20,6,28,0.21,3,Rain,219
2009-6-29,91,84,76,77,74,72,94,79,64,29.92,29.87,29.82,10,7,1,21,8,25,0.37,5,Rain-Thunderstorm,252
2009-6-30,90,83,75,79,74,70,94,80,65,29.93,29.86,29.82,10,8,1,26,8,32,0.65,5,Rain-Thunderstorm,244
