EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-4-1,88,80,71,72,66,57,93,65,37,29.95,29.91,29.86,10,9,6,15,7,21,0.00,2,,272
2012-4-2,87,78,68,70,66,62,93,71,48,29.93,29.89,29.86,10,10,10,10,5,,0.00,1,,197
2012-4-3,86,77,68,71,66,62,84,68,51,29.99,29.95,29.91,10,10,10,10,6,,0.00,0,,131
2012-4-4,86,79,71,69,67,65,90,71,51,29.99,29.92,29.84,10,10,10,18,6,22,0.00,1,,170
2012-4-5,89,79,69,70,66,61,90,64,38,29.89,29.83,29.75,10,10,10,23,10,31,T,2,Rain,235
2012-4-6,87,79,70,73,69,61,97,73,48,29.91,29.82,29.75,10,9,2,29,10,35,0.49,3,Rain-Thunderstorm,261
2012-4-7,82,75,68,66,62,58,90,71,51,30.11,30.01,29.90,10,10,10,24,14,30,T,3,Rain,35
2012-4-8,78,75,71,58,56,54,61,52,43,30.15,30.11,30.08,10,10,10,17,12,24,0.00,1,,81
2012-4-9,81,73,65,59,58,56,78,62,45,30.09,30.05,30.01,10,10,10,17,7,22,0.00,2,,107
2012-4-10,81,74,67,61,58,56,78,60,42,30.09,30.04,30.00,10,10,10,15,6,21,0.00,1,,97
2012-4-11,84,76,67,65,61,55,78,59,40,30.07,30.02,29.97,10,10,10,13,6,17,0.00,2,,209
2012-4-12,88,78,67,64,60,55,81,58,34,30.04,30.01,29.97,10,10,8,17,7,22,0.00,2,,301
2012-4-13,81,74,67,68,66,62,90,76,62,30.12,30.06,30.00,10,9,1,22,10,26,1.80,4,Rain-Thunderstorm,108
2012-4-14,80,74,67,69,64,59,100,76,52,30.23,30.16,30.08,10,9,2,29,18,36,0.09,6,Rain-Thunderstorm,111
2012-4-15,81,77,72,62,59,56,66,56,45,30.21,30.18,30.14,10,10,10,24,16,29,T,4,,115
2012-4-16,80,77,73,62,59,54,64,55,45,30.21,30.16,30.11,10,10,10,21,15,26,T,5,,119
2012-4-17,82,77,71,63,59,54,68,55,42,30.18,30.13,30.08,10,10,10,17,11,23,0.00,2,,120
2012-4-18,82,77,72,66,64,62,74,64,54,30.10,30.04,29.98,10,10,10,18,11,25,0.00,3,,136
2012-4-19,83,78,73,67,66,64,79,67,55,30.01,29.96,29.91,10,10,10,18,9,25,T,3,Rain,158
2012-4-20,85,77,68,72,68,65,100,78,55,29.94,29.91,29.85,10,9,2,23,9,28,0.76,5,Rain-Thunderstorm,154
2012-4-21,76,72,67,72,68,66,97,88,79,29.91,29.78,29.69,10,9,5,23,11,31,0.96,6,Rain-Thunderstorm,158
2012-4-22,83,75,67,72,66,59,93,70,46,29.75,29.64,29.58,10,9,2,30,14,41,0.33,4,Rain,240
2012-4-23,83,73,63,62,52,42,78,54,29,29.94,29.82,29.75,10,10,10,24,13,33,0.00,1,,295
2012-4-24,75,67,59,49,42,34,67,45,23,30.04,29.98,29.91,10,10,10,20,9,24,0.00,0,,330
2012-4-25,77,67,57,56,50,41,72,53,34,30.13,30.09,30.04,10,10,10,16,8,23,0.00,0,,79
2012-4-26,79,71,63,61,59,55,78,64,50,30.16,30.12,30.08,10,10,10,14,7,21,0.00,1,,118
2012-4-27,82,77,71,72,66,60,87,73,58,30.13,30.08,30.06,10,10,10,16,8,20,T,5,Rain,99
2012-4-28,79,76,72,73,70,66,88,81,74,30.09,30.06,30.03,10,10,9,20,11,25,0.01,5,Rain,112
2012-4-29,76,74,71,72,71,68,93,85,76,30.08,30.04,30.00,10,6,0,20,14,27,0.66,8,Fog-Rain,103
2012-4-30,75,74,72,72,70,68,93,88,82,30.04,30.01,29.98,10,7,1,24,20,32,0.03,8,Rain,98
