EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-2-1,33,29,25,30,24,11,85,64,42,30.44,30.29,30.17,10,4,2,20,11,23,0.07,8,Rain-Snow,42
2011-2-2,39,33,27,35,30,19,92,72,52,30.21,29.85,29.64,10,4,1,30,12,38,0.69,7,Rain,354
2011-2-3,34,29,24,19,12,7,58,49,39,30.37,30.27,30.02,10,10,10,30,15,35,0.00,4,,310
2011-2-4,33,27,20,21,15,10,69,59,49,30.35,30.24,30.11,10,10,10,23,12,26,0.00,4,,253
2011-2-5,43,33,22,39,31,20,93,81,69,30.11,29.75,29.37,10,4,0,38,10,46,0.23,7,Fog-Rain,99
2011-2-6,45,39,32,30,26,23,76,61,45,30.05,29.86,29.49,10,10,10,31,14,39,0.00,4,,283
2011-2-7,40,35,29,35,29,25,89,74,59,30.08,29.96,29.72,10,9,5,13,6,26,0.10,6,Rain,182
2011-2-8,40,30,19,36,23,-3,92,64,36,30.17,29.74,29.55,10,7,0,36,20,46,0.13,6,Rain-Snow,273
2011-2-9,29,23,16,12,6,-1,54,48,42,30.28,30.19,30.05,10,10,10,25,15,33,0.00,5,,263
2011-2-10,29,26,23,13,3,-4,50,38,26,30.17,30.05,29.97,10,10,10,21,14,30,0.00,3,,302
2011-2-11,36,28,20,24,11,0,69,52,35,30.24,30.15,30.06,10,10,10,20,11,24,0.00,2,,242
2011-2-12,41,33,24,23,18,8,81,58,34,30.11,29.95,29.83,10,10,10,29,14,38,T,4,,268
2011-2-13,42,33,24,30,21,8,70,55,39,30.16,30.01,29.81,10,10,10,26,15,31,0.00,6,,225
2011-2-14,59,48,36,31,27,18,70,48,26,29.83,29.61,29.43,10,10,10,41,19,53,T,5,Rain,256
2011-2-15,38,33,27,19,2,-6,48,32,16,30.43,30.25,29.87,10,10,10,38,19,47,0.00,1,,324
2011-2-16,43,33,23,34,18,0,79,51,23,30.43,30.31,30.19,10,10,10,16,7,25,0.00,5,,204
2011-2-17,55,48,40,37,32,28,76,57,38,30.18,30.11,30.01,10,10,10,12,6,17,0.00,7,,202
2011-2-18,67,54,40,46,39,11,89,56,23,29.97,29.76,29.62,10,10,7,38,12,48,0.10,6,Rain-Thunderstorm,225
2011-2-19,54,39,23,16,10,2,41,30,18,30.03,29.78,29.65,10,10,10,48,30,60,T,4,,306
2011-2-20,42,32,22,15,7,3,52,39,25,30.19,30.11,30.02,10,10,10,39,18,48,0.00,4,,323
2011-2-21,38,32,25,28,21,5,92,64,35,30.00,29.83,29.73,10,7,1,23,13,26,0.19,8,Snow,25
2011-2-22,34,26,17,12,6,0,49,44,38,30.27,30.11,29.91,10,10,10,23,16,31,0.00,3,,353
2011-2-23,43,33,22,9,4,-4,50,32,14,30.35,30.31,30.27,10,10,10,20,9,23,0.00,0,,357
2011-2-24,41,32,23,36,24,8,85,61,37,30.30,30.18,30.00,10,10,7,22,8,28,0.06,5,Rain,166
2011-2-25,54,44,33,46,37,17,93,73,52,30.01,29.60,29.23,10,5,0,41,21,51,1.26,7,Rain,219
2011-2-26,42,37,32,30,19,12,70,50,29,30.22,30.13,30.00,10,10,10,23,12,28,0.00,6,,250
2011-2-27,53,46,39,35,30,23,85,59,32,30.14,30.00,29.88,10,10,9,23,10,30,0.00,6,,223
2011-2-28,60,50,40,51,40,26,93,75,57,30.11,29.78,29.49,10,7,0,29,17,36,0.37,8,Rain-Thunderstorm,172
