MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-4-1,66,52,37,36,29,17,85,53,20,30.01,29.75,29.41,10,9,3,30,19,36,0.05,6,Rain-Snow,331
2012-4-2,53,40,26,26,20,15,75,51,26,30.13,30.08,30.02,10,10,10,22,14,28,0.00,2,,335
2012-4-3,60,47,34,33,28,24,64,48,32,30.10,30.01,29.88,10,10,10,15,6,22,0.00,2,,312
2012-4-4,74,59,44,35,29,23,62,39,15,29.86,29.71,29.56,10,10,10,24,11,33,0.00,4,,161
2012-4-5,52,43,34,32,26,22,65,48,30,29.80,29.69,29.57,10,10,10,13,8,20,0.00,5,,317
2012-4-6,47,39,31,31,25,11,92,58,23,30.28,29.98,29.67,10,7,0,30,13,39,0.11,6,Fog-Rain-Snow,290
2012-4-7,60,44,28,31,20,15,63,41,19,30.38,30.27,30.18,10,10,10,16,7,21,0.00,3,,175
2012-4-8,71,53,35,31,25,17,59,37,14,30.21,30.12,30.01,10,10,10,14,6,24,0.00,1,,184
2012-4-9,77,60,43,39,24,19,45,29,13,30.04,29.96,29.87,10,10,10,15,7,18,0.00,3,,145
2012-4-10,81,65,49,52,25,16,46,28,9,29.90,29.78,29.64,10,10,10,21,11,25,0.00,4,,153
2012-4-11,79,65,50,45,28,20,36,25,13,29.73,29.62,29.50,10,10,5,32,13,46,T,5,Rain,163
2012-4-12,52,47,41,39,36,32,89,71,52,29.92,29.83,29.70,10,8,3,22,11,26,0.57,7,Rain-Thunderstorm,215
2012-4-13,57,47,37,37,33,28,92,64,35,29.91,29.75,29.60,10,10,7,25,11,31,0.01,6,Rain,174
2012-4-14,55,47,39,40,36,28,76,63,50,29.73,29.60,29.54,10,10,6,24,8,31,0.06,7,Rain-Thunderstorm,147
2012-4-15,58,49,40,36,26,18,79,51,23,30.03,29.93,29.75,10,10,10,18,9,23,T,5,Rain,326
2012-4-16,62,51,40,29,25,23,57,40,23,30.17,30.10,30.04,10,10,10,13,5,17,0.00,5,,14
2012-4-17,61,53,45,45,38,28,89,64,38,30.21,30.09,29.99,10,9,4,21,8,24,0.40,6,Rain,151
2012-4-18,58,54,50,45,40,34,74,64,54,30.09,29.97,29.87,10,10,10,28,9,31,0.01,7,Rain,96
2012-4-19,64,53,41,43,39,31,89,63,36,30.15,30.07,29.97,10,10,7,13,3,22,0.03,5,Rain,346
2012-4-20,71,58,44,43,40,37,83,60,37,30.20,30.13,30.06,10,10,10,13,7,18,0.00,3,,136
2012-4-21,80,65,49,42,38,33,71,46,21,30.10,30.04,29.97,10,10,10,14,7,23,0.00,1,,146
2012-4-22,86,69,51,63,42,36,59,40,20,30.12,29.98,29.91,10,10,10,12,6,21,0.00,3,,123
2012-4-23,88,73,57,45,38,34,51,34,16,29.94,29.85,29.75,10,10,10,25,8,31,0.00,4,,148
2012-4-24,86,74,61,44,33,22,34,24,13,29.91,29.74,29.65,10,10,10,22,12,30,0.00,5,,174
2012-4-25,77,68,58,46,42,37,60,44,27,29.88,29.80,29.74,10,10,10,23,10,33,0.00,6,,171
2012-4-26,79,69,59,50,42,32,60,41,21,29.90,29.67,29.44,10,9,3,26,13,33,0.00,7,Rain-Thunderstorm,182
2012-4-27,53,46,39,41,32,25,100,69,38,30.16,30.06,29.92,10,10,5,24,13,29,0.01,6,Rain,337
2012-4-28,54,44,33,31,23,15,69,46,22,30.15,30.09,30.01,10,10,10,16,6,22,0.00,3,,29
2012-4-29,61,52,42,37,32,27,58,49,39,30.05,30.01,29.97,10,10,10,15,7,28,0.00,3,,113
2012-4-30,75,60,44,43,35,30,76,49,21,29.97,29.80,29.61,10,10,10,20,10,29,0.00,5,,179
