EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-4-1,63,50,37,45,37,8,93,59,25,29.91,29.73,29.63,10,8,3,35,15,41,T,5,Rain,264
2013-4-2,45,39,33,14,9,5,38,29,20,30.09,30.00,29.93,10,10,10,26,16,40,0.00,2,,286
2013-4-3,48,41,33,11,7,3,38,28,17,30.30,30.17,30.10,10,10,10,30,18,43,0.00,1,,297
2013-4-4,45,39,32,33,20,11,73,53,33,30.40,30.28,30.12,10,10,10,23,12,29,0.00,5,,225
2013-4-5,64,52,40,36,24,12,79,48,17,30.09,29.89,29.71,10,10,10,30,13,36,T,4,Rain,282
2013-4-6,49,43,36,30,17,4,76,46,15,30.34,30.24,30.01,10,10,10,31,13,38,0.00,1,,282
2013-4-7,52,45,37,43,36,28,86,71,56,30.32,30.19,30.03,10,10,10,32,16,40,T,5,,185
2013-4-8,68,55,42,46,42,39,92,66,40,30.09,30.04,29.99,10,10,9,16,7,20,0.00,5,,171
2013-4-9,83,65,47,52,42,29,93,54,15,30.01,29.96,29.92,10,10,9,26,7,35,0.00,5,,221
2013-4-10,71,62,53,54,48,42,83,66,48,29.96,29.90,29.83,10,9,3,32,9,38,0.59,6,Rain-Thunderstorm,100
2013-4-11,60,54,47,55,48,37,100,81,62,30.05,29.95,29.79,10,8,0,24,12,31,0.00,8,,61
2013-4-12,48,45,41,43,39,37,89,78,66,30.02,29.88,29.72,10,6,2,33,18,48,0.87,8,Rain,64
2013-4-13,58,49,39,43,37,31,93,67,40,30.00,29.88,29.74,10,10,5,20,9,23,0.01,6,Rain,258
2013-4-14,59,52,45,45,32,23,93,59,25,30.23,30.08,29.98,10,10,10,28,12,33,T,6,,302
2013-4-15,53,48,43,39,30,25,83,61,38,30.40,30.34,30.25,10,10,10,16,8,25,0.00,6,,102
2013-4-16,58,52,45,50,46,39,89,78,67,30.39,30.30,30.15,10,10,10,31,15,37,T,6,,147
2013-4-17,70,59,47,55,44,32,89,57,25,30.31,30.21,30.12,10,10,10,18,8,23,0.01,5,Rain,12
2013-4-18,57,51,45,51,44,40,93,74,55,30.36,30.27,30.12,10,9,0,21,12,28,T,6,Fog-Rain,116
2013-4-19,65,58,50,57,54,50,100,89,78,30.11,29.90,29.68,10,1,0,37,21,45,0.07,7,Fog-Rain,177
2013-4-20,59,52,45,55,34,21,100,62,24,30.28,29.96,29.70,10,9,3,26,17,32,0.18,7,Rain,281
2013-4-21,54,46,37,31,22,15,62,43,24,30.64,30.53,30.32,10,10,10,26,10,32,0.00,3,,346
2013-4-22,53,45,37,32,30,24,76,56,35,30.67,30.60,30.50,10,10,10,28,16,35,0.00,5,,84
2013-4-23,52,47,42,40,36,30,71,67,62,30.48,30.29,30.12,10,10,8,22,15,38,T,7,Rain,27
2013-4-24,58,50,42,49,43,37,100,81,61,30.10,29.98,29.87,10,7,0,31,14,38,0.00,4,,199
2013-4-25,64,55,46,51,33,19,89,54,19,30.28,30.14,29.89,10,10,9,28,15,35,T,3,Rain,264
2013-4-26,65,54,43,40,35,26,83,54,24,30.41,30.36,30.28,10,10,10,18,9,22,0.00,2,,234
2013-4-27,66,56,46,42,32,17,74,45,16,30.43,30.38,30.32,10,10,10,18,9,21,0.00,2,,56
2013-4-28,63,54,45,44,39,31,86,59,32,30.34,30.29,30.24,10,10,10,18,9,23,0.00,5,,160
2013-4-29,55,53,50,48,46,44,83,77,71,30.26,30.23,30.20,10,10,10,14,9,17,0.05,8,Rain,136
2013-4-30,63,55,46,46,36,22,83,52,20,30.35,30.29,30.22,10,10,10,22,10,25,0.00,5,,95
