EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-9-1,94,83,71,73,70,67,93,67,41,30.17,30.10,30.06,10,10,3,18,2,29,0.64,5,Rain-Thunderstorm,16
2012-9-2,93,82,71,73,69,66,93,67,41,30.07,30.01,29.93,10,10,7,17,4,26,T,6,,197
2012-9-3,90,80,70,73,70,68,93,73,52,30.03,29.99,29.94,10,9,1,24,6,38,0.68,7,Rain-Thunderstorm,185
2012-9-4,84,78,72,72,71,70,93,79,65,30.02,29.97,29.91,10,9,0,22,8,28,0.89,8,Rain-Thunderstorm,171
2012-9-5,85,79,72,72,70,69,93,77,61,29.98,29.93,29.88,10,9,5,15,6,18,0.00,6,,201
2012-9-6,87,79,71,73,71,69,93,79,65,29.99,29.93,29.88,10,10,9,13,5,16,0.01,6,Rain-Thunderstorm,218
2012-9-7,89,80,70,72,68,64,93,71,48,30.00,29.93,29.86,10,9,0,10,4,14,0.00,4,,63
2012-9-8,90,79,67,72,69,63,100,76,52,29.87,29.80,29.70,10,7,0,23,5,32,1.02,6,Rain-Thunderstorm,190
2012-9-9,80,69,58,63,54,49,84,60,35,30.02,29.92,29.84,10,10,10,16,7,22,T,4,,9
2012-9-10,81,67,52,59,54,51,93,65,36,30.15,30.09,30.02,10,10,10,10,2,20,0.00,2,,12
2012-9-11,78,70,61,59,56,52,90,68,46,30.32,30.25,30.15,10,10,10,9,3,16,0.00,6,,115
2012-9-12,81,70,58,58,55,52,93,67,40,30.37,30.31,30.26,10,10,9,12,4,22,0.00,2,,97
2012-9-13,81,67,53,58,54,52,86,64,42,30.36,30.30,30.25,10,10,10,12,4,18,0.00,4,,58
2012-9-14,82,69,56,63,57,51,93,69,45,30.27,30.22,30.17,10,10,10,10,4,14,0.00,5,,351
2012-9-15,86,73,59,63,59,56,97,69,40,30.22,30.14,30.09,10,10,7,12,4,18,0.00,5,,64
2012-9-16,76,72,67,66,64,62,93,83,73,30.17,30.11,30.06,10,9,3,10,5,20,0.03,8,Rain,69
2012-9-17,78,72,66,70,66,64,93,84,74,30.13,30.02,29.89,10,8,2,18,7,22,0.40,8,Rain,103
2012-9-18,76,70,63,72,69,64,100,87,74,29.88,29.77,29.71,10,8,1,24,10,29,0.54,7,Rain,207
2012-9-19,76,68,59,64,55,53,93,70,46,30.14,30.03,29.86,10,10,10,14,9,22,0.00,4,,48
2012-9-20,78,66,54,58,55,52,93,68,43,30.19,30.12,30.06,10,10,8,8,3,13,0.00,4,,120
2012-9-21,82,68,54,63,59,52,100,73,45,30.11,30.05,29.99,10,10,10,12,5,17,0.00,1,Fog,197
2012-9-22,85,75,64,64,62,58,93,68,43,30.02,29.97,29.90,10,10,10,16,7,21,0.00,2,,223
2012-9-23,78,66,53,52,47,41,77,53,28,30.14,30.08,30.01,10,10,10,13,6,18,0.00,2,,351
2012-9-24,73,62,50,48,41,36,83,56,29,30.25,30.19,30.14,10,10,10,17,6,25,0.00,0,,29
2012-9-25,77,62,46,56,52,46,100,73,46,30.25,30.21,30.18,10,10,10,12,4,16,0.00,2,,199
2012-9-26,81,69,56,59,56,53,87,65,42,30.24,30.20,30.16,10,10,10,12,4,18,0.00,1,,192
2012-9-27,84,69,53,63,58,54,100,69,37,30.23,30.17,30.10,10,8,0,9,2,13,0.00,4,Fog,201
2012-9-28,85,71,57,63,60,55,93,68,43,30.12,30.06,29.99,10,10,8,18,3,23,0.44,6,,294
2012-9-29,73,68,63,65,63,61,100,87,73,30.06,29.95,29.89,10,8,2,12,3,24,0.17,8,Rain-Thunderstorm,29
2012-9-30,74,66,57,63,57,50,97,72,47,29.94,29.90,29.85,10,9,4,13,4,18,0.00,7,,41
