MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-12-1,57,53,49,43,39,36,71,59,47,30.04,29.93,29.86,10,10,10,22,14,29,0.01,7,Rain,172
2012-12-2,58,50,41,43,36,31,89,64,38,30.00,29.77,29.61,10,10,2,40,22,54,0.16,7,Rain-Thunderstorm,181
2012-12-3,50,42,33,33,28,21,89,63,36,30.30,30.19,30.02,10,10,10,12,5,14,0.00,3,,171
2012-12-4,50,42,33,40,33,26,75,64,52,30.36,30.26,30.13,10,10,10,15,8,20,T,7,Rain,147
2012-12-5,48,44,40,45,42,38,96,89,82,30.17,30.09,30.05,10,8,1,10,2,13,0.09,8,Rain,346
2012-12-6,48,43,38,45,41,37,100,90,80,30.08,30.01,29.95,10,3,0,8,2,9,T,7,Fog,322
2012-12-7,46,40,34,39,30,20,100,69,37,30.12,30.04,29.92,10,8,0,13,5,14,0.00,5,Fog,274
2012-12-8,43,34,24,28,25,19,92,69,46,30.17,30.03,29.85,10,5,1,22,8,25,0.29,8,Snow,25
2012-12-9,29,26,22,25,21,13,100,87,74,30.43,30.31,30.16,10,8,0,17,5,20,0.01,6,Snow,217
2012-12-10,33,28,22,27,22,15,78,70,62,30.40,30.24,30.17,10,9,2,18,10,23,0.02,7,Snow,151
2012-12-11,45,36,26,30,27,23,88,71,53,30.17,29.98,29.72,10,10,10,22,12,28,0.00,6,,148
2012-12-12,50,46,42,26,23,21,49,41,33,29.74,29.69,29.58,10,10,10,33,17,45,0.00,6,,170
2012-12-13,53,47,41,25,22,21,45,37,28,29.81,29.77,29.72,10,10,10,20,10,29,0.00,6,,156
2012-12-14,44,39,34,36,31,21,92,68,43,29.77,29.65,29.55,10,9,6,13,6,17,0.12,7,Rain-Snow,292
2012-12-15,36,35,33,34,31,28,100,91,82,29.87,29.84,29.78,10,5,1,13,4,15,0.13,8,Snow,345
2012-12-16,38,35,32,31,28,26,89,77,64,29.95,29.90,29.84,10,10,5,21,7,24,T,8,Snow,170
2012-12-17,55,45,35,36,31,25,92,61,30,29.84,29.77,29.63,10,9,5,33,18,44,0.05,7,Rain,187
2012-12-18,36,31,26,34,23,18,100,77,54,29.86,29.82,29.75,10,10,6,15,7,17,0.03,8,Rain-Snow,329
2012-12-19,31,26,21,17,13,10,75,59,43,30.48,30.15,29.85,10,10,10,14,9,19,0.00,3,,322
2012-12-20,35,28,20,15,12,8,73,54,35,30.50,30.41,30.30,10,10,10,16,7,21,0.00,3,,158
2012-12-21,41,31,20,22,18,13,84,62,40,30.29,30.17,30.08,10,10,9,14,4,17,0.00,3,,236
2012-12-22,49,36,22,22,15,8,88,54,19,30.11,29.97,29.83,10,10,10,28,11,35,0.00,6,,168
2012-12-23,47,41,34,32,26,20,89,66,42,30.09,29.96,29.78,10,10,9,25,9,34,T,7,Rain-Snow,177
2012-12-24,44,34,24,34,29,21,100,75,49,30.15,29.89,29.73,10,7,0,28,11,32,0.23,8,Rain-Snow,334
2012-12-25,31,26,21,23,21,18,100,82,63,30.28,30.17,29.98,10,10,10,12,5,14,0.00,5,,145
2012-12-26,32,29,26,28,25,19,92,78,63,29.93,29.75,29.66,10,3,1,20,8,24,0.13,8,Snow,186
2012-12-27,29,27,25,27,23,21,92,84,75,30.13,29.93,29.74,10,6,1,13,6,17,0.14,7,Snow,341
2012-12-28,33,25,17,26,22,14,92,76,59,30.31,30.22,30.12,10,7,2,9,3,9,0.04,6,Snow,345
2012-12-29,29,23,16,18,15,13,84,76,68,30.31,30.20,30.10,10,9,7,12,5,14,0.00,6,,53
2012-12-30,29,23,16,21,18,12,91,80,68,30.16,30.10,30.01,10,7,4,10,5,10,0.00,7,,327
2012-12-31,25,19,12,18,14,10,96,85,73,30.40,30.22,30.07,10,6,2,10,4,15,0.01,6,Snow,261
