AST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-2-1,82,78,73,72,69,63,93,76,58,30.10,30.05,30.01,10,10,2,22,7,29,0.76,5,Rain,95
2013-2-2,83,77,71,66,64,62,84,68,51,30.08,30.03,29.99,10,10,10,16,5,22,0.00,2,,72
2013-2-3,85,79,72,67,65,62,84,66,48,30.04,29.98,29.92,10,10,10,20,5,25,0.00,1,,95
2013-2-4,83,76,69,67,64,61,84,68,51,30.04,29.99,29.93,10,10,10,20,6,26,T,1,,97
2013-2-5,83,77,70,70,65,60,78,65,51,30.08,30.02,29.98,10,10,4,21,6,25,0.11,4,Rain,75
2013-2-6,83,77,71,70,68,65,90,73,55,30.06,30.01,29.96,10,10,10,21,6,25,0.08,5,,91
2013-2-7,86,79,72,71,69,66,90,73,55,30.03,29.98,29.93,10,10,10,21,8,25,T,3,,82
2013-2-8,84,78,72,73,70,67,87,73,58,30.04,29.99,29.94,10,9,2,20,8,25,1.01,4,Rain,103
2013-2-9,84,78,72,70,68,67,90,75,59,30.06,30.01,29.97,10,10,10,18,8,24,0.00,2,,86
2013-2-10,83,77,71,69,68,66,90,74,58,30.11,30.06,30.00,10,10,10,20,7,26,T,2,Rain,55
2013-2-11,82,78,74,71,67,61,87,78,69,30.13,30.09,30.05,10,10,6,23,16,30,0.17,4,Rain,60
2013-2-12,82,78,73,66,62,58,73,62,51,30.12,30.09,30.06,10,10,9,21,11,26,0.00,3,,71
2013-2-13,83,77,70,67,65,62,79,65,51,30.11,30.05,30.01,10,10,10,18,7,24,T,2,,84
2013-2-14,83,78,72,71,69,68,87,76,65,30.11,30.05,30.02,10,10,10,20,10,25,0.01,3,,92
2013-2-15,86,79,72,70,68,67,84,71,58,30.11,30.04,30.00,10,10,10,20,7,24,T,1,,98
2013-2-16,88,80,72,68,66,62,84,64,43,30.04,30.01,29.96,10,10,10,18,6,24,T,2,Rain,121
2013-2-17,85,79,73,71,68,65,84,68,51,30.09,30.03,29.99,10,10,10,21,6,26,T,2,Rain,90
2013-2-18,84,78,71,70,68,66,84,75,65,30.14,30.08,30.04,10,10,10,20,9,24,0.00,3,,77
2013-2-19,83,78,73,70,68,66,82,70,58,30.14,30.08,30.04,10,10,2,25,10,33,0.11,4,Rain,101
2013-2-20,85,79,73,71,69,66,87,71,55,30.08,30.02,29.96,10,10,7,24,9,31,0.03,4,Rain,94
2013-2-21,86,79,72,70,68,65,90,73,55,30.06,30.00,29.94,10,10,10,22,8,26,0.00,1,,88
2013-2-22,84,78,72,70,68,66,84,74,63,30.09,30.04,29.99,10,10,10,18,8,23,T,3,,60
2013-2-23,84,79,74,68,67,65,79,69,58,30.08,30.03,29.99,10,10,8,21,12,28,T,3,Rain,69
2013-2-24,84,78,72,70,68,65,84,73,61,30.06,30.01,29.95,10,10,10,23,10,30,T,3,,79
2013-2-25,85,79,72,69,68,67,87,74,61,30.02,29.97,29.92,10,10,10,23,8,28,0.02,3,,88
2013-2-26,85,80,74,71,69,66,87,73,58,30.06,30.01,29.97,10,10,10,24,11,30,0.02,3,,88
2013-2-27,90,82,73,70,68,61,87,65,42,30.06,30.01,29.95,10,10,10,21,7,24,0.00,2,,114
2013-2-28,87,80,72,70,67,64,84,70,55,30.04,29.98,29.91,10,10,10,21,6,25,0.00,2,,94
