MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-4-1,77,70,63,40,27,12,37,24,10,29.81,29.77,29.72,10,10,10,25,13,33,0.00,0,,274
2012-4-2,74,66,57,22,13,3,24,15,6,29.83,29.80,29.73,10,10,10,25,10,31,0.00,1,,293
2012-4-3,80,66,52,23,17,14,26,18,9,29.95,29.88,29.82,10,10,10,16,5,23,0.00,1,,219
2012-4-4,83,70,57,27,21,15,30,20,9,29.93,29.85,29.78,10,10,10,10,5,13,0.00,4,,114
2012-4-5,88,74,59,28,23,14,29,18,6,29.83,29.76,29.69,10,10,10,22,9,28,0.00,5,,178
2012-4-6,81,71,60,27,16,5,25,16,6,29.97,29.91,29.80,10,10,10,16,7,23,0.00,3,,264
2012-4-7,90,73,56,22,10,-7,24,13,2,30.03,29.96,29.90,10,10,10,12,3,16,0.00,5,,318
2012-4-8,91,75,59,25,18,11,22,14,5,30.05,29.94,29.87,10,10,10,10,4,16,0.00,4,,266
2012-4-9,94,80,65,32,21,12,28,17,5,29.95,29.87,29.78,10,10,10,12,4,23,0.00,5,,74
2012-4-10,93,78,63,34,25,20,22,15,7,29.90,29.79,29.68,10,10,10,23,8,28,0.00,4,,134
2012-4-11,77,72,66,46,38,33,44,33,21,29.93,29.87,29.76,10,10,10,25,10,30,0.00,3,,251
2012-4-12,75,67,59,42,28,20,42,28,14,30.06,29.96,29.90,10,10,10,18,8,22,0.00,4,,262
2012-4-13,80,69,58,41,23,8,35,21,7,29.90,29.76,29.60,10,10,10,32,8,37,0.00,5,,181
2012-4-14,65,58,50,47,29,23,46,33,20,29.96,29.82,29.68,10,10,8,31,14,38,0.05,6,Rain,253
2012-4-15,74,64,53,34,31,30,46,33,20,30.10,30.02,29.97,10,10,10,14,4,18,0.00,2,,237
2012-4-16,84,70,56,36,32,26,43,28,13,30.14,30.03,29.95,10,10,10,13,5,18,0.00,1,,130
2012-4-17,92,77,62,35,28,19,34,21,8,30.00,29.92,29.83,10,10,10,14,5,20,0.00,0,,129
2012-4-18,95,80,64,30,26,18,26,16,6,29.91,29.84,29.75,10,10,10,16,6,22,0.00,1,,150
2012-4-19,95,81,66,32,27,21,26,17,7,29.90,29.81,29.75,10,10,10,18,7,25,0.00,4,,288
2012-4-20,96,83,69,40,31,27,25,17,8,29.93,29.84,29.78,10,10,10,13,6,18,0.00,1,,181
2012-4-21,103,87,71,38,32,25,27,17,7,29.86,29.79,29.72,10,10,10,12,4,18,0.00,0,,123
2012-4-22,105,89,73,36,30,14,25,15,4,29.85,29.78,29.71,10,10,10,15,6,21,0.00,0,,86
2012-4-23,103,89,74,31,30,27,19,13,7,29.86,29.79,29.70,10,10,10,23,6,28,0.00,3,,121
2012-4-24,96,82,68,33,28,17,27,17,7,29.91,29.83,29.75,10,10,10,15,6,21,0.00,2,,269
2012-4-25,91,82,73,34,31,26,23,17,10,29.87,29.80,29.75,10,10,10,14,5,18,0.00,7,,85
2012-4-26,81,72,62,57,39,29,53,35,16,29.91,29.84,29.74,10,10,9,32,11,41,0.03,5,Rain,236
2012-4-27,85,74,62,44,39,35,52,35,17,29.95,29.85,29.76,10,10,10,13,5,18,0.00,0,,236
2012-4-28,92,79,65,43,34,20,44,26,8,29.80,29.70,29.60,10,10,10,15,6,20,0.00,1,,106
2012-4-29,93,80,66,41,33,24,37,23,9,29.80,29.74,29.66,10,10,10,15,6,21,0.00,1,,272
2012-4-30,95,83,70,43,39,34,35,24,13,29.88,29.80,29.72,10,10,10,16,7,21,0.00,0,,274
