CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-2-1,61,47,33,36,25,16,52,43,31,30.41,30.29,30.17,10,10,10,15,9,20,0.00,3,,101
2013-2-2,69,58,46,43,36,26,71,50,21,30.32,30.23,30.14,10,10,10,10,7,17,0.00,3,,317
2013-2-3,70,54,37,38,30,23,79,43,18,30.32,30.20,29.98,10,10,10,15,4,,0.00,5,,168
2013-2-4,73,65,57,56,48,26,83,59,27,29.97,29.88,29.78,10,10,10,16,11,22,0.00,6,,163
2013-2-5,68,64,57,58,57,54,96,85,68,30.01,29.95,29.87,9,4,0,10,6,,0.00,7,Fog,82
2013-2-6,75,66,57,61,57,50,94,77,40,30.01,29.95,29.85,10,7,2,18,9,21,0.00,6,,134
2013-2-7,79,68,55,57,52,42,86,66,28,30.09,29.90,29.78,10,9,3,23,13,34,0.00,6,,215
2013-2-8,64,54,45,43,31,21,69,45,19,30.26,30.17,30.11,10,10,10,20,11,26,0.00,3,,32
2013-2-9,60,52,48,57,46,38,94,79,57,30.11,29.97,29.75,10,7,2,21,14,31,0.00,8,Rain,127
2013-2-10,68,60,50,63,42,20,94,59,17,30.01,29.81,29.66,10,7,0,23,12,31,1.10,7,Rain-Thunderstorm,255
2013-2-11,55,52,48,39,31,26,66,45,33,30.15,30.09,30.00,10,10,10,14,9,22,0.00,7,,78
2013-2-12,51,48,43,45,43,37,89,82,69,30.04,29.93,29.86,10,8,2,15,8,23,0.37,8,Rain,350
2013-2-13,55,48,41,36,34,31,79,63,40,30.17,30.09,30.03,10,10,10,14,9,21,0.00,4,,275
2013-2-14,69,55,41,38,34,25,76,50,21,30.11,30.05,30.00,10,10,10,9,3,,0.00,0,,172
2013-2-15,54,48,39,36,25,16,59,42,25,30.39,30.30,30.13,10,10,10,16,12,30,0.00,6,,8
2013-2-16,55,44,33,26,24,22,67,45,29,30.43,30.32,30.18,10,10,10,12,3,,0.00,1,,187
2013-2-17,72,56,39,45,30,24,67,41,17,30.17,30.03,29.91,10,10,10,24,12,33,0.00,1,,172
2013-2-18,77,66,52,54,42,29,72,50,25,30.12,29.87,29.74,10,10,10,25,18,36,0.00,4,,239
2013-2-19,62,52,43,29,23,18,51,33,18,30.33,30.21,30.12,10,10,10,15,8,23,0.00,4,Rain,80
2013-2-20,54,48,42,39,35,28,76,68,37,30.17,30.02,29.79,10,10,10,21,12,28,0.14,8,Rain,91
2013-2-21,69,57,45,47,39,21,93,67,16,29.94,29.73,29.61,10,9,1,22,13,30,0.01,6,Rain-Thunderstorm,354
2013-2-22,50,42,33,35,26,19,76,56,38,30.17,30.07,29.94,10,10,10,15,9,20,0.00,6,,352
2013-2-23,55,45,35,30,25,23,61,48,32,30.10,30.02,29.93,10,10,10,13,5,,0.00,1,,28
2013-2-24,71,54,37,41,35,28,70,46,28,29.94,29.81,29.60,10,10,10,20,10,26,0.00,1,,131
2013-2-25,60,51,42,48,39,27,77,60,33,29.67,29.55,29.45,10,10,10,25,13,40,0.03,7,Rain,223
2013-2-26,57,50,42,33,30,29,65,52,33,29.91,29.82,29.68,10,10,10,28,17,41,0.00,4,,312
2013-2-27,57,47,37,30,25,17,73,44,23,30.24,30.09,29.90,10,10,10,21,10,28,0.00,1,,336
2013-2-28,60,48,36,27,24,18,67,42,22,30.31,30.24,30.17,10,10,10,23,11,29,0.00,2,,337
