MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-1-1,36,27,18,17,13,8,73,59,44,30.71,30.55,30.29,10,10,10,17,8,23,0.00,3,,138
2012-1-2,52,36,20,25,18,12,71,49,26,30.67,30.48,30.18,10,10,10,20,10,22,0.00,2,,195
2012-1-3,56,42,27,21,17,14,58,40,22,30.39,30.17,30.06,10,10,10,22,9,28,0.00,4,,206
2012-1-4,60,42,23,23,17,10,74,46,17,30.39,30.32,30.19,10,10,10,20,11,25,0.00,3,,195
2012-1-5,65,53,40,24,19,16,41,30,18,30.17,29.98,29.80,10,10,10,20,10,24,0.00,2,,215
2012-1-6,48,36,24,24,20,17,81,55,29,30.12,29.97,29.78,10,10,10,17,10,20,0.00,5,,108
2012-1-7,38,31,23,28,23,17,92,72,52,30.18,30.03,29.93,10,7,1,16,8,18,0.08,7,Snow,306
2012-1-8,37,27,17,21,16,9,84,64,44,30.28,30.22,30.11,10,10,10,15,8,18,0.00,1,,205
2012-1-9,50,37,24,25,19,12,68,51,34,30.33,30.22,30.09,10,10,10,15,10,17,0.00,2,,213
2012-1-10,59,46,32,27,21,7,64,41,18,30.06,29.88,29.67,10,10,10,26,10,32,0.00,3,,224
2012-1-11,45,20,-6,25,13,-5,92,61,29,30.32,30.08,29.71,10,4,0,25,12,31,0.10,7,Fog-Snow,27
2012-1-12,40,18,-5,15,5,-6,79,51,22,30.30,30.18,30.07,10,10,10,16,9,17,0.00,3,,201
2012-1-13,44,33,22,14,9,4,50,37,24,30.11,30.05,30.00,10,10,10,26,14,33,0.00,4,,250
2012-1-14,59,39,19,26,14,3,64,42,19,30.16,30.02,29.82,10,10,10,29,12,32,0.00,3,,211
2012-1-15,56,46,35,18,14,7,37,27,16,29.89,29.71,29.57,10,10,10,23,13,28,0.00,5,,213
2012-1-16,42,28,14,21,16,10,84,56,28,30.12,29.78,29.55,10,7,1,25,7,28,0.03,6,Snow,55
2012-1-17,29,16,2,10,4,-4,88,62,35,30.28,30.19,30.01,10,10,10,14,9,16,T,1,,148
2012-1-18,48,30,12,22,14,2,69,47,25,30.06,29.87,29.70,10,10,10,30,9,38,0.00,4,,184
2012-1-19,61,47,32,29,24,19,64,47,29,29.78,29.63,29.48,10,10,10,35,11,40,0.00,5,,175
2012-1-20,56,43,30,26,22,17,69,47,24,29.94,29.69,29.46,10,10,10,36,15,43,0.00,4,,271
2012-1-21,66,48,30,29,24,19,70,45,19,29.85,29.41,29.17,10,10,10,25,12,31,T,6,,211
2012-1-22,47,35,23,30,18,2,74,46,18,29.89,29.58,29.12,10,9,2,39,13,51,T,4,Snow,310
2012-1-23,50,37,23,20,14,5,69,45,21,29.93,29.81,29.73,10,10,10,14,8,17,0.00,4,,162
2012-1-24,35,29,22,27,22,16,88,68,47,30.31,30.05,29.73,10,8,0,16,8,20,0.05,6,Fog-Snow,346
2012-1-25,62,41,19,23,16,9,84,48,12,30.18,30.04,29.89,10,10,8,26,11,35,0.00,3,,243
2012-1-26,58,42,26,24,18,7,75,45,14,30.08,29.89,29.70,10,10,10,22,9,28,0.00,2,,225
2012-1-27,45,30,15,25,18,10,81,57,33,30.41,30.11,29.69,10,8,0,25,12,32,T,6,Snow,16
2012-1-28,46,31,15,15,4,-6,80,46,12,30.39,30.25,30.13,10,10,10,26,12,32,0.00,4,,245
2012-1-29,57,44,30,18,13,1,43,31,19,30.20,30.08,29.92,10,10,10,21,13,25,0.00,6,,240
2012-1-30,62,50,37,16,12,7,40,27,14,29.90,29.79,29.67,10,10,10,24,14,30,0.00,4,,255
2012-1-31,51,40,28,18,14,10,58,39,20,30.06,29.94,29.79,10,10,10,31,13,39,0.00,5,,167
