MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-2-1,46,37,27,31,25,21,82,61,40,30.21,30.12,30.03,10,10,9,18,7,22,T,5,Rain,135
2012-2-2,43,36,29,31,29,25,89,73,57,30.15,30.11,30.07,10,8,1,21,10,24,0.06,7,Snow,311
2012-2-3,46,36,25,25,20,17,92,63,33,30.30,30.22,30.12,10,10,2,21,6,26,0.00,2,,121
2012-2-4,45,34,22,24,18,15,75,53,30,30.38,30.33,30.27,10,10,10,15,5,18,0.00,1,,355
2012-2-5,43,33,22,25,20,16,84,60,36,30.35,30.27,30.17,10,10,10,12,3,13,0.00,3,,328
2012-2-6,42,33,23,24,21,17,81,61,41,30.26,30.22,30.18,10,10,10,14,4,16,0.00,1,,268
2012-2-7,48,36,23,25,17,11,75,49,23,30.26,30.19,30.10,10,10,9,16,7,18,0.00,3,,173
2012-2-8,43,38,33,33,28,19,92,71,49,30.38,30.28,30.13,10,8,3,14,5,17,0.02,7,Rain,289
2012-2-9,45,39,33,33,32,29,92,75,58,30.39,30.34,30.29,10,10,8,8,3,9,T,7,Rain,139
2012-2-10,56,47,37,35,32,28,85,62,38,30.27,30.16,30.06,10,10,10,13,7,16,0.00,5,,151
2012-2-11,57,46,34,35,29,25,75,53,30,30.04,29.90,29.78,10,10,8,21,9,26,0.00,5,Rain,151
2012-2-12,42,38,33,36,33,30,100,88,76,29.85,29.80,29.77,10,8,1,16,8,21,0.39,8,Rain-Snow,313
2012-2-13,48,41,33,34,30,24,96,71,45,29.85,29.77,29.70,10,10,10,10,5,16,T,6,Rain,160
2012-2-14,46,40,33,33,29,25,89,69,49,29.85,29.79,29.72,10,10,9,14,6,18,T,5,Rain-Snow,313
2012-2-15,44,39,33,34,31,25,89,76,62,30.13,29.93,29.81,10,7,0,13,5,15,0.07,7,Rain-Snow,341
2012-2-16,43,36,29,27,24,22,85,65,45,30.34,30.28,30.15,10,10,10,12,7,18,0.00,3,,326
2012-2-17,45,35,25,25,22,17,85,59,33,30.31,30.25,30.19,10,10,10,9,5,12,0.00,4,,155
2012-2-18,47,37,26,32,26,20,85,61,37,30.21,30.01,29.86,10,9,1,17,9,22,0.00,5,Snow,176
2012-2-19,35,32,28,30,26,19,100,78,56,30.06,29.92,29.87,10,6,0,20,12,22,0.20,7,Fog-Snow,334
2012-2-20,37,30,22,25,20,16,96,70,44,30.16,30.11,30.04,10,10,2,21,10,25,T,5,Snow,162
2012-2-21,47,40,33,37,26,20,64,55,45,30.19,30.15,30.10,10,10,10,13,8,16,T,8,Rain,150
2012-2-22,59,50,41,37,33,28,86,58,30,30.15,29.97,29.76,10,10,10,39,9,49,T,7,Rain,296
2012-2-23,48,39,30,31,17,11,60,49,37,30.26,30.12,29.85,10,10,9,38,15,44,T,5,Rain-Snow,341
2012-2-24,48,36,24,21,16,13,81,53,25,30.39,30.27,30.04,10,10,10,17,6,22,0.00,1,,152
2012-2-25,53,44,35,24,16,7,54,40,25,30.14,29.93,29.67,10,10,10,43,20,59,0.00,4,,301
2012-2-26,39,32,24,13,9,2,60,42,24,30.26,30.13,29.91,10,10,10,20,6,25,0.00,4,,185
2012-2-27,45,37,29,34,23,7,78,53,27,29.89,29.75,29.64,10,9,4,15,6,17,0.00,8,Rain-Snow,206
2012-2-28,41,37,32,33,27,21,100,76,51,30.05,29.86,29.64,10,8,2,22,8,25,0.02,7,Rain-Snow,325
2012-2-29,49,39,28,30,26,20,75,55,34,30.03,29.88,29.70,10,6,0,39,23,52,T,7,Fog-Snow,148
