HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-5-1,86,79,71,68,65,62,84,66,48,30.09,30.03,30.00,10,10,10,18,7,23,0.00,2,,45
2013-5-2,83,77,70,68,65,62,90,72,54,30.10,30.06,30.02,10,10,10,18,6,23,0.01,4,,51
2013-5-3,82,76,69,66,64,62,84,71,58,30.07,30.03,29.99,10,10,10,15,6,20,0.00,3,,133
2013-5-4,81,75,69,70,66,63,79,71,62,30.01,29.96,29.91,10,10,3,14,5,17,0.00,4,Rain,182
2013-5-5,82,76,69,70,68,65,100,87,74,29.96,29.92,29.87,10,10,3,20,6,25,0.06,7,Rain,192
2013-5-6,85,77,69,67,63,59,90,69,47,29.98,29.92,29.88,10,10,10,15,8,22,0.00,4,,341
2013-5-7,81,74,67,64,62,60,87,71,54,30.01,29.96,29.92,10,10,10,14,5,17,0.00,2,,277
2013-5-8,80,74,67,65,63,61,87,71,54,30.03,29.98,29.94,10,10,10,13,5,17,0.00,3,,228
2013-5-9,82,76,70,68,65,62,84,71,58,30.09,30.02,29.97,10,10,10,13,5,17,0.00,5,,210
2013-5-10,82,77,72,68,66,65,84,70,55,30.13,30.07,30.03,10,10,10,12,5,14,T,4,,353
2013-5-11,84,78,72,66,64,63,79,65,51,30.12,30.08,30.03,10,10,10,20,10,26,0.00,3,,20
2013-5-12,82,77,71,67,65,63,79,69,58,30.12,30.08,30.03,10,10,10,22,11,29,T,4,,48
2013-5-13,83,77,71,69,67,65,93,76,58,30.09,30.05,30.02,10,10,10,22,12,30,T,6,Rain,58
2013-5-14,85,79,73,68,66,64,84,68,51,30.12,30.08,30.05,10,10,10,25,14,30,T,3,,59
2013-5-15,85,80,74,67,64,62,73,61,48,30.15,30.11,30.08,10,10,10,22,13,28,0.00,4,Rain,54
2013-5-16,85,79,73,67,64,61,79,62,44,30.12,30.09,30.06,10,10,10,23,14,30,T,3,Rain,62
2013-5-17,85,79,73,65,63,59,73,58,43,30.08,30.04,29.99,10,10,10,21,13,32,T,4,,57
2013-5-18,80,76,71,68,65,63,84,69,54,30.06,30.02,29.97,10,9,4,13,5,16,0.14,4,Rain,351
2013-5-19,82,75,68,69,65,63,87,71,54,30.02,29.97,29.91,10,10,10,14,6,20,T,4,Rain,338
2013-5-20,82,75,68,62,60,56,81,65,49,30.00,29.95,29.91,10,10,10,17,7,21,0.00,5,,262
2013-5-21,80,73,65,63,62,60,87,71,54,30.02,29.98,29.93,10,10,10,10,4,14,0.00,3,,266
2013-5-22,83,76,68,69,66,63,84,73,62,30.06,29.99,29.95,10,10,10,13,5,16,0.00,3,,122
2013-5-23,89,80,70,67,65,63,84,65,46,30.08,30.02,29.97,10,10,10,16,6,22,0.00,3,,32
2013-5-24,86,80,73,67,65,63,79,64,48,30.08,30.05,30.02,10,10,10,23,9,28,0.00,4,,53
2013-5-25,84,79,74,67,65,62,73,62,51,30.09,30.05,30.02,10,10,10,25,14,32,T,5,Rain,59
2013-5-26,86,79,72,66,64,61,79,64,48,30.12,30.07,30.02,10,10,10,22,14,29,T,3,,59
2013-5-27,85,80,74,67,63,60,73,59,44,30.11,30.08,30.04,10,10,10,22,14,30,0.00,3,,62
2013-5-28,82,76,70,69,67,65,90,76,62,30.10,30.07,30.03,10,10,9,16,7,20,0.09,4,Rain,28
2013-5-29,82,76,70,72,69,67,97,82,67,30.08,30.05,30.02,10,9,2,14,5,17,0.13,4,Rain,17
2013-5-30,87,79,70,68,67,65,97,74,51,30.05,30.00,29.95,10,10,10,17,6,22,0.00,3,,43
2013-5-31,84,78,72,70,68,67,90,74,58,30.06,30.01,29.96,10,10,10,22,8,26,T,4,Rain,64
