HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-9-1,87,82,76,68,66,65,74,61,48,30.10,30.07,30.02,10,10,10,25,14,37,T,3,,57
2012-9-2,87,80,72,70,66,64,87,68,48,30.11,30.06,30.01,10,10,9,24,13,31,0.01,4,Rain,60
2012-9-3,87,81,75,68,66,65,79,64,48,30.09,30.04,29.99,10,10,10,26,15,33,T,3,Rain,60
2012-9-4,88,82,75,69,67,65,82,65,48,30.10,30.07,30.03,10,10,10,21,13,30,T,3,Rain,62
2012-9-5,86,80,74,69,67,64,87,69,51,30.12,30.06,30.01,10,10,10,23,13,28,T,4,Rain,58
2012-9-6,89,81,73,70,67,64,79,64,48,30.04,30.00,29.95,10,10,10,22,13,30,T,3,Rain,65
2012-9-7,82,77,72,72,69,66,100,84,67,30.02,29.99,29.94,10,9,4,15,6,20,0.18,6,Rain,37
2012-9-8,85,80,74,72,69,65,82,69,55,30.09,30.03,29.99,10,10,10,16,6,21,0.11,5,Rain,47
2012-9-9,86,79,72,72,69,67,93,74,55,30.12,30.07,30.03,10,10,5,21,7,25,T,4,Rain,56
2012-9-10,86,81,75,69,67,65,82,67,51,30.10,30.06,30.01,10,10,9,23,14,29,T,4,Rain,62
2012-9-11,87,81,75,68,65,63,74,61,48,30.06,30.03,29.98,10,10,10,25,14,32,T,4,Rain,57
2012-9-12,86,80,74,68,65,64,79,64,48,30.06,30.02,29.97,10,10,10,26,13,32,T,5,Rain,59
2012-9-13,86,81,76,67,65,64,74,61,48,30.07,30.03,29.99,10,10,10,24,14,29,T,5,,63
2012-9-14,86,80,73,69,66,63,87,68,48,30.07,30.04,29.98,10,10,10,21,10,26,T,4,Rain,59
2012-9-15,86,80,73,69,67,64,84,66,48,30.07,30.02,29.96,10,10,10,21,8,25,T,4,Rain,52
2012-9-16,88,82,75,67,66,63,74,59,43,30.06,30.03,29.99,10,10,10,21,10,26,0.00,2,Rain,53
2012-9-17,86,80,73,67,66,63,74,60,45,30.04,30.00,29.95,10,10,10,23,10,29,T,3,,56
2012-9-18,86,79,71,69,66,62,84,65,45,30.02,29.97,29.92,10,10,5,21,9,26,0.02,3,Rain,56
2012-9-19,89,81,72,70,68,65,90,68,46,30.04,29.99,29.95,10,10,10,14,6,21,T,3,,18
2012-9-20,83,78,73,73,71,68,93,79,65,30.03,29.99,29.96,10,9,3,12,4,16,0.12,5,Rain,64
2012-9-21,85,78,70,70,68,64,93,74,55,30.04,30.01,29.96,10,10,10,17,6,21,T,3,Rain,71
2012-9-22,87,81,74,68,65,61,74,58,42,30.04,30.01,29.96,10,10,10,23,12,30,T,3,Rain,58
2012-9-23,87,81,75,72,69,66,82,71,59,30.06,30.02,29.99,10,10,9,24,12,31,T,5,Rain,54
2012-9-24,86,81,75,68,66,63,79,65,51,30.08,30.04,29.99,10,10,10,21,11,28,T,4,Rain,41
2012-9-25,87,81,75,66,64,62,74,60,45,30.08,30.03,29.99,10,10,10,21,12,28,T,3,,53
2012-9-26,86,80,74,68,65,63,84,65,45,30.08,30.03,29.97,10,10,10,21,12,26,T,3,Rain,61
2012-9-27,86,81,75,67,64,63,74,61,48,30.07,30.03,30.00,10,10,10,20,11,29,0.00,3,,51
2012-9-28,86,81,75,68,65,62,74,61,48,30.04,30.00,29.94,10,10,10,24,13,30,T,4,,63
2012-9-29,86,80,74,68,65,63,74,61,48,30.03,29.99,29.94,10,10,9,17,9,22,T,5,,66
2012-9-30,83,78,73,68,67,65,84,71,58,30.01,29.97,29.92,10,10,10,13,6,16,T,5,,85
