MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-9-1,80,72,63,58,55,52,72,59,45,30.28,30.01,29.92,10,10,10,24,9,30,0.00,6,,111
2013-9-2,92,76,60,56,52,42,78,49,19,29.98,29.90,29.82,10,10,10,17,7,24,0.00,3,,195
2013-9-3,94,81,68,53,49,45,57,38,19,29.93,29.88,29.83,10,10,10,16,9,22,0.00,4,,227
2013-9-4,93,81,69,57,53,49,57,40,23,30.21,29.98,29.90,10,10,9,36,7,43,T,5,Rain-Thunderstorm,233
2013-9-5,97,80,62,57,50,40,78,47,15,30.18,29.98,29.89,10,10,10,18,6,22,0.00,4,Rain-Thunderstorm,206
2013-9-6,97,79,61,51,46,38,52,33,13,30.10,29.92,29.82,10,10,10,24,8,32,T,3,,288
2013-9-7,95,76,57,50,43,33,72,42,12,29.95,29.88,29.80,10,10,10,18,9,24,0.00,2,,176
2013-9-8,93,75,56,54,45,38,56,36,15,29.95,29.77,29.65,10,10,10,21,8,25,T,3,Rain,254
2013-9-9,85,72,59,59,53,47,90,60,29,30.13,29.82,29.67,10,10,10,29,9,41,0.21,5,Rain-Thunderstorm,352
2013-9-10,71,65,58,61,58,55,97,82,66,30.26,30.08,29.88,10,8,1,20,6,24,0.45,8,Rain-Thunderstorm,5
2013-9-11,72,66,60,61,59,57,97,82,66,30.27,30.13,30.02,10,7,1,22,11,25,0.11,8,Rain-Thunderstorm,82
2013-9-12,64,62,59,62,60,57,100,94,87,30.32,30.18,30.06,10,6,0,24,13,32,1.11,8,Fog-Rain-Thunderstorm,86
2013-9-13,76,68,59,61,59,57,100,77,54,30.22,29.96,29.75,10,7,0,24,10,31,0.38,7,Fog-Rain,151
2013-9-14,79,69,58,61,57,54,97,71,45,30.01,29.87,29.71,10,6,0,31,8,38,2.01,7,Fog-Rain-Thunderstorm,267
2013-9-15,61,58,54,57,55,52,100,92,84,30.32,30.16,29.88,10,6,1,16,9,25,0.38,8,Rain,51
2013-9-16,76,65,53,58,54,52,100,77,53,30.29,30.07,29.91,10,8,0,16,8,25,T,5,Fog,147
2013-9-17,82,70,58,53,48,39,78,51,23,29.92,29.79,29.65,10,10,10,22,11,26,0.00,2,,195
2013-9-18,84,72,60,53,46,41,65,45,24,29.91,29.70,29.60,10,10,10,38,11,47,T,4,Rain-Thunderstorm,246
2013-9-19,66,58,49,47,43,39,86,65,43,30.18,29.96,29.72,10,10,10,18,7,23,T,4,Rain,27
2013-9-20,73,60,47,50,45,40,86,59,31,30.20,30.03,29.90,10,9,0,16,6,20,0.00,3,,213
2013-9-21,81,66,50,48,43,36,89,55,21,29.91,29.77,29.62,10,10,10,20,8,25,0.00,1,,173
2013-9-22,80,68,55,54,46,42,93,61,28,29.69,29.55,29.43,10,9,2,45,12,64,0.18,6,Rain-Thunderstorm,228
2013-9-23,66,58,50,54,43,34,100,66,31,29.94,29.65,29.35,10,8,1,38,15,51,0.64,6,Rain,309
2013-9-24,73,57,41,43,37,32,76,52,27,30.03,29.90,29.70,10,10,10,21,13,33,0.00,1,,164
2013-9-25,82,64,45,45,37,31,76,46,16,29.68,29.49,29.31,10,10,10,32,15,40,0.00,1,,194
2013-9-26,68,57,45,49,44,36,77,58,39,29.67,29.59,29.37,10,10,10,26,8,33,0.00,1,,23
2013-9-27,53,46,39,50,45,37,100,89,77,29.98,29.78,29.60,10,5,0,20,11,24,0.14,7,Fog-Rain,26
2013-9-28,68,53,38,38,31,24,86,55,24,30.09,30.03,29.97,10,10,10,20,8,24,0.00,1,,192
2013-9-29,76,59,41,39,32,26,67,43,19,30.03,29.87,29.77,10,10,10,20,7,24,0.00,5,,201
2013-9-30,82,67,51,48,38,31,63,43,22,29.78,29.70,29.61,10,10,10,17,7,22,0.00,4,,182
