MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-11-1,60,47,34,40,32,27,83,57,31,30.41,30.28,30.07,10,10,4,21,8,29,0.08,4,Rain,333
2010-11-2,68,51,33,31,28,21,82,52,22,30.40,30.33,30.26,10,10,10,18,8,24,0.00,1,,268
2010-11-3,60,51,41,33,29,23,62,47,32,30.55,30.43,30.30,10,10,10,17,7,21,0.00,3,,359
2010-11-4,59,43,27,23,17,11,69,42,15,30.50,30.37,30.20,10,10,10,14,7,15,0.00,2,,165
2010-11-5,74,55,35,18,14,7,47,28,8,30.17,30.08,29.94,10,10,10,22,10,28,0.00,1,,207
2010-11-6,77,62,46,19,16,9,28,18,7,30.11,29.97,29.90,10,10,10,20,11,26,0.00,2,,194
2010-11-7,70,55,39,28,18,14,37,26,15,29.95,29.86,29.77,10,10,10,30,11,38,0.00,3,,261
2010-11-8,75,54,32,22,17,12,44,28,11,29.84,29.62,29.39,10,10,10,22,10,32,0.00,3,,195
2010-11-9,58,42,26,34,28,16,92,56,19,29.85,29.68,29.36,10,6,0,30,11,36,0.15,7,Fog-Snow,37
2010-11-10,44,32,20,29,24,17,92,68,43,30.04,29.95,29.84,10,10,9,13,7,18,T,5,Snow,149
2010-11-11,34,30,25,30,28,23,92,84,75,30.41,30.20,30.04,10,6,0,18,7,21,T,7,Fog-Snow,7
2010-11-12,44,32,19,26,20,10,96,61,25,30.40,30.35,30.27,10,8,3,13,6,16,0.00,3,,201
2010-11-13,43,32,21,27,23,15,92,67,41,30.35,30.17,30.08,10,7,0,22,8,25,T,6,Fog-Snow,118
2010-11-14,45,33,20,25,20,15,92,63,33,30.07,29.96,29.67,10,5,0,15,9,20,0.00,6,Fog,142
2010-11-15,44,37,29,31,27,17,89,68,47,29.95,29.81,29.62,10,5,0,16,7,23,0.09,7,Fog-Snow,273
2010-11-16,60,45,30,34,27,16,69,44,19,29.89,29.68,29.40,10,7,1,45,14,55,T,6,Rain-Snow,296
2010-11-17,36,30,23,28,22,19,85,74,63,30.30,30.20,29.89,10,10,10,24,11,29,0.00,4,,145
2010-11-18,62,45,27,36,19,11,63,39,14,30.17,29.94,29.75,10,10,10,22,10,30,0.00,6,,190
2010-11-19,59,42,25,30,21,8,85,51,17,29.90,29.82,29.73,20,10,2,17,9,20,0.00,6,,318
2010-11-20,37,32,26,30,26,19,92,87,82,29.88,29.74,29.64,9,2,0,16,5,21,0.00,6,Fog,11
2010-11-21,54,38,22,27,23,17,92,61,29,29.75,29.63,29.52,10,4,0,24,10,28,0.02,6,Fog-Snow,63
2010-11-22,43,32,20,23,8,-6,88,51,13,29.96,29.80,29.66,10,10,6,33,12,34,0.00,3,,239
2010-11-23,54,36,17,9,3,-4,56,33,10,29.95,29.68,29.37,10,10,10,28,14,35,0.00,1,,197
2010-11-24,41,24,6,16,8,-1,77,51,25,29.90,29.61,29.33,10,10,5,25,12,35,T,3,Snow,122
2010-11-25,40,22,4,-2,-10,-18,76,43,9,30.10,29.99,29.87,10,10,10,20,8,24,0.00,0,,260
2010-11-26,51,31,11,13,7,-6,60,40,20,30.21,30.13,30.05,10,10,10,24,7,30,0.01,1,,224
2010-11-27,56,39,21,12,10,6,65,40,15,30.04,29.78,29.47,10,10,9,20,9,81,0.00,3,,237
2010-11-28,55,41,26,28,16,-6,92,51,9,29.48,29.38,29.16,10,8,2,30,11,36,T,6,Snow,325
2010-11-29,31,24,17,19,8,2,88,60,31,30.26,29.95,29.52,10,10,10,38,20,47,0.00,5,,355
2010-11-30,43,26,8,8,0,-11,67,39,10,30.27,30.15,30.04,10,10,10,24,11,31,0.00,2,,242
