MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-4-1,68,62,55,31,24,14,36,25,13,29.90,29.81,29.68,10,10,10,24,10,30,0.00,4,,253
2010-4-2,70,60,50,38,27,15,50,31,12,30.07,29.97,29.91,10,10,10,14,4,17,0.00,4,,214
2010-4-3,79,66,53,39,30,23,47,30,13,29.92,29.84,29.73,10,10,10,13,5,17,0.00,3,,113
2010-4-4,83,69,55,42,34,27,55,34,13,29.89,29.82,29.76,10,10,10,13,6,20,0.00,0,,102
2010-4-5,81,70,58,41,35,27,51,33,15,29.89,29.85,29.81,10,10,10,28,11,35,0.00,1,,241
2010-4-6,78,68,57,43,21,0,53,29,5,30.05,29.96,29.90,10,10,10,24,9,33,0.00,1,,272
2010-4-7,77,68,59,33,13,8,20,14,7,30.10,30.01,29.93,10,10,10,20,8,25,0.00,0,,338
2010-4-8,86,71,56,37,22,12,47,27,7,29.95,29.84,29.73,10,10,10,17,5,20,0.00,0,,272
2010-4-9,86,72,57,36,24,12,40,24,7,29.86,29.78,29.73,10,10,10,14,5,18,0.00,0,,68
2010-4-10,88,73,58,34,24,13,34,21,7,29.95,29.86,29.81,10,10,10,16,8,24,0.00,4,,115
2010-4-11,89,74,59,38,25,16,42,25,7,29.99,29.90,29.80,10,10,10,21,7,39,0.00,3,,119
2010-4-12,83,72,61,43,29,20,39,26,12,29.85,29.78,29.69,10,10,10,26,13,33,0.00,2,,243
2010-4-13,75,67,58,36,31,23,40,28,16,29.88,29.83,29.78,10,10,10,18,7,22,0.00,3,,270
2010-4-14,83,70,56,44,32,23,51,32,12,29.92,29.86,29.82,10,10,10,14,4,17,0.00,2,,211
2010-4-15,91,75,59,45,31,22,52,30,8,29.97,29.90,29.84,10,10,10,10,4,17,0.00,3,,158
2010-4-16,85,75,64,42,35,28,40,27,13,29.92,29.85,29.80,10,10,10,15,5,20,0.00,5,,243
2010-4-17,90,75,60,39,34,26,43,27,11,29.89,29.81,29.75,10,10,10,12,3,15,0.00,5,,195
2010-4-18,96,82,68,39,29,20,32,19,6,29.86,29.78,29.70,10,10,10,13,7,13,0.00,4,,182
2010-4-19,88,78,68,49,36,28,35,24,13,29.88,29.81,29.76,10,10,2,13,4,16,0.00,4,,207
2010-4-20,89,78,66,47,44,40,48,35,22,29.88,29.77,29.65,10,10,10,18,6,24,0.00,3,,146
2010-4-21,77,68,58,48,33,14,52,33,13,29.70,29.65,29.62,10,10,10,28,13,38,0.00,5,,244
2010-4-22,67,60,53,43,33,26,57,42,26,29.78,29.72,29.68,10,10,10,21,6,26,0.04,7,Rain,205
2010-4-23,72,62,52,44,38,30,77,50,22,29.92,29.84,29.77,10,10,10,21,8,26,0.00,5,,231
2010-4-24,81,69,56,43,39,33,61,40,18,30.03,29.95,29.87,10,10,10,16,5,22,0.00,1,,256
2010-4-25,89,74,59,43,33,20,51,30,8,29.99,29.89,29.80,10,10,10,16,5,21,0.00,0,,185
2010-4-26,92,77,62,46,33,25,45,27,9,29.85,29.77,29.67,10,10,10,15,4,20,0.00,3,,133
2010-4-27,95,80,64,47,32,23,44,26,8,29.82,29.76,29.71,10,10,10,21,8,25,0.00,4,,228
2010-4-28,91,80,68,43,34,25,29,20,11,29.78,29.69,29.57,10,10,10,25,12,32,0.00,4,,246
2010-4-29,73,66,59,35,25,15,36,24,12,29.70,29.65,29.61,10,10,10,32,16,39,0.00,1,,265
2010-4-30,74,63,52,29,21,12,38,24,10,29.76,29.71,29.65,10,10,10,20,8,26,0.00,2,,263
