EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-1-1,41,37,32,34,31,29,96,83,70,29.99,29.88,29.72,10,6,1,20,5,23,0.04,7,Rain-Snow,300
2010-1-2,33,25,17,27,13,3,89,68,46,29.70,29.67,29.62,10,9,5,35,24,45,0.01,6,Snow,312
2010-1-3,24,21,18,10,6,3,62,53,44,29.64,29.55,29.47,10,9,3,41,25,47,T,6,Snow,307
2010-1-4,32,26,20,11,9,7,62,53,43,29.76,29.71,29.66,10,10,10,24,18,31,0.00,4,,307
2010-1-5,32,27,21,13,11,9,62,53,43,29.76,29.73,29.68,10,10,10,52,16,75,0.00,4,,313
2010-1-6,36,31,26,18,14,11,63,52,40,29.80,29.73,29.68,10,10,10,26,18,33,0.00,5,,312
2010-1-7,40,35,29,23,21,18,69,59,48,29.91,29.87,29.79,10,10,10,24,13,30,0.00,4,,305
2010-1-8,33,28,23,26,21,8,92,69,46,29.90,29.77,29.68,10,8,2,30,14,39,0.03,6,Snow,276
2010-1-9,32,26,19,9,4,-2,62,45,28,30.20,30.06,29.91,10,10,10,24,16,28,0.00,0,,327
2010-1-10,30,22,14,6,0,-3,51,39,27,30.29,30.23,30.20,10,10,10,18,12,23,0.00,2,,325
2010-1-11,32,27,21,14,10,7,57,47,36,30.21,30.14,30.09,10,10,10,15,10,24,0.00,4,,280
2010-1-12,37,31,24,16,13,6,58,49,39,30.15,30.06,29.99,10,10,10,30,14,37,0.00,4,,316
2010-1-13,36,30,24,20,13,5,59,50,41,30.23,30.18,30.14,10,10,10,24,13,30,0.00,6,,294
2010-1-14,39,32,25,28,21,18,82,65,47,30.29,30.24,30.19,10,10,10,13,5,16,0.00,1,,230
2010-1-15,50,39,27,28,26,23,85,64,42,30.22,30.15,30.07,10,10,10,24,11,28,0.00,6,,271
2010-1-16,49,41,33,32,27,25,76,59,42,30.22,30.17,30.10,10,10,10,18,11,24,0.00,6,,280
2010-1-17,42,37,31,38,33,27,92,78,64,30.13,29.92,29.52,10,6,2,28,12,37,0.64,8,Rain,64
2010-1-18,50,43,36,36,34,32,92,74,56,29.95,29.71,29.44,10,9,4,30,15,38,0.02,6,Rain,351
2010-1-19,46,40,33,37,34,30,92,77,62,29.96,29.91,29.84,10,8,6,16,6,22,T,6,,208
2010-1-20,44,39,33,30,23,19,82,60,37,30.08,29.96,29.88,10,10,10,21,11,26,0.00,2,,327
2010-1-21,43,36,29,26,22,18,75,56,36,30.26,30.18,30.09,10,10,10,14,5,16,0.00,3,,358
2010-1-22,45,39,32,25,18,12,69,49,28,30.12,29.98,29.87,10,10,10,20,11,25,0.00,6,,28
2010-1-23,42,34,26,23,19,12,75,53,30,30.32,30.25,30.13,10,10,10,14,6,18,0.00,1,,31
2010-1-24,49,38,27,45,34,21,93,84,75,30.28,30.12,29.88,10,10,9,20,8,25,T,7,Rain,106
2010-1-25,53,49,45,52,47,35,100,86,71,29.85,29.43,29.26,10,4,0,41,22,52,0.85,7,Fog-Rain,177
2010-1-26,47,41,35,34,25,16,79,59,39,29.86,29.68,29.46,10,10,10,26,16,35,0.01,5,Rain,269
2010-1-27,42,36,30,22,18,17,63,52,41,30.17,30.06,29.88,10,10,10,22,12,25,0.00,2,,275
2010-1-28,43,32,20,31,22,-7,92,60,28,30.19,30.04,29.87,10,7,1,40,16,49,0.08,5,Snow,250
2010-1-29,25,21,16,-1,-3,-6,43,36,29,30.31,30.26,30.19,10,10,10,33,20,44,0.00,3,,308
2010-1-30,20,17,14,1,-2,-7,46,40,33,30.31,30.18,29.99,10,10,10,25,14,30,0.00,7,,350
2010-1-31,30,23,15,8,1,-3,47,38,29,30.14,30.09,29.98,10,10,10,21,13,26,0.00,3,,309
