HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-10-1,86,80,73,69,68,67,82,69,55,30.02,29.98,29.93,10,10,10,22,10,28,0.00,4,,69
2013-10-2,86,81,75,69,67,65,76,64,51,29.99,29.96,29.91,10,10,10,22,11,26,0.00,5,,66
2013-10-3,88,82,75,67,66,63,74,60,45,29.99,29.95,29.91,10,10,10,21,9,26,0.00,5,,59
2013-10-4,86,81,75,67,66,63,74,60,45,30.01,29.97,29.93,10,10,10,22,11,28,T,3,Rain,63
2013-10-5,86,79,72,68,65,63,84,68,51,30.01,29.98,29.94,10,10,10,26,12,31,0.02,4,,59
2013-10-6,83,79,75,69,66,64,74,66,58,30.01,29.98,29.93,10,10,7,24,11,31,T,5,Rain,62
2013-10-7,87,80,72,68,66,64,90,71,51,30.06,30.01,29.97,10,10,10,22,10,29,0.00,3,,62
2013-10-8,85,79,73,68,66,64,84,70,55,30.07,30.04,30.01,10,10,9,23,12,28,T,4,Rain,56
2013-10-9,86,81,75,67,65,63,74,63,51,30.05,30.01,29.96,10,10,10,24,13,32,0.00,4,,65
2013-10-10,88,80,71,68,66,63,84,65,45,30.01,29.97,29.92,10,10,10,21,9,25,0.00,3,,65
2013-10-11,86,79,72,73,68,66,84,72,59,30.03,29.97,29.92,10,10,10,13,5,16,0.00,3,Thunderstorm,266
2013-10-12,84,78,72,72,70,67,87,73,58,30.02,29.99,29.95,10,10,10,12,4,15,0.00,5,,163
2013-10-13,85,79,72,72,67,36,84,71,58,30.00,29.96,29.92,10,10,10,16,5,20,T,5,Rain-Thunderstorm,84
2013-10-14,85,78,71,70,68,67,93,77,61,29.98,29.94,29.91,10,10,2,20,6,24,0.14,4,Rain-Thunderstorm,330
2013-10-15,84,76,69,69,67,65,90,72,53,29.99,29.94,29.89,10,10,10,12,5,,0.00,2,,337
