EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-12-1,43,35,26,29,26,18,92,68,43,30.45,30.27,30.19,10,8,2,15,8,17,0.00,6,Snow,199
2011-12-2,40,36,31,32,29,26,96,78,59,30.53,30.38,30.24,10,7,2,15,5,21,0.09,6,Snow,270
2011-12-3,48,39,29,37,33,27,89,75,61,30.51,30.37,30.18,10,8,4,16,7,22,T,7,,150
2011-12-4,51,47,43,48,43,32,93,74,54,30.19,30.10,30.04,10,8,3,24,14,31,0.29,8,Rain,196
2011-12-5,46,40,33,43,35,30,96,91,85,30.26,30.21,30.17,10,4,1,16,9,21,0.62,8,Rain-Snow,342
2011-12-6,37,35,32,30,29,28,89,83,76,30.22,30.17,30.09,10,10,8,13,8,21,T,8,Snow,328
2011-12-7,37,33,28,29,24,18,85,68,51,30.09,30.00,29.91,10,9,5,16,8,21,T,6,Snow,273
2011-12-8,37,32,26,26,24,19,85,73,61,30.21,30.15,30.02,10,9,7,18,11,23,0.00,7,,214
2011-12-9,33,27,21,29,25,14,92,77,62,30.37,30.20,30.14,10,5,1,16,8,23,0.05,7,Snow,222
2011-12-10,30,24,17,15,12,7,80,63,46,30.51,30.45,30.36,10,9,6,17,9,22,0.00,0,,222
2011-12-11,36,28,19,22,17,11,75,64,52,30.55,30.50,30.44,10,10,10,17,10,22,0.00,1,,186
2011-12-12,43,33,22,23,20,16,81,60,39,30.49,30.45,30.41,10,10,7,12,5,14,0.00,1,,186
2011-12-13,43,34,24,33,27,20,84,69,53,30.47,30.42,30.35,9,6,4,9,3,12,0.01,8,,174
2011-12-14,55,46,37,52,40,33,100,93,85,30.35,30.12,29.82,5,2,1,30,10,33,0.56,8,Rain,158
2011-12-15,57,47,37,55,46,24,100,80,59,30.04,29.73,29.63,10,7,2,32,21,46,0.31,8,Rain,220
2011-12-16,37,34,31,22,21,18,69,60,51,30.31,30.26,30.08,10,10,10,30,11,40,0.00,8,,280
2011-12-17,31,30,28,28,24,19,85,74,63,30.31,30.24,30.16,10,5,1,13,5,15,0.03,8,Snow,234
2011-12-18,38,34,30,29,27,25,85,75,64,30.22,30.15,29.99,10,7,5,17,9,21,T,7,Snow,206
2011-12-19,53,44,35,38,34,24,76,68,59,30.17,29.98,29.88,10,9,4,22,14,26,T,7,Rain,264
2011-12-20,38,36,33,36,27,21,92,77,61,30.20,30.08,29.89,10,10,4,16,5,20,T,8,Rain,51
2011-12-21,49,44,38,45,40,36,100,88,76,29.93,29.72,29.56,10,4,0,20,6,24,0.10,8,Fog-Rain,292
2011-12-22,43,40,36,40,36,32,92,80,67,30.10,30.04,29.92,10,8,4,12,6,14,0.05,8,Rain,262
2011-12-23,36,31,25,34,19,13,92,69,45,30.35,30.25,30.09,10,9,2,20,8,23,0.01,7,Snow,326
2011-12-24,37,31,25,27,25,23,92,78,64,30.40,30.31,30.17,10,8,2,17,7,21,0.01,6,Snow,168
2011-12-25,47,40,32,28,27,26,78,64,49,30.20,30.07,29.92,10,10,9,26,15,35,0.00,6,,243
2011-12-26,45,38,31,28,26,23,78,64,49,30.33,30.19,29.96,10,10,10,24,10,29,0.00,5,,206
2011-12-27,36,34,31,34,31,24,96,86,75,29.92,29.58,29.41,10,4,0,29,9,39,0.28,8,Rain-Snow,243
2011-12-28,31,27,23,21,14,8,78,60,42,30.04,29.94,29.70,10,10,10,29,10,38,0.00,6,,288
2011-12-29,40,32,24,35,30,17,89,79,68,29.97,29.73,29.60,10,6,1,12,6,22,0.04,8,Rain-Snow,147
2011-12-30,46,40,33,45,38,32,96,91,85,29.79,29.66,29.54,10,6,2,15,7,18,0.33,8,Rain,147
2011-12-31,44,41,37,41,35,33,92,86,79,30.04,29.89,29.62,10,7,4,18,8,25,0.01,8,Rain,237
