EDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-6-1,75,61,46,56,45,35,77,56,34,30.17,30.09,30.02,10,10,10,12,5,18,0.00,3,,147
2009-6-2,87,73,59,65,61,54,90,69,47,30.02,29.98,29.93,10,10,10,17,5,22,0.00,6,,222
2009-6-3,83,73,62,67,64,61,100,77,54,30.03,29.97,29.89,10,6,2,17,6,24,1.10,7,Rain-Thunderstorm,83
2009-6-4,64,61,58,59,57,54,97,85,72,30.01,29.98,29.95,10,5,1,13,7,17,0.63,8,Rain,49
2009-6-5,62,61,59,61,58,57,97,94,90,29.97,29.86,29.81,10,6,3,15,8,18,0.64,8,Rain,46
2009-6-6,76,68,59,61,58,57,93,74,54,30.03,29.96,29.88,10,8,3,9,3,17,0.00,6,,319
2009-6-7,81,68,55,62,60,56,100,73,45,30.06,30.01,29.94,10,8,2,13,4,18,0.00,4,,206
2009-6-8,84,74,64,70,66,62,93,74,55,29.98,29.93,29.88,10,8,4,10,3,15,0.00,5,,136
2009-6-9,86,75,64,72,66,57,90,75,59,29.93,29.88,29.82,10,7,1,30,6,40,0.37,7,Rain-Thunderstorm,229
2009-6-10,80,70,60,68,64,58,97,80,62,29.92,29.89,29.86,10,8,2,13,4,17,0.15,7,Rain-Thunderstorm,240
2009-6-11,76,72,67,70,67,64,100,91,82,29.89,29.83,29.73,6,3,1,14,5,16,0.20,8,Rain,90
2009-6-12,85,77,69,70,66,61,100,76,51,29.84,29.74,29.70,10,10,6,13,5,18,0.02,6,Rain,276
2009-6-13,82,74,65,67,64,62,87,71,54,29.90,29.86,29.83,10,10,5,20,4,23,0.05,5,Rain-Thunderstorm,85
2009-6-14,81,72,62,67,60,48,93,63,33,29.97,29.92,29.88,10,8,4,12,5,20,0.00,5,Rain-Thunderstorm,340
2009-6-15,81,71,61,66,63,56,100,73,45,30.03,30.00,29.97,10,7,0,16,4,21,0.00,6,Fog,143
2009-6-16,73,67,61,66,60,55,93,79,64,30.23,30.12,30.02,10,9,7,18,10,22,T,8,Rain-Thunderstorm,96
2009-6-17,66,64,61,62,58,55,93,86,78,30.21,30.14,30.01,10,9,2,16,9,20,0.16,8,Rain,105
2009-6-18,79,72,64,72,66,61,93,81,68,29.98,29.85,29.76,10,6,0,12,5,18,1.77,7,Fog-Rain-Thunderstorm,176
2009-6-19,83,72,60,66,61,58,93,70,47,29.86,29.81,29.77,10,10,7,16,5,22,0.00,5,,304
2009-6-20,86,76,66,74,67,62,93,72,51,29.78,29.63,29.50,10,7,1,24,6,33,0.32,6,Rain,236
2009-6-21,79,74,68,64,61,58,84,68,52,29.68,29.63,29.53,10,10,10,17,9,24,0.00,4,,313
2009-6-22,79,74,68,63,60,58,84,68,52,29.71,29.67,29.62,10,10,10,17,9,24,0.00,5,,341
2009-6-23,84,75,66,63,61,59,81,64,47,29.79,29.76,29.72,10,10,10,14,5,22,0.00,5,,348
2009-6-24,87,76,64,63,60,58,81,62,43,29.81,29.79,29.77,10,10,10,14,5,21,0.00,4,,321
2009-6-25,89,76,63,65,61,58,87,62,36,29.85,29.80,29.75,10,10,10,9,3,18,0.00,4,,282
2009-6-26,89,78,67,68,66,64,84,65,46,29.78,29.72,29.66,10,9,6,13,5,17,0.00,6,Thunderstorm,256
2009-6-27,85,76,67,67,61,56,90,65,40,29.78,29.75,29.71,10,10,7,16,6,22,0.00,4,,311
2009-6-28,80,71,61,63,60,58,87,70,52,29.76,29.69,29.61,10,10,9,13,3,16,T,6,Rain,289
2009-6-29,84,73,62,63,57,52,93,64,34,29.59,29.55,29.50,10,9,7,20,6,25,0.00,2,Fog,266
2009-6-30,87,74,61,66,60,55,90,63,35,29.64,29.56,29.51,10,9,2,20,5,29,0.11,4,Rain,243
