HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-2-1,82,74,66,64,61,57,87,66,45,30.07,30.01,29.93,10,10,10,16,7,22,0.00,4,,21
2012-2-2,81,76,70,62,59,57,70,58,45,30.06,30.03,29.99,10,10,10,18,12,23,0.00,3,,67
2012-2-3,79,69,58,63,61,58,100,75,50,30.03,29.97,29.91,10,10,10,15,6,18,0.00,2,,284
2012-2-4,80,68,55,68,64,58,100,79,58,29.93,29.86,29.80,10,10,10,24,7,30,0.00,3,,271
2012-2-5,83,74,66,68,64,63,90,72,54,29.93,29.86,29.80,10,10,10,23,6,28,T,3,,313
2012-2-6,72,68,63,69,66,63,100,89,78,29.95,29.91,29.86,10,8,1,12,4,14,0.28,6,Rain,286
2012-2-7,78,70,62,74,68,61,97,86,74,29.96,29.88,29.83,10,8,2,29,15,39,0.28,6,Rain,253
2012-2-8,78,72,65,62,54,49,78,58,38,30.14,30.04,29.96,10,10,10,26,13,37,T,4,Rain,345
2012-2-9,78,69,60,61,57,54,93,70,46,30.27,30.18,30.12,10,10,10,20,9,26,0.00,2,,28
2012-2-10,80,73,66,65,60,57,81,63,45,30.27,30.22,30.15,10,10,10,24,11,30,0.00,2,,58
2012-2-11,82,74,66,67,64,61,100,74,47,30.26,30.22,30.17,10,10,9,21,8,26,T,3,,65
2012-2-12,82,74,65,70,67,64,100,79,58,30.25,30.20,30.14,10,10,10,18,7,21,T,3,,60
2012-2-13,82,76,69,70,66,62,97,74,51,30.22,30.15,30.08,10,10,10,15,7,21,0.00,3,,61
2012-2-14,81,73,64,70,67,63,97,78,58,30.15,30.12,30.07,10,10,10,15,4,18,0.00,3,,309
2012-2-15,83,76,68,70,68,65,97,80,62,30.20,30.13,30.09,10,10,10,17,6,22,T,3,,76
2012-2-16,82,77,71,68,64,62,84,69,54,30.22,30.18,30.13,10,10,10,22,12,28,T,3,,58
2012-2-17,82,77,71,65,61,58,79,62,45,30.24,30.18,30.13,10,10,9,28,16,35,T,3,Rain,60
2012-2-18,81,76,70,64,62,60,84,68,51,30.21,30.15,30.09,10,10,10,29,17,37,T,3,,60
2012-2-19,82,76,70,64,62,59,79,64,49,30.14,30.10,30.04,10,10,9,26,16,35,0.01,3,Rain,64
2012-2-20,83,77,71,62,61,59,73,60,47,30.13,30.09,30.02,10,10,10,23,13,30,T,3,Rain,62
2012-2-21,82,76,70,63,62,60,73,62,51,30.15,30.10,30.05,10,10,10,25,11,32,T,3,,65
2012-2-22,83,77,71,67,63,60,68,58,47,30.11,30.07,30.01,10,9,2,22,13,29,T,4,Rain,60
2012-2-23,81,76,70,65,63,62,79,67,54,30.05,30.00,29.93,10,10,7,21,12,29,T,3,Rain,69
2012-2-24,80,75,70,66,64,62,84,71,58,30.01,29.97,29.92,10,10,10,17,6,21,0.00,3,,79
2012-2-25,79,74,68,67,65,63,87,75,62,30.03,29.99,29.95,10,10,10,13,4,16,T,4,Rain,70
2012-2-26,79,75,70,65,64,62,79,69,58,30.11,30.01,29.96,10,10,2,17,8,23,T,5,Rain,44
2012-2-27,81,76,70,64,62,60,73,64,54,30.09,30.05,29.99,10,10,10,20,11,25,0.00,3,,64
2012-2-28,82,76,69,65,62,61,78,65,51,30.10,30.06,30.02,10,10,10,22,11,28,T,3,,67
2012-2-29,79,75,71,68,63,62,84,71,58,30.09,30.06,30.02,10,10,7,17,10,22,0.02,5,,66
