MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-4-1,45,34,23,32,24,16,88,62,36,29.89,29.60,29.39,10,8,0,31,14,36,0.01,6,Snow,14
2009-4-2,55,38,21,26,19,12,88,56,24,29.88,29.73,29.56,10,10,10,18,9,23,0.00,3,,212
2009-4-3,64,47,30,36,28,23,92,58,23,29.52,29.38,29.23,10,10,10,33,12,40,0.02,5,,298
2009-4-4,32,27,21,34,24,16,100,84,68,30.28,29.74,29.38,10,3,1,52,28,63,0.03,8,Snow,354
2009-4-5,35,27,19,27,18,14,84,70,56,30.53,30.38,30.21,10,6,1,28,11,35,T,7,Snow,20
2009-4-6,48,32,16,23,17,10,84,58,31,30.50,30.39,30.17,10,10,10,17,7,21,0.00,0,,137
2009-4-7,70,48,25,24,10,-3,57,32,6,30.15,29.98,29.86,10,10,10,22,11,26,0.00,1,,236
2009-4-8,76,54,32,25,20,11,64,37,9,29.85,29.57,29.32,10,10,10,30,10,41,0.00,4,,230
2009-4-9,54,41,28,33,28,21,85,57,29,29.96,29.66,29.37,10,10,7,28,13,33,0.00,5,,61
2009-4-10,64,44,23,31,27,21,92,57,21,30.04,29.94,29.83,10,9,5,28,12,33,0.00,4,,157
2009-4-11,61,48,34,45,33,28,82,61,40,29.85,29.75,29.62,10,10,7,38,18,48,0.03,5,Rain,186
2009-4-12,45,41,36,40,37,34,92,83,73,30.08,29.89,29.69,10,6,2,28,11,32,0.08,8,Rain,346
2009-4-13,65,48,31,38,29,18,100,58,16,30.07,29.93,29.80,10,8,4,15,6,21,0.00,5,,219
2009-4-14,71,54,36,32,26,21,58,38,17,29.81,29.66,29.52,10,10,10,24,12,33,0.00,5,,195
2009-4-15,74,57,39,36,28,20,79,47,15,29.66,29.50,29.41,10,10,10,33,15,49,0.00,4,,187
2009-4-16,45,40,35,40,37,35,100,92,71,30.06,29.87,29.60,10,5,0,24,14,32,0.51,7,Fog-Rain-Thunderstorm,330
2009-4-17,43,38,32,43,36,32,100,96,92,30.13,30.04,29.97,10,3,0,28,14,33,1.16,8,Fog-Rain-Snow-Thunderstorm,347
2009-4-18,40,36,32,37,35,32,100,96,92,30.30,30.12,30.01,10,4,0,30,16,35,0.66,8,Fog-Rain-Snow,348
2009-4-19,58,46,33,38,33,28,92,63,33,30.38,30.27,30.14,10,10,6,16,10,22,0.00,3,,217
2009-4-20,69,54,39,40,32,27,76,50,24,30.19,30.09,30.03,10,10,10,16,8,17,0.00,3,,237
2009-4-21,71,57,42,41,34,31,67,46,24,30.10,30.01,29.89,10,10,10,15,8,20,0.00,2,,196
2009-4-22,75,61,46,34,30,22,58,37,16,29.90,29.81,29.72,10,10,10,28,11,32,0.00,3,,227
2009-4-23,79,64,51,32,28,23,44,28,13,29.72,29.63,29.53,10,10,10,31,15,39,0.00,3,,210
2009-4-24,70,55,40,43,35,27,79,53,26,29.76,29.60,29.51,10,10,10,25,15,30,0.00,6,,97
2009-4-25,52,45,38,38,35,33,86,71,56,29.99,29.83,29.66,10,10,8,20,10,23,0.00,7,,100
2009-4-26,59,46,33,38,33,23,92,60,27,30.01,29.76,29.58,10,8,2,26,9,32,0.27,7,Rain-Snow,353
2009-4-27,45,38,31,36,32,30,100,83,65,30.17,30.08,29.94,10,4,0,20,10,23,0.33,8,Fog-Snow,89
2009-4-28,70,55,40,46,40,35,89,60,30,30.12,29.89,29.70,10,10,8,32,15,39,0.00,5,,185
2009-4-29,71,57,43,44,35,25,66,42,18,29.84,29.75,29.69,10,10,10,26,12,33,0.00,2,,70
2009-4-30,62,51,39,42,38,34,86,66,46,30.11,29.95,29.84,10,10,10,22,11,28,0.00,5,,54
