MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-1-1,54,45,36,23,17,8,56,39,21,29.75,29.68,29.60,10,10,10,31,7,41,0.00,6,,137
2009-1-2,63,48,32,23,20,14,54,34,14,29.69,29.51,29.30,10,10,10,32,14,37,0.00,5,,211
2009-1-3,45,31,16,25,18,9,92,66,40,30.20,29.74,29.29,10,9,1,22,11,30,T,6,Snow,43
2009-1-4,24,17,10,10,8,6,84,67,50,30.38,30.28,30.16,10,10,6,20,9,30,T,5,Snow,161
2009-1-5,47,27,7,11,5,-6,84,48,11,30.13,29.74,29.51,10,10,10,36,12,46,0.00,4,,248
2009-1-6,42,33,24,14,9,4,50,35,20,29.73,29.66,29.53,10,10,10,24,9,31,0.00,5,,289
2009-1-7,55,41,27,23,20,14,48,37,26,30.34,29.66,29.53,10,10,2,31,16,39,0.00,6,,275
2009-1-8,63,47,30,25,21,17,59,40,20,29.84,29.71,29.57,10,10,10,31,13,36,0.00,3,,241
2009-1-9,44,32,19,26,20,14,84,59,33,30.35,30.00,29.58,10,10,10,37,14,46,0.00,3,,19
2009-1-10,44,32,20,13,11,8,71,48,24,30.30,30.28,30.24,10,10,10,18,10,23,0.00,4,,242
2009-1-11,47,33,18,22,15,11,74,50,26,30.30,30.15,29.99,10,10,10,24,12,33,0.00,5,,244
2009-1-12,39,26,13,28,19,8,92,66,40,30.45,30.26,29.96,10,6,0,33,14,39,0.03,6,Fog-Snow,351
2009-1-13,48,32,15,24,19,11,74,56,38,30.24,30.11,30.02,10,10,10,24,11,30,0.00,4,,243
2009-1-14,45,35,25,27,24,19,92,71,49,30.29,30.19,30.06,10,8,0,17,9,21,0.00,4,,112
2009-1-15,47,35,23,30,25,21,100,70,40,30.44,30.34,30.24,10,3,0,18,7,22,0.00,3,Fog,157
2009-1-16,61,46,31,22,16,10,63,39,14,30.34,30.22,30.11,10,10,10,17,11,20,0.00,0,,230
2009-1-17,57,41,24,20,15,10,74,45,16,30.41,30.27,30.15,10,10,10,17,7,21,0.00,2,,190
2009-1-18,62,47,31,14,9,0,43,26,9,30.39,30.28,30.19,10,10,10,29,13,33,0.00,3,,270
2009-1-19,64,49,33,15,10,3,40,25,9,30.34,30.25,30.16,10,10,10,43,14,49,0.00,2,,346
2009-1-20,67,49,30,19,8,-4,53,30,6,30.36,30.21,30.06,10,10,10,16,11,22,0.00,0,,237
2009-1-21,71,56,41,19,3,-9,25,15,4,30.07,29.95,29.84,10,10,10,22,11,26,0.00,2,,243
2009-1-22,67,52,37,32,24,10,62,43,23,29.86,29.82,29.76,10,10,10,29,11,35,0.00,6,,256
2009-1-23,45,31,17,31,19,13,92,73,53,30.43,30.21,29.86,10,9,2,20,12,23,T,7,Snow,85
2009-1-24,42,30,17,24,19,14,92,69,46,30.32,30.07,29.88,10,9,6,18,6,21,T,6,,36
2009-1-25,18,15,11,16,12,9,96,88,80,30.08,29.95,29.81,10,3,0,15,8,17,0.06,8,Fog-Snow,31
2009-1-26,13,8,2,9,5,-1,91,84,76,30.31,30.03,29.83,7,2,0,18,10,21,0.04,8,Fog-Snow,345
2009-1-27,26,8,-11,11,-1,-11,95,69,42,30.32,30.16,30.01,10,7,2,15,7,17,T,3,Snow,232
2009-1-28,39,30,21,17,12,8,55,44,32,30.14,30.02,29.86,10,10,10,32,11,38,0.00,5,,300
2009-1-29,36,25,13,12,8,5,67,50,32,30.28,30.22,30.15,10,10,10,13,6,17,0.00,2,,231
2009-1-30,55,40,25,19,15,11,55,37,19,30.30,30.23,30.05,10,10,10,18,11,23,0.00,2,,207
2009-1-31,63,48,33,14,7,0,40,24,8,30.02,29.87,29.75,10,10,10,32,15,37,0.00,3,,261
