MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-6-1,100,87,74,36,30,24,22,15,7,29.79,29.73,29.66,10,10,10,15,7,20,0.00,3,,75
2009-6-2,102,90,77,39,31,20,25,16,7,29.83,29.77,29.72,10,10,10,18,6,22,0.00,2,,229
2009-6-3,106,91,76,34,21,9,21,12,3,29.87,29.80,29.72,10,10,10,13,5,20,0.00,3,,102
2009-6-4,107,93,78,40,25,17,17,11,4,29.85,29.76,29.69,10,10,10,23,7,32,0.00,6,,150
2009-6-5,95,88,80,43,32,20,24,16,8,29.80,29.75,29.72,10,10,10,23,11,29,0.00,5,,249
2009-6-6,91,81,70,38,31,25,31,21,11,29.80,29.75,29.70,10,10,10,23,8,29,0.00,4,,271
2009-6-7,92,80,68,38,33,29,31,21,11,29.83,29.76,29.70,10,10,10,15,4,24,0.00,4,,334
2009-6-8,93,84,74,41,34,29,29,21,12,29.79,29.74,29.70,10,10,10,18,6,23,0.00,6,,192
2009-6-9,96,85,74,36,34,31,23,17,11,29.80,29.73,29.67,10,10,10,20,8,24,0.00,7,,193
2009-6-10,95,83,71,51,41,31,49,31,12,29.81,29.75,29.70,10,10,10,0,9,33,T,4,Rain,183
2009-6-11,93,83,73,47,34,25,32,21,9,29.85,29.77,29.71,10,10,10,16,7,25,0.00,5,,188
2009-6-12,98,85,71,38,29,11,27,16,4,29.84,29.77,29.69,10,10,10,20,8,28,0.00,3,,186
2009-6-13,97,85,72,40,30,22,22,15,8,29.83,29.76,29.68,10,10,10,21,9,25,0.00,3,,211
2009-6-14,95,84,73,43,38,33,33,23,12,29.82,29.75,29.70,10,10,10,18,7,26,0.00,3,,277
2009-6-15,97,85,72,41,36,29,31,20,9,29.81,29.74,29.66,10,10,10,22,8,30,0.00,2,,168
2009-6-16,97,86,74,40,36,30,27,18,9,29.81,29.77,29.72,10,10,10,25,7,29,0.00,6,,122
2009-6-17,96,88,79,46,41,38,89,53,16,29.86,29.76,29.64,10,10,10,17,7,30,0.00,5,,200
2009-6-18,99,89,78,48,41,29,31,20,9,29.74,29.67,29.59,10,10,10,14,5,21,0.00,1,,265
2009-6-19,95,86,77,56,45,39,47,31,15,29.72,29.67,29.63,10,10,10,25,7,32,T,5,,144
2009-6-20,100,87,74,55,48,38,50,33,16,29.71,29.66,29.58,10,10,10,20,7,21,0.00,3,,170
2009-6-21,101,89,77,45,37,28,28,18,8,29.71,29.65,29.57,10,10,10,16,7,26,0.00,1,,186
2009-6-22,105,92,78,45,38,32,30,19,8,29.69,29.61,29.51,10,10,10,14,5,18,0.00,0,,47
2009-6-23,103,93,83,50,36,29,26,18,9,29.66,29.61,29.55,10,10,10,15,6,20,0.00,5,,297
2009-6-24,108,97,86,49,41,34,23,16,8,29.78,29.71,29.66,10,10,10,17,7,23,0.00,4,,287
2009-6-25,98,92,86,53,46,41,31,23,15,29.83,29.78,29.74,10,10,10,22,7,26,T,6,,266
2009-6-26,105,93,80,58,53,49,42,29,15,29.79,29.72,29.63,10,10,10,17,5,22,0.02,3,Rain,256
2009-6-27,109,98,86,56,49,40,35,23,10,29.82,29.74,29.66,10,10,10,15,7,18,0.00,2,,275
2009-6-28,111,99,87,59,50,39,32,21,10,29.85,29.71,29.61,10,10,10,13,6,22,0.00,3,,165
2009-6-29,108,98,88,61,54,46,37,26,15,29.81,29.69,29.60,10,10,10,24,9,31,0.00,3,,167
2009-6-30,108,97,86,63,58,52,40,29,17,29.74,29.66,29.55,10,10,10,17,9,24,0.00,4,,232
