MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-5-1,54,45,36,29,18,10,59,39,18,30.53,30.33,30.10,10,10,8,22,11,30,T,3,,326
2013-5-2,63,48,33,31,21,14,52,36,19,30.61,30.50,30.32,10,10,8,15,4,21,0.00,1,,295
2013-5-3,71,56,40,40,25,15,57,36,14,30.32,30.07,29.88,10,10,10,15,7,20,0.00,3,,151
2013-5-4,74,58,42,40,30,21,49,32,15,29.88,29.80,29.75,10,10,10,16,7,20,0.00,4,,258
2013-5-5,78,63,48,38,33,29,54,37,20,29.89,29.74,29.68,10,10,10,16,6,20,0.00,6,,337
2013-5-6,76,68,60,45,34,27,39,29,19,29.85,29.77,29.72,10,10,7,25,11,33,0.00,7,Rain,170
2013-5-7,71,61,50,45,41,31,77,50,23,29.96,29.85,29.76,10,10,9,18,8,24,T,6,Rain-Thunderstorm,173
2013-5-8,65,56,47,49,44,41,86,67,48,30.04,29.96,29.88,10,10,10,22,5,28,0.03,5,Rain-Thunderstorm,83
2013-5-9,78,62,46,45,40,35,82,52,21,30.11,29.99,29.91,10,10,8,18,6,23,0.00,3,,329
2013-5-10,80,65,50,43,39,34,68,45,21,30.20,30.06,29.99,10,10,10,16,5,28,0.00,3,,275
2013-5-11,84,70,55,41,34,25,51,33,15,30.17,30.12,30.08,10,10,10,15,6,20,0.00,3,,161
2013-5-12,88,71,54,39,33,28,47,30,12,30.26,30.08,29.97,10,10,10,13,8,18,0.00,3,,141
2013-5-13,93,78,62,41,36,31,43,28,12,30.00,29.92,29.78,10,10,10,18,10,25,0.00,3,,156
2013-5-14,89,77,64,49,40,35,37,28,18,29.88,29.78,29.68,10,10,10,13,6,17,0.00,3,,344
2013-5-15,87,74,61,51,41,34,52,35,17,29.90,29.73,29.65,10,10,10,22,6,29,T,5,Rain,177
2013-5-16,81,72,62,45,43,38,52,39,25,29.82,29.67,29.60,10,10,9,18,9,23,T,6,,332
2013-5-17,66,62,57,49,46,43,67,58,48,29.91,29.78,29.68,10,10,7,15,7,20,T,7,Rain,329
2013-5-18,65,58,50,49,45,37,96,70,43,30.07,29.96,29.87,10,9,2,13,4,15,0.27,7,Rain,355
2013-5-19,65,57,49,45,42,38,80,60,39,30.10,29.99,29.94,10,10,7,22,9,26,0.08,6,Rain-Thunderstorm,19
2013-5-20,68,59,50,47,45,41,86,65,44,30.15,30.06,30.00,10,10,7,20,7,23,0.10,6,Rain,345
2013-5-21,77,64,51,46,38,31,77,49,21,30.02,29.82,29.58,10,10,10,18,11,24,0.00,3,,159
2013-5-22,87,74,60,43,34,26,36,24,12,29.68,29.54,29.42,10,10,10,26,17,33,0.00,4,,186
2013-5-23,71,57,42,64,35,31,67,48,28,29.90,29.75,29.62,10,10,4,17,6,22,0.00,2,Rain-Thunderstorm,335
2013-5-24,77,62,46,41,33,26,66,42,17,29.98,29.89,29.75,10,10,10,14,5,21,0.00,2,,180
2013-5-25,86,72,58,36,29,16,43,26,8,29.85,29.72,29.66,10,10,10,25,16,35,0.00,2,,154
2013-5-26,86,72,58,40,26,15,36,22,8,29.84,29.70,29.63,10,10,10,25,14,31,0.00,5,,211
2013-5-27,74,64,53,43,36,29,61,41,20,29.90,29.80,29.69,10,10,10,23,9,29,0.00,4,,338
2013-5-28,64,59,53,50,46,37,83,61,39,29.84,29.74,29.62,10,9,4,20,7,23,0.38,7,Rain-Thunderstorm,327
2013-5-29,68,58,48,48,42,33,86,58,29,29.85,29.76,29.68,10,10,8,13,6,18,0.00,6,Rain,147
2013-5-30,69,59,48,46,39,34,86,56,26,29.90,29.86,29.81,10,10,10,17,7,23,0.00,3,,52
2013-5-31,69,59,48,41,30,21,64,42,20,30.12,30.06,29.91,10,10,10,17,7,21,0.00,1,,346
