CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-2-1,39,34,28,25,18,14,63,49,34,29.98,29.86,29.62,10,10,10,17,9,25,0.00,3,,267
2009-2-2,28,19,9,18,7,-4,77,58,39,30.06,30.01,29.97,10,10,10,18,10,23,0.00,2,,272
2009-2-3,20,12,4,9,2,-6,83,67,51,30.39,30.13,30.02,10,6,1,24,14,31,0.01,7,Snow,326
2009-2-4,18,11,3,0,-4,-7,69,56,42,30.57,30.52,30.40,10,10,10,17,9,23,0.00,1,,308
2009-2-5,28,16,3,13,5,-5,74,60,46,30.54,30.30,30.15,10,10,8,21,9,26,0.00,2,,200
2009-2-6,37,25,12,31,20,8,88,76,63,30.18,30.05,29.79,8,6,3,14,6,,T,3,,163
2009-2-7,53,45,37,41,34,27,82,60,38,30.17,29.86,29.67,10,8,6,29,17,37,0.00,2,,255
2009-2-8,40,34,27,28,25,23,85,70,54,30.39,30.32,30.17,10,7,3,14,6,20,0.00,3,,266
2009-2-9,45,36,27,43,32,24,92,84,76,30.32,30.06,29.71,4,2,0,23,11,29,0.19,7,Fog-Rain,159
2009-2-10,59,50,40,44,41,35,93,70,47,29.73,29.67,29.61,10,8,2,32,16,44,0.02,2,,210
2009-2-11,45,41,36,40,36,28,92,81,70,29.75,29.52,29.37,10,4,0,25,10,35,0.43,8,Fog-Rain,335
2009-2-12,38,35,31,30,24,18,76,65,54,30.12,29.94,29.73,10,10,7,23,12,33,0.00,6,,280
2009-2-13,36,31,26,27,22,17,85,71,56,30.22,30.16,30.10,10,7,1,14,5,17,0.09,5,Snow,322
2009-2-14,33,28,22,27,21,9,92,70,47,30.27,30.13,30.06,10,6,2,15,7,18,0.03,6,Snow,326
2009-2-15,30,24,17,18,12,9,74,66,57,30.43,30.36,30.28,10,10,6,13,8,17,T,3,Snow,333
2009-2-16,33,24,15,18,12,8,74,56,38,30.46,30.37,30.22,10,10,9,14,7,18,0.00,3,,243
2009-2-17,43,36,28,32,24,19,75,61,46,30.20,29.83,29.53,10,7,2,21,12,25,0.01,7,Rain,188
2009-2-18,36,25,14,34,24,2,89,74,58,29.85,29.53,29.36,10,3,0,28,10,36,0.07,8,Rain-Snow,324
2009-2-19,22,16,9,4,0,-2,69,54,39,30.14,30.03,29.86,10,10,10,26,17,35,0.00,1,,302
2009-2-20,27,19,11,11,4,-2,58,49,40,30.16,30.11,30.07,10,10,10,14,7,20,0.00,3,,249
2009-2-21,31,27,22,28,21,13,92,76,59,30.05,29.83,29.61,10,2,0,23,13,30,0.33,8,Fog-Snow,353
2009-2-22,24,20,15,14,9,4,77,64,50,30.53,30.32,30.07,10,10,7,17,11,23,T,1,,303
2009-2-23,24,17,10,6,4,2,67,53,39,30.64,30.57,30.48,10,10,10,10,5,16,0.00,1,,339
2009-2-24,36,24,11,23,16,4,80,66,51,30.47,30.28,30.13,10,8,6,20,9,22,0.00,4,,176
2009-2-25,47,39,30,33,29,21,76,67,57,30.13,30.03,29.94,10,7,4,18,8,23,0.03,4,Rain,228
2009-2-26,40,35,29,37,32,24,96,83,69,30.15,29.83,29.52,9,3,0,28,10,38,1.08,7,Fog-Rain-Snow,63
2009-2-27,31,25,19,27,15,9,85,74,62,30.43,30.06,29.60,10,8,2,25,17,33,0.02,8,Rain-Snow,360
2009-2-28,24,21,17,14,11,6,80,71,62,30.48,30.43,30.38,10,9,4,21,10,25,T,5,Snow,16
