MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-2-1,39,32,25,27,22,16,85,63,40,30.48,30.40,30.23,10,6,2,9,4,12,0.00,3,,259
2009-2-2,44,35,25,27,22,18,81,61,41,30.55,30.50,30.44,10,10,8,12,6,14,0.00,2,,137
2009-2-3,45,35,25,28,23,19,84,65,45,30.54,30.48,30.40,10,9,4,9,4,16,0.00,1,,212
2009-2-4,45,34,23,29,24,20,85,69,53,30.41,30.34,30.26,10,10,9,9,3,10,0.00,1,,304
2009-2-5,54,39,24,31,25,21,85,57,29,30.22,30.04,29.79,10,10,10,23,7,29,0.00,5,,155
2009-2-6,47,41,34,36,31,22,89,63,37,29.98,29.89,29.73,10,10,10,23,8,28,0.01,7,Rain,159
2009-2-7,45,38,30,32,30,26,89,76,62,30.05,29.99,29.93,10,9,4,13,6,16,T,6,Snow,312
2009-2-8,43,36,28,36,30,26,85,74,62,29.90,29.70,29.60,10,10,6,20,6,24,0.01,7,Rain,169
2009-2-9,43,38,33,33,29,22,96,74,52,29.61,29.56,29.48,10,8,1,28,12,32,0.13,8,Rain-Snow,174
2009-2-10,35,30,25,28,23,16,92,73,54,30.07,29.84,29.63,10,6,1,22,8,25,0.11,7,Snow,8
2009-2-11,37,31,24,29,24,17,85,70,54,30.11,30.07,30.04,10,8,0,20,8,23,0.01,7,Snow,191
2009-2-12,33,28,22,25,22,18,88,76,63,30.12,30.02,29.94,10,9,6,12,4,13,T,6,Snow,350
2009-2-13,39,31,22,25,20,16,84,64,44,30.16,30.03,29.83,10,10,10,16,7,20,0.00,5,,162
2009-2-14,37,31,25,28,25,18,92,73,54,30.16,29.88,29.75,10,4,0,17,5,21,0.23,7,Fog-Snow,164
2009-2-15,42,32,22,24,17,14,81,57,32,30.17,30.08,29.94,10,10,10,25,11,30,0.00,4,,156
2009-2-16,50,42,33,32,24,16,82,63,44,29.94,29.81,29.64,10,10,10,29,12,36,T,6,Rain,156
2009-2-17,38,34,30,32,30,27,92,81,70,30.06,29.82,29.59,10,5,0,25,7,31,0.21,7,Fog-Rain-Snow,157
2009-2-18,43,36,29,29,26,22,85,66,46,30.38,30.25,30.09,10,10,10,12,5,14,T,6,Snow,126
2009-2-19,46,37,28,28,23,19,78,58,37,30.47,30.38,30.26,10,10,10,13,6,14,0.00,3,,145
2009-2-20,48,38,27,26,19,16,78,52,26,30.26,30.22,30.17,10,10,10,13,5,14,0.00,2,,103
2009-2-21,51,37,23,32,23,18,85,57,29,30.35,30.27,30.21,10,10,9,14,3,16,0.00,2,,288
2009-2-22,46,38,29,33,28,23,92,73,53,30.22,30.16,30.09,10,9,7,9,2,12,0.00,7,,311
2009-2-23,55,46,36,42,37,31,89,74,59,30.14,30.08,30.02,10,10,10,18,4,23,0.01,7,Rain,349
2009-2-24,61,49,36,40,36,33,85,61,36,30.00,29.97,29.95,10,10,10,28,13,35,0.04,5,Rain,202
2009-2-25,58,45,31,37,33,29,89,65,40,29.97,29.88,29.77,10,10,10,23,5,29,0.05,5,Rain,344
2009-2-26,58,44,30,32,27,18,89,57,24,30.03,29.90,29.79,10,10,10,24,12,30,0.00,6,,200
2009-2-27,35,30,25,27,18,7,85,57,29,30.51,30.27,30.07,10,8,1,21,8,24,0.02,5,Snow,354
2009-2-28,44,32,20,23,17,12,72,53,34,30.55,30.48,30.36,10,10,10,10,5,14,0.00,4,,15
